"Name","Rank","Number of Births"
"Romeo","490","6"
"Tobiasz","490","6"
"Gus","490","6"
"Marius","490","6"
"Martins","490","6"
"Maxymilian","490","6"
"Setanta","490","6"
"Timur","490","6"
"Tylor","490","6"
"Mathew","540","5"
"Wayne","540","5"
"Zak","540","5"
"Roy","540","5"
"Marco","540","5"
"Jerry","540","5"
"Andre","540","5"
"Saul","540","5"
"Alexandre","540","5"
"Luc","540","5"
"Cornelius","540","5"
"Eugene","540","5"
"Johnathan","540","5"
"Maxwell","540","5"
"Seanan","540","5"
"Phillip","540","5"
"Ayaan","540","5"
"Colum","540","5"
"Dane","540","5"
"Domhnall","540","5"
"Drew","540","5"
"Emilis","540","5"
"Terence","540","5"
"Tyrese","540","5"
"Aleks","540","5"
"Eimhin","540","5"
"Finan","540","5"
"Fred","540","5"
"Hassan","540","5"
"Jayson","540","5"
"Lennox","540","5"
"Leroy","540","5"
"Luis","540","5"
"Muhammed","540","5"
"Norbert","540","5"
"Alessandro","540","5"
"Alfred","540","5"
"Darcy","540","5"
"Devan","540","5"
"Evin","540","5"
"Johan","540","5"
"Julius","540","5"
"Kailum","540","5"
"Lachlan","540","5"
"Matei","540","5"
"Ralph","540","5"
"Tiago","540","5"
"Torin","540","5"
"Walter","540","5"
"Arminas","540","5"
"Avram","540","5"
"Barra","540","5"
"Cyprian","540","5"
"Dawson","540","5"
"Finnian","540","5"
"Jakob","540","5"
"Adomas","540","5"
"Aodh","540","5"
"Casper","540","5"
"Denas","540","5"
"Douglas","540","5"
"Enzo","540","5"
"Kirill","540","5"
"Macdara","540","5"
"Mckenzie","540","5"
"Miles","540","5"
"Ray","540","5"
"Ruari","540","5"
"Rylee","540","5"
"Zain","540","5"
"Zakaria","540","5"
"Andrey","540","5"
"Ayman","540","5"
"Cezary","540","5"
"Devyn","540","5"
"Dualta","540","5"
"Imran","540","5"
"Odin","540","5"
"Rhian","540","5"
"Simas","540","5"
"Vlad","540","5"
"Zakariya","540","5"
"Ignacy","540","5"
"Kane","623","4"
"Prince","623","4"
"Graham","623","4"
"Zachariah","623","4"
"Finnan","623","4"
"Hamza","623","4"
"Mike","623","4"
"Gareth","623","4"
"Kaylem","623","4"
"Pedro","623","4"
"Yu","623","4"
"Iain","623","4"
"Keane","623","4"
"Terry","623","4"
"Carlos","623","4"
"Clinton","623","4"
"Daniels","623","4"
"Malachi","623","4"
"Maximus","623","4"
"Regan","623","4"
"Ricardo","623","4"
"Ricky","623","4"
"Seosamh","623","4"
"Solomon","623","4"
"Thady","623","4"
"Curtis","623","4"
"Deimantas","623","4"
"Eduard","623","4"
"Finbarr","623","4"
"Gordon","623","4"
"Kylan","623","4"
"Kyran","623","4"
"Nedas","623","4"
"Pijus","623","4"
"Rioghan","623","4"
"Roberto","623","4"
"Aodan","623","4"
"Axel","623","4"
"Cael","623","4"
"Culainn","623","4"
"Denzel","623","4"
"Destiny","623","4"
"Dillan","623","4"
"Francesco","623","4"
"Gerald","623","4"
"Isaiah","623","4"
"Malik","623","4"
"Micah","623","4"
"Orin","623","4"
"Quin","623","4"
"Ruan","623","4"
"Tommie","623","4"
"Vakaris","623","4"
"Adrians","623","4"
"Alec","623","4"
"Aronas","623","4"
"Cai","623","4"
"Cooper","623","4"
"Culann","623","4"
"Dave","623","4"
"Fabio","623","4"
"Faustas","623","4"
"Finley","623","4"
"Graeme","623","4"
"Aleksandrs","623","4"
"Artem","623","4"
"Bence","623","4"
"Braxton","623","4"
"Carson","623","4"
"Darach","623","4"
"Ely","623","4"
"Juliusz","623","4"
"Kody","623","4"
"Levente","623","4"
"Maison","623","4"
"Malcolm","623","4"
"Oskaras","623","4"
"Paudie","623","4"
"Phoenix","623","4"
"Radoslaw","623","4"
"Spencer","623","4"
"Stanley","623","4"
"Zaid","623","4"
"Artjom","623","4"
"Connie","623","4"
"Cruz","623","4"
"Daimhin","623","4"
"Edgar","623","4"
"Gabriels","623","4"
"Harper","623","4"
"Ismail","623","4"
"Israel","623","4"
"Jonathon","623","4"
"Josiah","623","4"
"Kaya","623","4"
"Kenny","623","4"
"Kevins","623","4"
"Mathieu","623","4"
"Mihai","623","4"
"Nevin","623","4"
"Nickolas","623","4"
"River","623","4"
"Titas","623","4"
"Ugnius","623","4"
"Wen","623","4"
"Yahya","623","4"
"Yaseen","623","4"
"Derry","730","3"
"Diego","730","3"
"Mario","730","3"
"Leigh","730","3"
"Kilian","730","3"
"Cristian","730","3"
"Miguel","730","3"
"Charley","730","3"
"Deon","730","3"
"Iosif","730","3"
"Marcin","730","3"
"Arran","730","3"
"Beau","730","3"
"Byron","730","3"
"Damon","730","3"
"Dominick","730","3"
"Enoch","730","3"
"Keenan","730","3"
"Russell","730","3"
"Syed","730","3"
"Aironas","730","3"
"Con","730","3"
"Divine","730","3"
"Eolann","730","3"
"Gracjan","730","3"
"Jaiden","730","3"
"Mustafa","730","3"
"Neal","730","3"
"Niks","730","3"
"Pranav","730","3"
"Quinn","730","3"
"Raul","730","3"
"Ronald","730","3"
"Taha","730","3"
"Andrej","730","3"
"Andrzej","730","3"
"Angelo","730","3"
"Blazej","730","3"
"Chulainn","730","3"
"Davey","730","3"
"Edgaras","730","3"
"Ellis","730","3"
"Fearghal","730","3"
"Freddy","730","3"
"Grantas","730","3"
"Hasan","730","3"
"Jaydon","730","3"
"Joao","730","3"
"Kaelem","730","3"
"Kalen","730","3"
"Maksym","730","3"
"Ronin","730","3"
"Vladislav","730","3"
"Xander","730","3"
"Adem","730","3"
"Aidas","730","3"
"Alastair","730","3"
"Alejandro","730","3"
"Aleksandr","730","3"
"Blaise","730","3"
"Cailean","730","3"
"Calan","730","3"
"Codie","730","3"
"Connell","730","3"
"Danann","730","3"
"Danial","730","3"
"Darryl","730","3"
"Eunan","730","3"
"Ezekiel","730","3"
"Garrett","730","3"
"Hao","730","3"
"Ilya","730","3"
"Jamal","730","3"
"Janis","730","3"
"Joris","730","3"
"Aden","730","3"
"Anish","730","3"
"Ashley","730","3"
"Bowie","730","3"
"Brodie","730","3"
"Che","730","3"
"Davy","730","3"
"Geoffrey","730","3"
"Hector","730","3"
"Iollan","730","3"
"Jai","730","3"
"Jaxon","730","3"
"Jaxson","730","3"
"Jensen","730","3"
"Jenson","730","3"
"Keilan","730","3"
"Mannix","730","3"
"Moise","730","3"
"Nelson","730","3"
"Omer","730","3"
"Richie","730","3"
"Rojus","730","3"
"Rueben","730","3"
"Teddy","730","3"
"Younes","730","3"
"Youssef","730","3"
"A.J.","730","3"
"Aayan","730","3"
"Abhinav","730","3"
"Adrijus","730","3"
"Alberto","730","3"
"Angel","730","3"
"Anuar","730","3"
"Artis","730","3"
"Austen","730","3"
"Breen","730","3"
"Ceilum","730","3"
"Christiano","730","3"
"Coleman","730","3"
"Conaire","730","3"
"Daniyal","730","3"
"Dario","730","3"
"Delvin","730","3"
"Dillion","730","3"
"Dmitrij","730","3"
"Dziugas","730","3"
"Edvards","730","3"
"Efraim","730","3"
"Ehan","730","3"
"Ervinas","730","3"
"Ewen","730","3"
"Federico","730","3"
"Finbar","730","3"
"Gianluca","730","3"
"Haiden","730","3"
"Hamid","730","3"
"Hank","730","3"
"Humza","730","3"
"Hussain","730","3"
"Iacov","730","3"
"Iarfhlaith","730","3"
"Iosua","730","3"
"Ishaan","730","3"
"Jafar","730","3"
"Jawad","730","3"
"Joachim","730","3"
"Julien","730","3"
"Jun Wei","730","3"
"Kameron","730","3"
"Karson","730","3"
"Kasparas","730","3"
"Kielan","730","3"
"Kieron","730","3"
"Kordian","730","3"
"Korneliusz","730","3"
"Kryspin","730","3"
"Ksawier","730","3"
"Lemuel","730","3"
"Leonidas","730","3"
"Lleyton","730","3"
"Loughlin","730","3"
"Lui","730","3"
"Marley","730","3"
"Matheus","730","3"
"Matias","730","3"
"Miceal","730","3"
"Miracle","730","3"
"Muaz","730","3"
"Natas","730","3"
"Nazar","730","3"
"Neo","730","3"
"Nigel","730","3"
"Nikas","730","3"
"Nikolai","730","3"
"Oleg","730","3"
"Oren","730","3"
"Pierre","730","3"
"Reid","730","3"
"Riccardo","730","3"
"Ronaldo","730","3"
"Ronnie","730","3"
"Ruarc","730","3"
"Ryszard","730","3"
"Saif","730","3"
"Santiago","730","3"
"Seweryn","730","3"
"Shalom","730","3"
"Shawn","730","3"
"Sol","730","3"
"Tadas","730","3"
"Taigh","730","3"
"Teagan","730","3"
"Teodor","730","3"
"Timas","730","3"
"Tudor","730","3"
"Usman","730","3"
"Valentin","730","3"
"Vladimir","730","3"
"Willie","730","3"
"Yash","730","3"
"Yassin","730","3"
"Yousif","730","3"
"Zhi Yuan","730","3"
"Ammar","730","3"
