"Name","Rank","Number of Births"
"Antonio","443","7"
"Karol","443","7"
"Emil","443","7"
"Dion","443","7"
"Krzysztof","443","7"
"Piotr","443","7"
"Larry","443","7"
"Wojciech","443","7"
"Ajay","443","7"
"Ayaan","443","7"
"Ricky","443","7"
"Syed","443","7"
"Thady","443","7"
"Amir","443","7"
"Con","443","7"
"Cullen","443","7"
"Kristian","443","7"
"Luis","443","7"
"Alessandro","443","7"
"Angelo","443","7"
"Bilal","443","7"
"Eden","443","7"
"Emanuel","443","7"
"Francesco","443","7"
"Asher","443","7"
"Borys","443","7"
"Aarav","443","7"
"Bruce","443","7"
"Domas","443","7"
"Evanas","443","7"
"Kristupas","443","7"
"Mylo","443","7"
"Patrik","443","7"
"Zain","443","7"
"Nate","443","7"
"Nico","443","7"
"Damir","443","7"
"Steven","495","6"
"Keith","495","6"
"Pierce","495","6"
"Euan","495","6"
"Preston","495","6"
"Kenneth","495","6"
"Ultan","495","6"
"Kajus","495","6"
"Rossa","495","6"
"Abdullah","495","6"
"Maksim","495","6"
"Turlough","495","6"
"Alexandre","495","6"
"Maurice","495","6"
"Cristian","495","6"
"Maxwell","495","6"
"Miguel","495","6"
"Rokas","495","6"
"Stanislaw","495","6"
"Artur","495","6"
"Dennis","495","6"
"Byron","495","6"
"Markus","495","6"
"Aleks","495","6"
"Aryan","495","6"
"Cain","495","6"
"Finbarr","495","6"
"Jarlath","495","6"
"Kaleb","495","6"
"Rafael","495","6"
"Dale","495","6"
"Emmett","495","6"
"Freddy","495","6"
"Milosz","495","6"
"Alec","495","6"
"Harris","495","6"
"Joris","495","6"
"Aodh","495","6"
"Dorian","495","6"
"Feliks","495","6"
"Haris","495","6"
"Hector","495","6"
"Jenson","495","6"
"Malcolm","495","6"
"Rylee","495","6"
"Umar","495","6"
"Adamas","495","6"
"Eyad","495","6"
"Ismail","495","6"
"Karson","495","6"
"Yahya","495","6"
"Ruadh","495","6"
"Enda","547","5"
"Wayne","547","5"
"Zak","547","5"
"Pawel","547","5"
"Marco","547","5"
"Ashton","547","5"
"Tim","547","5"
"Caoimhin","547","5"
"Fionan","547","5"
"Andre","547","5"
"Ruaidhri","547","5"
"Daryl","547","5"
"Kilian","547","5"
"Mike","547","5"
"Pedro","547","5"
"Jeffrey","547","5"
"Drew","547","5"
"Jared","547","5"
"Malachi","547","5"
"Matt","547","5"
"Terence","547","5"
"Wesley","547","5"
"Aedan","547","5"
"Armandas","547","5"
"Brady","547","5"
"Feilim","547","5"
"Fred","547","5"
"Isaiah","547","5"
"Kajetan","547","5"
"Malik","547","5"
"Orin","547","5"
"Tiago","547","5"
"Torin","547","5"
"Cyprian","547","5"
"Aj","547","5"
"Coby","547","5"
"Davi","547","5"
"Edvinas","547","5"
"Fletcher","547","5"
"Hughie","547","5"
"Kasper","547","5"
"Maison","547","5"
"Mannix","547","5"
"Mihail","547","5"
"Miles","547","5"
"Pat","547","5"
"Rogan","547","5"
"Seanie","547","5"
"Teo","547","5"
"Tj","547","5"
"Emre","547","5"
"Kobi","547","5"
"Lenny","547","5"
"Majus","547","5"
"Odin","547","5"
"Rayyan","547","5"
"Santiago","547","5"
"Zion","547","5"
"Coen","547","5"
"Emir","547","5"
"Ianis","547","5"
"Lughan","547","5"
"Kaelen","547","5"
"Glen","610","4"
"Shayne","610","4"
"Mathew","610","4"
"Bartosz","610","4"
"Derek","610","4"
"Desmond","610","4"
"Roy","610","4"
"Dermot","610","4"
"Finlay","610","4"
"Cory","610","4"
"Feidhlim","610","4"
"Kelvin","610","4"
"Pauric","610","4"
"Edwin","610","4"
"Eugene","610","4"
"Kornel","610","4"
"Trevor","610","4"
"Cal","610","4"
"Dominykas","610","4"
"Emilis","610","4"
"Regan","610","4"
"Seosamh","610","4"
"Fergus","610","4"
"Hassan","610","4"
"Kallum","610","4"
"Kalvin","610","4"
"Konrad","610","4"
"Muhammed","610","4"
"Viktor","610","4"
"Wyatt","610","4"
"Beniamin","610","4"
"Cahir","610","4"
"Chulainn","610","4"
"Culainn","610","4"
"Ernest","610","4"
"Jose","610","4"
"Kade","610","4"
"Maitiu","610","4"
"Saad","610","4"
"Tommie","610","4"
"Alejandro","610","4"
"Aleksandr","610","4"
"Alistair","610","4"
"Aonghus","610","4"
"Arminas","610","4"
"Barney","610","4"
"Bernie","610","4"
"Dante","610","4"
"Darryl","610","4"
"Dexter","610","4"
"Hadi","610","4"
"Abdulrahman","610","4"
"Adas","610","4"
"Bowie","610","4"
"Chase","610","4"
"Davy","610","4"
"Gustas","610","4"
"Jokubas","610","4"
"Macdara","610","4"
"Manuel","610","4"
"Miley","610","4"
"Ray","610","4"
"Reagan","610","4"
"Yousef","610","4"
"Youssef","610","4"
"Aayan","610","4"
"Abdallah","610","4"
"Ayman","610","4"
"Cadan","610","4"
"Caeden","610","4"
"Clive","610","4"
"Dilan","610","4"
"Elijus","610","4"
"Gabriels","610","4"
"Gus","610","4"
"Herkus","610","4"
"Liam Og","610","4"
"Mattie","610","4"
"Musa","610","4"
"Noa","610","4"
"River","610","4"
"Ronaldo","610","4"
"Ruairc","610","4"
"Setanta","610","4"
"Tudor","610","4"
"Vlad","610","4"
"Jordi","610","4"
"Kayson","610","4"
"Olivers","610","4"
"Bear","610","4"
"Croi","610","4"
"Francisco","610","4"
"Ed","610","4"
"Jad","610","4"
"Cadain","610","4"
"Coil","610","4"
"Gael","610","4"
"Kyler","610","4"
"Presley","610","4"
"Sulaiman","610","4"
"Kane","710","3"
"Carl","710","3"
"Prince","710","3"
"Gregory","710","3"
"Briain","710","3"
"Markuss","710","3"
"Saul","710","3"
"Zachariah","710","3"
"Gerry","710","3"
"Cornelius","710","3"
"Andreas","710","3"
"Bartlomiej","710","3"
"Brion","710","3"
"Charley","710","3"
"Deon","710","3"
"Iosif","710","3"
"Terry","710","3"
"Conrad","710","3"
"Dominick","710","3"
"Jody","710","3"
"Solomon","710","3"
"Tyrese","710","3"
"Alvin","710","3"
"Callan","710","3"
"Christy","710","3"
"Jayson","710","3"
"Marek","710","3"
"Nicky","710","3"
"Norbert","710","3"
"Roberto","710","3"
"Samson","710","3"
"Anas","710","3"
"Aodan","710","3"
"Blaine","710","3"
"Cohen","710","3"
"Dallan","710","3"
"Kaylum","710","3"
"Keagan","710","3"
"Khalid","710","3"
"Lucca","710","3"
"Manus","710","3"
"Pavel","710","3"
"Roger","710","3"
"Rudi","710","3"
"Walter","710","3"
"Yusuf","710","3"
"Ameer","710","3"
"Benedict","710","3"
"Blaise","710","3"
"Danann","710","3"
"Fabio","710","3"
"Fiach","710","3"
"Jakob","710","3"
"Jamal","710","3"
"Ailbe","710","3"
"Arjun","710","3"
"Ayden","710","3"
"Casper","710","3"
"Cassian","710","3"
"Che","710","3"
"Colton","710","3"
"Darach","710","3"
"Leeroy","710","3"
"Neitas","710","3"
"Nelson","710","3"
"Nolan","710","3"
"Omer","710","3"
"Rex","710","3"
"Richie","710","3"
"Sebastien","710","3"
"Sonnie","710","3"
"Sultan","710","3"
"Sylwester","710","3"
"Tobiasz","710","3"
"Alberto","710","3"
"Amar","710","3"
"Benny","710","3"
"Bobbi","710","3"
"Cristiano","710","3"
"Dalton","710","3"
"Deacon","710","3"
"Derrick","710","3"
"Devyn","710","3"
"Faelan","710","3"
"Hussain","710","3"
"Iarfhlaith","710","3"
"Israel","710","3"
"Junior","710","3"
"Kodi","710","3"
"Lughaidh","710","3"
"Mahmoud","710","3"
"Marley","710","3"
"Matias","710","3"
"Maverick","710","3"
"Maxymilian","710","3"
"Mick","710","3"
"Redmond","710","3"
"Riccardo","710","3"
"Robyn","710","3"
"Seamie","710","3"
"Sidney","710","3"
"Soren","710","3"
"Timur","710","3"
"Zakariya","710","3"
"Armaan","710","3"
"Eesa","710","3"
"Koa","710","3"
"Mahdi","710","3"
"Alby","710","3"
"Caedan","710","3"
"Kal","710","3"
"Kingston","710","3"
"Ari","710","3"
"Clark","710","3"
"Kaidan","710","3"
"Silas","710","3"
"Adi","710","3"
"Adonis","710","3"
"Ajus","710","3"
"CJ","710","3"
"Cobi","710","3"
"Dilanas","710","3"
"Emran","710","3"
"Eren","710","3"
"Fredrik","710","3"
"Hakeem","710","3"
"Huw","710","3"
"Iannis","710","3"
"Iustin","710","3"
"Jakov","710","3"
"John James","710","3"
"Kamran","710","3"
"Kason","710","3"
"Kiaan","710","3"
"Leonas","710","3"
"Maks","710","3"
"Odinn","710","3"
"Reed","710","3"
"Ri","710","3"
"Seaghan","710","3"
"Stevie","710","3"
"Zayne","710","3"
"Ziggy","710","3"
