"Name","Rank","Number of Births"
"Linda","458","9"
"Sabrina","458","9"
"Laila","458","9"
"Caitlyn","458","9"
"Carrie","458","9"
"Leyla","458","9"
"Martina","458","9"
"Antonina","458","9"
"Laragh","458","9"
"Elisa","458","9"
"Teresa","458","9"
"Addison","458","9"
"Aoileann","458","9"
"Kacie","458","9"
"Kira","458","9"
"Reiltin","458","9"
"Veronika","458","9"
"Hana","458","9"
"Selena","458","9"
"Cait","458","9"
"Darci","458","9"
"Gwen","458","9"
"Milana","458","9"
"Zahra","458","9"
"Arwen","458","9"
"Blanka","458","9"
"Juno","458","9"
"Kendall","458","9"
"Kenzie","458","9"
"Nela","458","9"
"Valentina","458","9"
"Violet","458","9"
"Leanne","494","8"
"Sharon","494","8"
"Elisha","494","8"
"Rihanna","494","8"
"Aislinn","494","8"
"Melanie","494","8"
"Isobelle","494","8"
"Klaudia","494","8"
"Veronica","494","8"
"Alisa","494","8"
"Enya","494","8"
"Jenny","494","8"
"Miriam","494","8"
"Orlagh","494","8"
"Rebekah","494","8"
"Eileen","494","8"
"Johanna","494","8"
"Mikayla","494","8"
"Samanta","494","8"
"Nell","494","8"
"Izabella","494","8"
"Kyla","494","8"
"Agata","494","8"
"Aliyah","494","8"
"Kaitlin","494","8"
"Aileen","494","8"
"Iga","494","8"
"Livia","494","8"
"Alise","494","8"
"Anya","494","8"
"Irene","494","8"
"Audrey","494","8"
"Eirinn","494","8"
"Adela","494","8"
"Arya","494","8"
"Aubree","494","8"
"Bianka","494","8"
"Kourtney","494","8"
"Lilianna","494","8"
"Quinn","494","8"
"Siomha","494","8"
"Vilte","494","8"
"Kellie","536","7"
"Chantelle","536","7"
"Kamila","536","7"
"Paulina","536","7"
"Deborah","536","7"
"Sive","536","7"
"Francesca","536","7"
"Shonagh","536","7"
"Louisa","536","7"
"Alexandria","536","7"
"Myah","536","7"
"Austeja","536","7"
"Christine","536","7"
"Nelly","536","7"
"Polly","536","7"
"Simona","536","7"
"Karla","536","7"
"Kimberley","536","7"
"Rubie","536","7"
"Carley","536","7"
"Ellie-May","536","7"
"Kylie","536","7"
"Lilian","536","7"
"Rebeka","536","7"
"Sabina","536","7"
"Adrianna","536","7"
"Alina","536","7"
"Amalia","536","7"
"Autumn","536","7"
"Bobbi","536","7"
"Evanna","536","7"
"Amara","536","7"
"Aurora","536","7"
"Avery","536","7"
"Camille","536","7"
"Dakota","536","7"
"Ella-Rose","536","7"
"Harley","536","7"
"Ide","536","7"
"Isabela","536","7"
"Macy","536","7"
"Melody","536","7"
"Rebeca","536","7"
"Urte","536","7"
"Indiana","536","7"
"Nova","536","7"
"Stefania","536","7"
"Zoya","536","7"
"Rachael","584","6"
"Kirsten","584","6"
"Nadine","584","6"
"Courtney","584","6"
"Kim","584","6"
"Nikita","584","6"
"India","584","6"
"Joy","584","6"
"Susan","584","6"
"Dominika","584","6"
"Keisha","584","6"
"Brid","584","6"
"Jamie","584","6"
"Kathryn","584","6"
"Kaylah","584","6"
"Jodi","584","6"
"Tianna","584","6"
"Winnie","584","6"
"Katelynn","584","6"
"Kristina","584","6"
"Maire","584","6"
"Vanesa","584","6"
"Dara","584","6"
"Iona","584","6"
"Mary-Kate","584","6"
"Cristina","584","6"
"Eile","584","6"
"Philomena","584","6"
"Aleena","584","6"
"Cassandra","584","6"
"Crystal","584","6"
"Dana","584","6"
"Eireann","584","6"
"Goda","584","6"
"Romy","584","6"
"Tammy","584","6"
"Elana","584","6"
"Izabela","584","6"
"Leia","584","6"
"Lily-Rose","584","6"
"Roksana","584","6"
"Rosanna","584","6"
"Savanna","584","6"
"Adrija","584","6"
"Anastasija","584","6"
"Cecelia","584","6"
"Lidia","584","6"
"Marianne","584","6"
"Adelina","584","6"
"Aibhlinn","584","6"
"Amaya","584","6"
"Amelia-Rose","584","6"
"Amelija","584","6"
"Camilla","584","6"
"Charlee","584","6"
"Croia","584","6"
"Dorothy","584","6"
"Eibhlin","584","6"
"Felicity","584","6"
"Georgie","584","6"
"Indi","584","6"
"Joni","584","6"
"Liana","584","6"
"Lyra","584","6"
"Marley","584","6"
"Miah","584","6"
"Smilte","584","6"
"Vivien","584","6"
"Aibhin","584","6"
"Annabella","584","6"
"Brooklyn","584","6"
"Emily-Rose","584","6"
"Freyja","584","6"
"Ida","584","6"
"Liepa","584","6"
"Margarita","584","6"
"Khaleesi","584","6"
"Karen","661","5"
"Kamile","661","5"
"Toni","661","5"
"Caoilinn","661","5"
"Andreea","661","5"
"Mariam","661","5"
"Caoilfhionn","661","5"
"Cerys","661","5"
"Cleo","661","5"
"Madeleine","661","5"
"Tiffany","661","5"
"Aibhe","661","5"
"Cathy","661","5"
"Kerrie","661","5"
"Noemi","661","5"
"Rosemary","661","5"
"Amie","661","5"
"Divine","661","5"
"Jean","661","5"
"Makayla","661","5"
"Maura","661","5"
"Orna","661","5"
"Celine","661","5"
"Colleen","661","5"
"Fionnuala","661","5"
"Gloria","661","5"
"Ceola","661","5"
"Eilis","661","5"
"Eryn","661","5"
"Julianna","661","5"
"Michalina","661","5"
"Regan","661","5"
"Sarah Jane","661","5"
"Sofie","661","5"
"Aleisha","661","5"
"Cate","661","5"
"Delia","661","5"
"Destiny","661","5"
"Eliana","661","5"
"Gianna","661","5"
"Gina","661","5"
"Honor","661","5"
"Joan","661","5"
"Lile","661","5"
"Alma","661","5"
"Aurelia","661","5"
"Ellie-Mai","661","5"
"Frances","661","5"
"Katarzyna","661","5"
"Lavinia","661","5"
"Alia","661","5"
"Ayda","661","5"
"Candice","661","5"
"Carleigh","661","5"
"Carragh","661","5"
"Guste","661","5"
"Ines","661","5"
"Kalina","661","5"
"Lacie","661","5"
"Lilah","661","5"
"Lilly-Rose","661","5"
"Lily Mae","661","5"
"Lucja","661","5"
"Macey","661","5"
"Miley","661","5"
"Realtin","661","5"
"Rosalie","661","5"
"Rowan","661","5"
"Seoidin","661","5"
"Sheila","661","5"
"Sibeal","661","5"
"Sonia","661","5"
"Syeda","661","5"
"Talia","661","5"
"Theodora","661","5"
"Viktoria","661","5"
"Annaleigh","661","5"
"Anna-mae","661","5"
"Bo","661","5"
"Carys","661","5"
"Daniele","661","5"
"Fianna","661","5"
"June","661","5"
"Laya","661","5"
"Lilly-May","661","5"
"Lynn","661","5"
"Meadbh","661","5"
"Meadow","661","5"
"Philippa","661","5"
"Rhia","661","5"
"Trisha","661","5"
"Keeley","752","4"
"Jill","752","4"
"Kerri","752","4"
"Jemma","752","4"
"Joanne","752","4"
"Favour","752","4"
"Jasmin","752","4"
"Aleesha","752","4"
"Noelle","752","4"
"Samara","752","4"
"Sarah-Jane","752","4"
"Dayna","752","4"
"Diane","752","4"
"Bernadette","752","4"
"Isabell","752","4"
"Leonie","752","4"
"Meg","752","4"
"Cayla","752","4"
"Connie","752","4"
"Kelsie","752","4"
"Mabel","752","4"
"Mai","752","4"
"Sylvia","752","4"
"Theresa","752","4"
"Alysha","752","4"
"Aobh","752","4"
"Denisa","752","4"
"Judith","752","4"
"Pamela","752","4"
"Tiana","752","4"
"Anabel","752","4"
"Fodhla","752","4"
"Manal","752","4"
"Maud","752","4"
"Micheala","752","4"
"Tabitha","752","4"
"Winifred","752","4"
"Aifric","752","4"
"Ailis","752","4"
"Alaina","752","4"
"Alesia","752","4"
"Ebony","752","4"
"Elva","752","4"
"Emile","752","4"
"Emma-Jane","752","4"
"Gaia","752","4"
"Kallie","752","4"
"Lelia","752","4"
"Lily May","752","4"
"Agnes","752","4"
"Ariya","752","4"
"Cailin","752","4"
"Cali","752","4"
"Cheyenne","752","4"
"Cianna","752","4"
"Dorota","752","4"
"Elia","752","4"
"Elizaveta","752","4"
"Ella Rose","752","4"
"Ella-Mae","752","4"
"Ella-May","752","4"
"Ellie May","752","4"
"Eshaal","752","4"
"Gerda","752","4"
"Hafsa","752","4"
"Ieva","752","4"
"Inaya","752","4"
"Jewel","752","4"
"Leni","752","4"
"Lily Rose","752","4"
"Lily-Ann","752","4"
"Lily-Mai","752","4"
"Luisne","752","4"
"Luka","752","4"
"Marika","752","4"
"Melania","752","4"
"Mija","752","4"
"Petra","752","4"
"Rozalia","752","4"
"Safa","752","4"
"Safia","752","4"
"Tierna","752","4"
"Treasa","752","4"
"Urszula","752","4"
"Adeline","752","4"
"Akvile","752","4"
"Aleah","752","4"
"Anaya","752","4"
"Ava-rose","752","4"
"Carina","752","4"
"Cindyanna","752","4"
"Dalia","752","4"
"Darla","752","4"
"Elza","752","4"
"Fallon","752","4"
"Fausta","752","4"
"Hareem","752","4"
"Inez","752","4"
"Jolene","752","4"
"Lily-May","752","4"
"Lucille","752","4"
"Mariana","752","4"
"Marianna","752","4"
"Maryanne","752","4"
"Montana","752","4"
"Muirin","752","4"
"Naia","752","4"
"Nathalie","752","4"
"Peggy","752","4"
"Piper","752","4"
"Radha","752","4"
"Raven","752","4"
"Rosaleen","752","4"
"Santanna","752","4"
"Noa","752","4"
"Remi","752","4"
"Aseel","752","4"
"Eiva","752","4"
"Hannah rose","752","4"
"Lilymae","752","4"
"Lorelei","752","4"
"Marlie","752","4"
"Perrie","752","4"
"Safiya","752","4"
"Aishling","876","3"
"Ashling","876","3"
"Gabija","876","3"
"Deirdre","876","3"
"Kathlyn","876","3"
"Caitriona","876","3"
"Meghan","876","3"
"Ashleigh","876","3"
"Dawn","876","3"
"Gabriele","876","3"
"Alanah","876","3"
"Chelsey","876","3"
"Kayley","876","3"
"Madeline","876","3"
"Magdalena","876","3"
"Donna","876","3"
"Katy","876","3"
"Leanna","876","3"
"Monika","876","3"
"Seana","876","3"
"Bronwyn","876","3"
"Jayne","876","3"
"Morgan","876","3"
"Princess","876","3"
"Renee","876","3"
"Tamara","876","3"
"Ugne","876","3"
"Valeria","876","3"
"Denise","876","3"
"Jana","876","3"
"Judy","876","3"
"Katrina","876","3"
"Kendra","876","3"
"Kornelija","876","3"
"Mary Kate","876","3"
"Paula","876","3"
"Rita","876","3"
"Susannah","876","3"
"Aliya","876","3"
"Angelica","876","3"
"Aoibha","876","3"
"Aya","876","3"
"Billie","876","3"
"Deimante","876","3"
"Joyce","876","3"
"Kadie","876","3"
"Larissa","876","3"
"Lili","876","3"
"Lina","876","3"
"Marina","876","3"
"Michaella","876","3"
"Nikki","876","3"
"Paris","876","3"
"Therese","876","3"
"Carmen","876","3"
"Carolina","876","3"
"Eilidh","876","3"
"Eire","876","3"
"Elisabeth","876","3"
"Elyse","876","3"
"Emelie","876","3"
"Ewa","876","3"
"Glory","876","3"
"Haley","876","3"
"Isolde","876","3"
"Jazmine","876","3"
"Lainey","876","3"
"Mikaela","876","3"
"Praise","876","3"
"Viktorija","876","3"
"Anastazja","876","3"
"Annabell","876","3"
"Astrid","876","3"
"Charlene","876","3"
"Demi-Leigh","876","3"
"Estelle","876","3"
"Etain","876","3"
"Isobella","876","3"
"Izzy","876","3"
"Khadija","876","3"
"Kiya","876","3"
"Liadan","876","3"
"Lorena","876","3"
"Makenzie","876","3"
"Marlene","876","3"
"Adelaide","876","3"
"Alayna","876","3"
"Alba","876","3"
"Ameera","876","3"
"Asia","876","3"
"Barbara","876","3"
"Barbora","876","3"
"Bernice","876","3"
"Eala","876","3"
"Elija","876","3"
"Emeli","876","3"
"Fae","876","3"
"Fay","876","3"
"Felicia","876","3"
"Harlow","876","3"
"Izabelle","876","3"
"Kaia","876","3"
"Kaiya","876","3"
"Karlie","876","3"
"Laci","876","3"
"Liya","876","3"
"Mara","876","3"
"Marnie","876","3"
"Melisa","876","3"
"Reagan","876","3"
"Reeva","876","3"
"Rhona","876","3"
"Riah","876","3"
"Rosemarie","876","3"
"Seona","876","3"
"Sianna","876","3"
"Siena","876","3"
"Sile","876","3"
"Sonya","876","3"
"Susanna","876","3"
"Sylwia","876","3"
"Vivian","876","3"
"Whitney","876","3"
"Yasmina","876","3"
"Zoja","876","3"
"Aila","876","3"
"Ailidh","876","3"
"Alena","876","3"
"Allegra","876","3"
"Amarachi","876","3"
"Ariel","876","3"
"Arwa","876","3"
"Arwyn","876","3"
"Ashlynn","876","3"
"Aubrey","876","3"
"Ayra","876","3"
"Aysha","876","3"
"Bea","876","3"
"Beaux","876","3"
"Betty","876","3"
"Brea","876","3"
"Claudine","876","3"
"Constance","876","3"
"Crea","876","3"
"Croi","876","3"
"Daisy-mae","876","3"
"Dania","876","3"
"Einin","876","3"
"Elayna","876","3"
"Eleni","876","3"
"Elianna","876","3"
"Elif","876","3"
"Elliana","876","3"
"Ellie-ann","876","3"
"Elora","876","3"
"Emanuelle","876","3"
"Ester","876","3"
"Fraya","876","3"
"Indianna","876","3"
"Isis","876","3"
"Jaida","876","3"
"Justyna","876","3"
"Kaelyn","876","3"
"Kamilla","876","3"
"Karly","876","3"
"Kathy","876","3"
"Khadijah","876","3"
"Kieva","876","3"
"Kristen","876","3"
"Ksenia","876","3"
"Kyah","876","3"
"Layah","876","3"
"Liadain","876","3"
"Lilly mae","876","3"
"Lilymay","876","3"
"Liza","876","3"
"Maiya","876","3"
"Malika","876","3"
"Marcela","876","3"
"Marcella","876","3"
"Mckenzie","876","3"
"Melina","876","3"
"Mia-lilly","876","3"
"Mina","876","3"
"Miranda","876","3"
"Mona","876","3"
"Muirne","876","3"
"Nan","876","3"
"Nel","876","3"
"Niah","876","3"
"Nisha","876","3"
"Noirin","876","3"
"Noreen","876","3"
"Phoenix","876","3"
"Poppi","876","3"
"Poppie","876","3"
"Raneem","876","3"
"Raya","876","3"
"Roxana","876","3"
"Santana","876","3"
"Saorise","876","3"
"Seoda","876","3"
"Serah","876","3"
"Shianne","876","3"
"Tessie","876","3"
"Tillie","876","3"
"Timea","876","3"
"Cataleya","876","3"
"Aaradhya","876","3"
"Aiya","876","3"
"Alayah","876","3"
"Ayanna","876","3"
"Ciadhla","876","3"
"Dubheasa","876","3"
"Eabhaoin","876","3"
"Fatumata","876","3"
"Gwendolyn","876","3"
"Inesa","876","3"
"Johana","876","3"
"Jumana","876","3"
"Khaya","876","3"
"Marielle","876","3"
"Meryl","876","3"
"Nataly","876","3"
"Raminta","876","3"
"Rioghnach","876","3"
"Szonja","876","3"
"Vayda","876","3"
"Zlata","876","3"
