"Name","Rank","Number of Births"
"Hana","491","8"
"Kimberley","491","8"
"Livia","491","8"
"Michalina","491","8"
"Selena","491","8"
"Elodie","491","8"
"Kylie","491","8"
"Mackenzie","491","8"
"Norah","491","8"
"Olive","491","8"
"Adrianna","491","8"
"Aifric","491","8"
"Arabella","491","8"
"Aubree","491","8"
"Bianka","491","8"
"Ella Mae","491","8"
"Lilianna","491","8"
"Macey","491","8"
"Macie","491","8"
"Macy","491","8"
"Maddie","491","8"
"Miley","491","8"
"Nela","491","8"
"Rebeca","491","8"
"Sianna","491","8"
"Skyler","491","8"
"Tilly","491","8"
"Violet","491","8"
"Edel","540","7"
"Linda","540","7"
"Kasey","540","7"
"Esther","540","7"
"Meghan","540","7"
"Mischa","540","7"
"Veronica","540","7"
"Alisa","540","7"
"Enya","540","7"
"Mariam","540","7"
"Caoilfhionn","540","7"
"Ema","540","7"
"Kimberly","540","7"
"Monika","540","7"
"Seren","540","7"
"Tamara","540","7"
"Ugne","540","7"
"Reiltin","540","7"
"Goda","540","7"
"Iga","540","7"
"Karla","540","7"
"Leigha","540","7"
"Lili","540","7"
"Amina","540","7"
"Anita","540","7"
"Carmen","540","7"
"Darci","540","7"
"Giulia","540","7"
"Lilian","540","7"
"Roksana","540","7"
"Viktorija","540","7"
"Aurelia","540","7"
"Belle","540","7"
"Farah","540","7"
"Kallie","540","7"
"Adela","540","7"
"Anabelle","540","7"
"Caoileann","540","7"
"Eibhlin","540","7"
"Ella-Rose","540","7"
"Georgie","540","7"
"Kalina","540","7"
"Laylah","540","7"
"Lily Mae","540","7"
"Melody","540","7"
"Shreya","540","7"
"Tulisa","540","7"
"Aislinn","587","6"
"Lorna","587","6"
"Paulina","587","6"
"Eilish","587","6"
"Suzanne","587","6"
"Clare","587","6"
"Orlagh","587","6"
"Aleesha","587","6"
"Caoilainn","587","6"
"Kiara","587","6"
"Precious","587","6"
"Ayesha","587","6"
"Dayna","587","6"
"Myah","587","6"
"Rosemary","587","6"
"Zainab","587","6"
"Iona","587","6"
"Luna","587","6"
"Orna","587","6"
"Thea","587","6"
"Christine","587","6"
"Colleen","587","6"
"Eile","587","6"
"Kaitlin","587","6"
"Mabel","587","6"
"Mai","587","6"
"Simona","587","6"
"Veronika","587","6"
"Aliya","587","6"
"Crystal","587","6"
"Eilis","587","6"
"Neala","587","6"
"Paris","587","6"
"Romy","587","6"
"Anabel","587","6"
"Carley","587","6"
"Dervla","587","6"
"Elyse","587","6"
"Ewa","587","6"
"Liadh","587","6"
"Lila","587","6"
"Eirinn","587","6"
"Estelle","587","6"
"Liadan","587","6"
"Marianne","587","6"
"Amelija","587","6"
"Arya","587","6"
"Cailin","587","6"
"Camille","587","6"
"Charlee","587","6"
"Ella Rose","587","6"
"Guste","587","6"
"Inaaya","587","6"
"Inga","587","6"
"Jewel","587","6"
"Lamar","587","6"
"Liana","587","6"
"Lilah","587","6"
"Lily Rose","587","6"
"Lily-Mae","587","6"
"Lucja","587","6"
"Lyra","587","6"
"Malak","587","6"
"Noor","587","6"
"Reeva","587","6"
"Rhona","587","6"
"Rosalie","587","6"
"Saorlaith","587","6"
"Seoidin","587","6"
"Siomha","587","6"
"Susanna","587","6"
"Tina","587","6"
"Vilte","587","6"
"Karen","660","5"
"Sharon","660","5"
"Favour","660","5"
"Leyla","660","5"
"Rebekah","660","5"
"Cleo","660","5"
"Noelle","660","5"
"Tianna","660","5"
"Valerie","660","5"
"Julianne","660","5"
"Kristina","660","5"
"Olga","660","5"
"Britney","660","5"
"Divine","660","5"
"Mary-Kate","660","5"
"Morgan","660","5"
"Aobha","660","5"
"Mary Kate","660","5"
"Miya","660","5"
"Saorla","660","5"
"Aoise","660","5"
"Billie","660","5"
"Joyce","660","5"
"Marissa","660","5"
"Tiana","660","5"
"Alva","660","5"
"Anya","660","5"
"Destiny","660","5"
"Eilidh","660","5"
"Ellie-May","660","5"
"Emelie","660","5"
"Emmanuella","660","5"
"Leia","660","5"
"Rebeka","660","5"
"Sabina","660","5"
"Zahra","660","5"
"Alina","660","5"
"Alma","660","5"
"Anastasija","660","5"
"Andreja","660","5"
"Annabell","660","5"
"Bobbi","660","5"
"Ellie-Mai","660","5"
"Elva","660","5"
"Khadija","660","5"
"Lois","660","5"
"Luiza","660","5"
"Matylda","660","5"
"Agnes","660","5"
"Aibhlinn","660","5"
"Aiza","660","5"
"Alba","660","5"
"Amara","660","5"
"Amaya","660","5"
"Amelia-Rose","660","5"
"Aniela","660","5"
"Arisha","660","5"
"Ariya","660","5"
"Ayda","660","5"
"Camilla","660","5"
"Cheyanne","660","5"
"Croiadh","660","5"
"Dearbhaile","660","5"
"Drew","660","5"
"Emma Jane","660","5"
"Emme","660","5"
"Fay","660","5"
"Ide","660","5"
"Joni","660","5"
"Kaiya","660","5"
"Kendall","660","5"
"Luisne","660","5"
"Luka","660","5"
"Marcelina","660","5"
"Melisa","660","5"
"Mia-Lily","660","5"
"Petra","660","5"
"Quinn","660","5"
"Raluca","660","5"
"Salma","660","5"
"Saule","660","5"
"Shayla","660","5"
"Soraya","660","5"
"Suzanna","660","5"
"Whitney","660","5"
"Yana","660","5"
"Meadbh","660","5"
"Kim","747","4"
"Deirdre","747","4"
"Joanne","747","4"
"Kamila","747","4"
"Toni","747","4"
"Caitriona","747","4"
"Isobelle","747","4"
"Keisha","747","4"
"Kerry","747","4"
"Martina","747","4"
"Miriam","747","4"
"Shakira","747","4"
"Shonagh","747","4"
"Alanah","747","4"
"Diane","747","4"
"Katelynn","747","4"
"Zarah","747","4"
"Amie","747","4"
"Bronwyn","747","4"
"Maura","747","4"
"Meg","747","4"
"Renee","747","4"
"Abbigail","747","4"
"Aoileann","747","4"
"Austeja","747","4"
"Brigid","747","4"
"Cayla","747","4"
"Katrina","747","4"
"Sian","747","4"
"Sylvia","747","4"
"Tanya","747","4"
"Theresa","747","4"
"Aleena","747","4"
"Alysha","747","4"
"Cassandra","747","4"
"Chiara","747","4"
"Eryn","747","4"
"Fern","747","4"
"Yvonne","747","4"
"Alise","747","4"
"Anais","747","4"
"Carolina","747","4"
"Haley","747","4"
"Honor","747","4"
"Jada","747","4"
"Lile","747","4"
"Selina","747","4"
"Vakare","747","4"
"Amalia","747","4"
"Bethan","747","4"
"Brona","747","4"
"Ella-Mai","747","4"
"Etain","747","4"
"Gaia","747","4"
"Isobella","747","4"
"Lorena","747","4"
"Lyndsey","747","4"
"Maureen","747","4"
"Adah","747","4"
"Agatha","747","4"
"Aiste","747","4"
"Aleksa","747","4"
"Alexi","747","4"
"Anna Mae","747","4"
"Anna-May","747","4"
"Avery","747","4"
"Ayah","747","4"
"Barbara","747","4"
"Beau","747","4"
"Bernice","747","4"
"Candice","747","4"
"Carlie","747","4"
"Chanel","747","4"
"Cheyenne","747","4"
"Cindy","747","4"
"Daina","747","4"
"Daire","747","4"
"Dia","747","4"
"Dina","747","4"
"Dorothy","747","4"
"Eala","747","4"
"Eliska","747","4"
"Ella-May","747","4"
"Ellie-Rose","747","4"
"Emily-Jane","747","4"
"Eppie","747","4"
"Felicity","747","4"
"Frankie","747","4"
"Hafsa","747","4"
"Haylee","747","4"
"Inaya","747","4"
"Izabelle","747","4"
"Jocelyn","747","4"
"Josie","747","4"
"Kaia","747","4"
"Kyna","747","4"
"Kyrah","747","4"
"Laina","747","4"
"Larisa","747","4"
"Leni","747","4"
"Lily-Mai","747","4"
"Liwia","747","4"
"Liya","747","4"
"Lizzie","747","4"
"Luca","747","4"
"Luisa","747","4"
"Marika","747","4"
"Marlena","747","4"
"Mary ann","747","4"
"Melania","747","4"
"Miah","747","4"
"Migle","747","4"
"Milla","747","4"
"Nicol","747","4"
"Nur","747","4"
"Pixie","747","4"
"Quin","747","4"
"Ramona","747","4"
"Reagan","747","4"
"Realtin","747","4"
"Riah","747","4"
"Riley","747","4"
"Rochelle","747","4"
"Rowan","747","4"
"Roxy","747","4"
"Rubi","747","4"
"Ryleigh","747","4"
"Safia","747","4"
"Sandy","747","4"
"Sibeal","747","4"
"Siena","747","4"
"Skyla","747","4"
"Smilte","747","4"
"Sonya","747","4"
"Syeda","747","4"
"Sylwia","747","4"
"Talia","747","4"
"Teja","747","4"
"Thalia","747","4"
"Theodora","747","4"
"Tola","747","4"
"Ula","747","4"
"Urszula","747","4"
"Urte","747","4"
"Valentina","747","4"
"Vivien","747","4"
"Zoja","747","4"
"Kirsten","894","3"
"Kerri","894","3"
"Jemma","894","3"
"Kathlyn","894","3"
"Simone","894","3"
"Susan","894","3"
"Ashleigh","894","3"
"Blessing","894","3"
"Brid","894","3"
"Dawn","894","3"
"Sive","894","3"
"Aibhe","894","3"
"Greta","894","3"
"Madeline","894","3"
"Sarah-Jane","894","3"
"Donna","894","3"
"Maire","894","3"
"Noemi","894","3"
"Saidbh","894","3"
"Ashlee","894","3"
"Bernadette","894","3"
"Breanna","894","3"
"Dara","894","3"
"Isabell","894","3"
"Leonie","894","3"
"Lorraine","894","3"
"Sheena","894","3"
"Valeria","894","3"
"Celine","894","3"
"Denise","894","3"
"Judy","894","3"
"Monica","894","3"
"Nelly","894","3"
"Rita","894","3"
"Abigale","894","3"
"Aela","894","3"
"Ceola","894","3"
"Deimante","894","3"
"Lina","894","3"
"Regan","894","3"
"Sarah Jane","894","3"
"Sofie","894","3"
"Tanisha","894","3"
"Therese","894","3"
"Yusra","894","3"
"Aleisha","894","3"
"Eire","894","3"
"Elisabeth","894","3"
"Geraldine","894","3"
"Gianna","894","3"
"Gina","894","3"
"Joan","894","3"
"Keri","894","3"
"Kirsty","894","3"
"Micheala","894","3"
"Neha","894","3"
"Olwyn","894","3"
"Tatiana","894","3"
"Wendy","894","3"
"Yu","894","3"
"Ailis","894","3"
"Alaa","894","3"
"Alaina","894","3"
"Alessandra","894","3"
"Alix","894","3"
"Annmarie","894","3"
"Asha","894","3"
"Astrid","894","3"
"Auguste","894","3"
"Bebhinn","894","3"
"Bria","894","3"
"Cecilia","894","3"
"Charli","894","3"
"Enrika","894","3"
"Eunice","894","3"
"Hailie","894","3"
"Isadora","894","3"
"Izzy","894","3"
"Marian","894","3"
"Adelaide","894","3"
"Adina","894","3"
"Aditi","894","3"
"Alayna","894","3"
"Aleeah","894","3"
"Aleigha","894","3"
"Alia","894","3"
"Alisia","894","3"
"Amaia","894","3"
"Ameera","894","3"
"Amelia-Mae","894","3"
"Amirah","894","3"
"Anisha","894","3"
"Annabeth","894","3"
"Annaliese","894","3"
"AnnaRose","894","3"
"Anna-Rose","894","3"
"Anu","894","3"
"Areesha","894","3"
"Asia","894","3"
"Ava-Marie","894","3"
"Averie","894","3"
"Azra","894","3"
"Bailee","894","3"
"Barbora","894","3"
"Blanca","894","3"
"Breda","894","3"
"Bree","894","3"
"Bridie","894","3"
"Cali","894","3"
"Carleigh","894","3"
"Cassidy","894","3"
"Celeste","894","3"
"Celia","894","3"
"Chinelo","894","3"
"Cianna","894","3"
"Cuileann","894","3"
"Dakota","894","3"
"Deanna","894","3"
"Debora","894","3"
"Dolly","894","3"
"Dorota","894","3"
"Eithne","894","3"
"Ela","894","3"
"Elia","894","3"
"Elija","894","3"
"Elin","894","3"
"Elizaveta","894","3"
"Ella May","894","3"
"Ella-Mae","894","3"
"Ellie May","894","3"
"Elliemay","894","3"
"Elly","894","3"
"Emeli","894","3"
"Emi","894","3"
"Emily-May","894","3"
"Erynn","894","3"
"Eshaal","894","3"
"Eshal","894","3"
"Etaoin","894","3"
"Fae","894","3"
"Feile","894","3"
"Felicia","894","3"
"Gaja","894","3"
"Gerda","894","3"
"Hala","894","3"
"Hanora","894","3"
"Harley","894","3"
"Harlow","894","3"
"Ina","894","3"
"Indie-Rose","894","3"
"Indy","894","3"
"Ingrid","894","3"
"Isa","894","3"
"Isabela","894","3"
"Isha","894","3"
"Izabel","894","3"
"Izabele","894","3"
"Jannat","894","3"
"Jasmina","894","3"
"Juste","894","3"
"Kaila","894","3"
"Karlee","894","3"
"Karlie","894","3"
"Katerina","894","3"
"Katie-Ann","894","3"
"Kaycee","894","3"
"Kaylie","894","3"
"Kila","894","3"
"Laci","894","3"
"Lanah","894","3"
"Leena","894","3"
"Lela","894","3"
"Lilla","894","3"
"Lillianna","894","3"
"Lilly-Rose","894","3"
"Lilyann","894","3"
"Lily-Ann","894","3"
"Liz","894","3"
"Madelyn","894","3"
"Madisyn","894","3"
"Maira","894","3"
"Maizie","894","3"
"Malwina","894","3"
"Manuela","894","3"
"Mara","894","3"
"Marguerita","894","3"
"Marley","894","3"
"Marnie","894","3"
"Mary Jane","894","3"
"Matilde","894","3"
"Maxine","894","3"
"Megija","894","3"
"Meja","894","3"
"Melanija","894","3"
"Mija","894","3"
"Minnie","894","3"
"Moira","894","3"
"Molly Mae","894","3"
"Molly-Mae","894","3"
"Muire","894","3"
"Neidin","894","3"
"Nika","894","3"
"Noinin","894","3"
"Orlaigh","894","3"
"Paloma","894","3"
"Peig","894","3"
"Perla","894","3"
"Peyton","894","3"
"Raisa","894","3"
"Reidin","894","3"
"Roberta","894","3"
"Rosemarie","894","3"
"Rozalia","894","3"
"Ruby Rose","894","3"
"Rumaisa","894","3"
"Rusne","894","3"
"Safa","894","3"
"Saidhbh","894","3"
"Saskia","894","3"
"Savanah","894","3"
"Savina","894","3"
"Seona","894","3"
"Sheila","894","3"
"Shi","894","3"
"Sile","894","3"
"Sreya","894","3"
"Susie","894","3"
"Sydney","894","3"
"Sylvie","894","3"
"Tamsin","894","3"
"Teaghan","894","3"
"Tierna","894","3"
"Timeea","894","3"
"Treasa","894","3"
"Vicky","894","3"
"Vivian","894","3"
"Yasmina","894","3"
"Yi Xin","894","3"
"Zion","894","3"
"Zuzana","894","3"
