"Name","Rank","Number of Births"
"Kayleigh","170","32"
"Sinead","170","32"
"Bridget","170","32"
"Keeva","170","32"
"Maia","170","32"
"Lillie","170","32"
"Margaret","176","31"
"Tess","176","31"
"Elise","176","31"
"Amelie","179","30"
"Nadia","179","30"
"Alyssa","181","29"
"Skye","181","29"
"Alexa","181","29"
"Darcie","181","29"
"Jade","185","28"
"Beth","185","28"
"Catherine","187","27"
"Naomi","187","27"
"Carla","187","27"
"Faith","187","27"
"Caragh","187","27"
"Helena","187","27"
"Thea","187","27"
"Elodie","187","27"
"Alex","195","26"
"Maggie","195","26"
"Summer","195","26"
"Hailey","195","26"
"Indie","195","26"
"Taylor","200","25"
"Alisha","200","25"
"Lana","200","25"
"Riley","200","25"
"Gabriela","204","24"
"Maebh","204","24"
"Gracie","204","24"
"Pola","204","24"
"Jodie","208","23"
"Claire","208","23"
"Cassie","208","23"
"Una","208","23"
"Savannah","208","23"
"Ayla","208","23"
"Nancy","208","23"
"Callie","208","23"
"Lottie","208","23"
"Shannon","217","22"
"Michelle","217","22"
"Vanessa","217","22"
"Wiktoria","217","22"
"Kathleen","217","22"
"Riona","217","22"
"Lydia","217","22"
"Kara","217","22"
"Stella","217","22"
"Eloise","217","22"
"Arya","217","22"
"Kaitlyn","228","21"
"Aaliyah","228","21"
"Ana","228","21"
"Roise","228","21"
"Penelope","228","21"
"Maci","228","21"
"Priya","228","21"
"Siomha","228","21"
"Abby","236","20"
"Louise","236","20"
"Emer","236","20"
"Fatima","236","20"
"Juliet","236","20"
"Lexie","236","20"
"Allie","236","20"
"Rosa","236","20"
"Robin","236","20"
"Lillian","236","20"
"Maddie","236","20"
"Aideen","247","19"
"Natalie","247","19"
"Lia","247","19"
"Neasa","247","19"
"Annabel","247","19"
"Nell","247","19"
"Klara","247","19"
"Grainne","254","18"
"Oliwia","254","18"
"Sorcha","254","18"
"Tori","254","18"
"Ali","254","18"
"Siobhan","254","18"
"Casey","254","18"
"Sasha","254","18"
"Helen","254","18"
"Lea","254","18"
"Kyra","254","18"
"Leila","254","18"
"Cadhla","254","18"
"Mae","254","18"
"Annalise","254","18"
"Saibh","254","18"
"Alexis","254","18"
"Eden","254","18"
"Edith","254","18"
"Gemma","273","17"
"Erica","273","17"
"Rhea","273","17"
"Ria","273","17"
"Nessa","273","17"
"Aisha","273","17"
"Aoibh","273","17"
"Scarlett","273","17"
"Arianna","273","17"
"Anastasia","273","17"
"Darcey","273","17"
"Gabriella","273","17"
"Hallie","273","17"
"Emmie","273","17"
"Tilly","273","17"
"Fiona","288","16"
"Nicola","288","16"
"Andrea","288","16"
"Gabrielle","288","16"
"Moya","288","16"
"Aleksandra","288","16"
"Martha","288","16"
"Beibhinn","288","16"
"Charlie","288","16"
"Pearl","288","16"
"Farrah","288","16"
"Luna","288","16"
"Nevaeh","288","16"
"Frankie","288","16"
"Heather","302","15"
"Kelsey","302","15"
"Karolina","302","15"
"Teagan","302","15"
"Carly","302","15"
"Ally","302","15"
"Sadbh","302","15"
"Edie","302","15"
"Lyla","302","15"
"Maryam","302","15"
"Eliana","302","15"
"Mackenzie","302","15"
"Arabella","302","15"
"Maisy","302","15"
"Melissa","316","14"
"Libby","316","14"
"Katherine","316","14"
"Nikola","316","14"
"Diana","316","14"
"Tia","316","14"
"Daria","316","14"
"Melanie","316","14"
"Beatrice","316","14"
"Emilie","316","14"
"Imogen","316","14"
"Madeline","316","14"
"Bianca","316","14"
"Hana","316","14"
"Livia","316","14"
"Antonia","316","14"
"Aurora","316","14"
"Juno","316","14"
"Skylar","316","14"
"Keelin","335","13"
"Martyna","335","13"
"Claudia","335","13"
"Cliona","335","13"
"Patricia","335","13"
"Joanna","335","13"
"Bethany","335","13"
"Blaithin","335","13"
"Esther","335","13"
"Tessa","335","13"
"Francesca","335","13"
"Louisa","335","13"
"Nia","335","13"
"Ema","335","13"
"Teresa","335","13"
"Connie","335","13"
"Saorla","335","13"
"Aileen","335","13"
"Kornelia","335","13"
"Izabela","335","13"
"Maddison","335","13"
"Croiadh","335","13"
"Nela","335","13"
"Piper","335","13"
"Leona","359","12"
"Abi","359","12"
"Shona","359","12"
"Julie","359","12"
"Jenna","359","12"
"Cliodhna","359","12"
"Kacey","359","12"
"Sally","359","12"
"Charley","359","12"
"Miriam","359","12"
"Madeleine","359","12"
"Antonina","359","12"
"Milena","359","12"
"Jessie","359","12"
"Addison","359","12"
"Amira","359","12"
"Iris","359","12"
"Kaya","359","12"
"Polly","359","12"
"Eilis","359","12"
"Ewa","359","12"
"Harriet","359","12"
"Liadh","359","12"
"Avery","359","12"
"Ayda","359","12"
"Bailey","359","12"
"Bianka","359","12"
"Harley","359","12"
"Khloe","359","12"
"Skyler","359","12"
"Violet","359","12"
"Danielle","390","11"
"Lisa","390","11"
"Alana","390","11"
"Keira","390","11"
"Brianna","390","11"
"Bronagh","390","11"
"Elle","390","11"
"Alesha","390","11"
"Laila","390","11"
"Klaudia","390","11"
"Emilija","390","11"
"Cleo","390","11"
"Iseult","390","11"
"Makayla","390","11"
"Eireann","390","11"
"Neala","390","11"
"Carmen","390","11"
"Kaja","390","11"
"Milana","390","11"
"Norah","390","11"
"Olive","390","11"
"Farah","390","11"
"Matylda","390","11"
"Anabelle","390","11"
"Blanka","390","11"
"Quinn","390","11"
"Sofija","390","11"
"Valentina","390","11"
"Margot","390","11"
"Kelly","419","10"
"Abbey","419","10"
"Ashley","419","10"
"Amanda","419","10"
"Samantha","419","10"
"Karina","419","10"
"Meghan","419","10"
"Tiffany","419","10"
"Greta","419","10"
"Ayesha","419","10"
"Alexia","419","10"
"Mai","419","10"
"Miya","419","10"
"Rita","419","10"
"Aida","419","10"
"Emelia","419","10"
"Kitty","419","10"
"Lila","419","10"
"Zahra","419","10"
"Alina","419","10"
"Adelina","419","10"
"Alba","419","10"
"Eibhlin","419","10"
"Kaia","419","10"
"Seoidin","419","10"
"Vivien","419","10"
"Anaya","419","10"
"Meadow","419","10"
"Pennie","419","10"
"Angel","448","9"
"Yasmin","448","9"
"Marie","448","9"
"Daniella","448","9"
"Carrie","448","9"
"Erika","448","9"
"Serena","448","9"
"Jenny","448","9"
"Anne","448","9"
"Eileen","448","9"
"Gabriele","448","9"
"Lauryn","448","9"
"Magdalena","448","9"
"Vivienne","448","9"
"Kyla","448","9"
"Mary-Kate","448","9"
"Hope","448","9"
"Kacie","448","9"
"Michalina","448","9"
"Selena","448","9"
"Elaina","448","9"
"Bobbi","448","9"
"Leja","448","9"
"Mara","448","9"
"Sonia","448","9"
"Mariana","448","9"
"Nova","448","9"
"Rylee","448","9"
"Stephanie","476","8"
"Christina","476","8"
"Dearbhla","476","8"
"Eadaoin","476","8"
"Keela","476","8"
"Meadhbh","476","8"
"Linda","476","8"
"Ailish","476","8"
"Joy","476","8"
"Andreea","476","8"
"Kaci","476","8"
"Mikayla","476","8"
"Evelina","476","8"
"Myah","476","8"
"Adele","476","8"
"Mabel","476","8"
"Nelly","476","8"
"Reiltin","476","8"
"Billie","476","8"
"Iga","476","8"
"Joyce","476","8"
"Kinga","476","8"
"Regan","476","8"
"Giulia","476","8"
"Kylie","476","8"
"Leia","476","8"
"Rosanna","476","8"
"Audrey","476","8"
"Aurelia","476","8"
"Belle","476","8"
"Ieva","476","8"
"Kourtney","476","8"
"Lily-Mae","476","8"
"Reeva","476","8"
"Saorlaith","476","8"
"Viktoria","476","8"
"Aibhin","476","8"
"Bea","476","8"
"Esmae","476","8"
"Blathnaid","515","7"
"Ann","515","7"
"Jorja","515","7"
"Kiera","515","7"
"Sandra","515","7"
"Lucie","515","7"
"Mairead","515","7"
"Patrycja","515","7"
"Kasey","515","7"
"Lorna","515","7"
"Paulina","515","7"
"Caitriona","515","7"
"Dominika","515","7"
"Alisa","515","7"
"Clare","515","7"
"Enya","515","7"
"Mariam","515","7"
"Marta","515","7"
"Angela","515","7"
"Halle","515","7"
"Dayna","515","7"
"Seren","515","7"
"Tamara","515","7"
"Aliyah","515","7"
"Aoileann","515","7"
"Jana","515","7"
"Kali","515","7"
"Kira","515","7"
"Philomena","515","7"
"Theresa","515","7"
"Veronika","515","7"
"Crystal","515","7"
"Eryn","515","7"
"Julianna","515","7"
"Lina","515","7"
"Anais","515","7"
"Darci","515","7"
"Delia","515","7"
"Fodhla","515","7"
"Jagoda","515","7"
"Lily-Rose","515","7"
"Samira","515","7"
"May","515","7"
"Alesia","515","7"
"Allison","515","7"
"Alma","515","7"
"Autumn","515","7"
"Eirinn","515","7"
"Aibhlinn","515","7"
"Alia","515","7"
"Aubree","515","7"
"Beau","515","7"
"Eala","515","7"
"Harlow","515","7"
"Ide","515","7"
"Indi","515","7"
"Joni","515","7"
"Kaiya","515","7"
"Kendall","515","7"
"Kenzie","515","7"
"Lilianna","515","7"
"Luka","515","7"
"Macie","515","7"
"Marcelina","515","7"
"Rebeca","515","7"
"Esmee","515","7"
"Mckenzie","515","7"
"Nel","515","7"
"Zoya","515","7"
"Tuiren","515","7"
"Chelsea","585","6"
"Edel","585","6"
"Elisha","585","6"
"Caroline","585","6"
"Gabija","585","6"
"Demi","585","6"
"Simone","585","6"
"Susan","585","6"
"Caoilinn","585","6"
"Ashleigh","585","6"
"Jamie","585","6"
"Orlagh","585","6"
"Johanna","585","6"
"Shonagh","585","6"
"Winnie","585","6"
"Genevieve","585","6"
"Kimberly","585","6"
"Laragh","585","6"
"Rosemary","585","6"
"Elisa","585","6"
"Izabella","585","6"
"Milly","585","6"
"Gloria","585","6"
"Sylvia","585","6"
"Tanya","585","6"
"Aleena","585","6"
"Aliya","585","6"
"Estera","585","6"
"Georgina","585","6"
"Kadie","585","6"
"Amina","585","6"
"Cait","585","6"
"Ellie-May","585","6"
"Honor","585","6"
"Kaylee","585","6"
"Rebeka","585","6"
"Aedin","585","6"
"Anastazja","585","6"
"Bebhinn","585","6"
"Etain","585","6"
"Izzy","585","6"
"Khadija","585","6"
"Amelia-Rose","585","6"
"Barbara","585","6"
"Camille","585","6"
"Caoileann","585","6"
"Croia","585","6"
"Dakota","585","6"
"Elia","585","6"
"Ella-Rose","585","6"
"Emmy","585","6"
"Georgie","585","6"
"Lacie","585","6"
"Macy","585","6"
"Melody","585","6"
"Pixie","585","6"
"Realtin","585","6"
"Rozalia","585","6"
"Teja","585","6"
"Vilte","585","6"
"Vivian","585","6"
"Avah","585","6"
"Ava-rose","585","6"
"Constance","585","6"
"Einin","585","6"
"Elora","585","6"
"Emmeline","585","6"
"Kady","585","6"
"Kyah","585","6"
"Liadain","585","6"
"Maisey","585","6"
"Marianna","585","6"
"Mina","585","6"
"Roxanne","585","6"
"Santanna","585","6"
"Wren","585","6"
"Rachael","661","5"
"Nadine","661","5"
"Tegan","661","5"
"Chantelle","661","5"
"Avril","661","5"
"Jill","661","5"
"Rihanna","661","5"
"Kamile","661","5"
"Josephine","661","5"
"Caitlyn","661","5"
"Jemma","661","5"
"Joanne","661","5"
"Isobelle","661","5"
"Jasmin","661","5"
"Brid","661","5"
"Stacey","661","5"
"Daniela","661","5"
"Precious","661","5"
"Tianna","661","5"
"Alexandria","661","5"
"Katelynn","661","5"
"Noemi","661","5"
"Zainab","661","5"
"Dara","661","5"
"Iona","661","5"
"Morgan","661","5"
"Agata","661","5"
"Jess","661","5"
"Judy","661","5"
"Katrina","661","5"
"Mary Kate","661","5"
"Monica","661","5"
"Paula","661","5"
"Aela","661","5"
"Elsa","661","5"
"Judith","661","5"
"Romy","661","5"
"Alessia","661","5"
"Carley","661","5"
"Lainey","661","5"
"Abigael","661","5"
"Aifric","661","5"
"Astrid","661","5"
"Cecilia","661","5"
"Katarzyna","661","5"
"Agnes","661","5"
"Amara","661","5"
"Ariya","661","5"
"Arwen","661","5"
"Barbora","661","5"
"Cailin","661","5"
"Cali","661","5"
"Cassidy","661","5"
"Daire","661","5"
"Elija","661","5"
"Ella Rose","661","5"
"Felicity","661","5"
"Liana","661","5"
"Lily Rose","661","5"
"Marley","661","5"
"Miah","661","5"
"Minnie","661","5"
"Nika","661","5"
"Rhona","661","5"
"Sile","661","5"
"Talia","661","5"
"Urszula","661","5"
"Adalynn","661","5"
"Adeline","661","5"
"Aubrey","661","5"
"Cadence","661","5"
"Elysia","661","5"
"Erinn","661","5"
"Fatimah","661","5"
"Jayda","661","5"
"Laya","661","5"
"Liepa","661","5"
"Liza","661","5"
"Mira","661","5"
"Oonagh","661","5"
"Philippa","661","5"
"Raya","661","5"
"Riya","661","5"
"Sana","661","5"
"Shirley","661","5"
"Zosia","661","5"
"Ellie Rose","661","5"
"Ferne","661","5"
"River","661","5"
"Leanne","750","4"
"Courtney","750","4"
"Karen","750","4"
"Ashling","750","4"
"Weronika","750","4"
"Sabrina","750","4"
"Aislinn","750","4"
"Favour","750","4"
"Veronica","750","4"
"Blessing","750","4"
"Leyla","750","4"
"Sive","750","4"
"Angelina","750","4"
"Caoilfhionn","750","4"
"Cerys","750","4"
"Adriana","750","4"
"Samanta","750","4"
"Sarah-Jane","750","4"
"Valerie","750","4"
"Julianne","750","4"
"Olga","750","4"
"Zarah","750","4"
"Isabell","750","4"
"Sheena","750","4"
"Austeja","750","4"
"Cayla","750","4"
"Elaine","750","4"
"Hayleigh","750","4"
"Kaitlin","750","4"
"Aya","750","4"
"Cassandra","750","4"
"Goda","750","4"
"Tiana","750","4"
"Alise","750","4"
"Alva","750","4"
"Cate","750","4"
"Elisabeth","750","4"
"Elyse","750","4"
"Geraldine","750","4"
"Gianna","750","4"
"Lilian","750","4"
"Sabina","750","4"
"Selina","750","4"
"Tabitha","750","4"
"Viktorija","750","4"
"Winifred","750","4"
"Adrija","750","4"
"Alaina","750","4"
"Aliza","750","4"
"Amalia","750","4"
"Bria","750","4"
"Charli","750","4"
"Ellie-Mai","750","4"
"Gaia","750","4"
"Lilia","750","4"
"Amelija","750","4"
"Carlie","750","4"
"Elly","750","4"
"Fae","750","4"
"Inga","750","4"
"Laylah","750","4"
"Lilah","750","4"
"Liz","750","4"
"Lucja","750","4"
"Luisne","750","4"
"Melisa","750","4"
"Noor","750","4"
"Peyton","750","4"
"Reagan","750","4"
"Reidin","750","4"
"Rowan","750","4"
"Sibeal","750","4"
"Thalia","750","4"
"Alena","750","4"
"Anabia","750","4"
"Ariah","750","4"
"Arianne","750","4"
"Ariella","750","4"
"Asiya","750","4"
"Blake","750","4"
"Briella","750","4"
"Caelyn","750","4"
"Carys","750","4"
"Darla","750","4"
"Delilah","750","4"
"Eila","750","4"
"Elisabeta","750","4"
"Ellis","750","4"
"Evana","750","4"
"Evanne","750","4"
"Haniya","750","4"
"Indigo","750","4"
"Jayde","750","4"
"Kaelyn","750","4"
"Leen","750","4"
"Lily-May","750","4"
"Liv","750","4"
"Lori","750","4"
"Melita","750","4"
"Myra","750","4"
"Nella","750","4"
"Ola","750","4"
"Rahma","750","4"
"Sama","750","4"
"Scarlet","750","4"
"Serah","750","4"
"Shanaya","750","4"
"Sheenagh","750","4"
"Sierra","750","4"
"Silvia","750","4"
"Stefania","750","4"
"Yara","750","4"
"Remi","750","4"
"Everly","750","4"
"Adaline","750","4"
"Ayana","750","4"
"Layan","750","4"
"Naya","750","4"
"Natasha","868","3"
"Kellie","868","3"
"Shania","868","3"
"Mischa","868","3"
"Pia","868","3"
"Kathryn","868","3"
"Rebekah","868","3"
"Caoilainn","868","3"
"Aibhe","868","3"
"Kiara","868","3"
"Maire","868","3"
"Leonie","868","3"
"Teegan","868","3"
"Christine","868","3"
"Kendra","868","3"
"Aoise","868","3"
"Cynthia","868","3"
"Denisa","868","3"
"Elizabete","868","3"
"Kimberley","868","3"
"Lili","868","3"
"Marissa","868","3"
"Shayna","868","3"
"Sofie","868","3"
"Yvonne","868","3"
"Aleisha","868","3"
"Anita","868","3"
"Anya","868","3"
"Ashlyn","868","3"
"Camelia","868","3"
"Carolina","868","3"
"Dervla","868","3"
"Destiny","868","3"
"Dora","868","3"
"Eilidh","868","3"
"Emelie","868","3"
"Emmanuella","868","3"
"Gwen","868","3"
"Irene","868","3"
"Maud","868","3"
"Tatiana","868","3"
"Yu","868","3"
"Adrianna","868","3"
"Ailise","868","3"
"Annabell","868","3"
"Annmarie","868","3"
"Auguste","868","3"
"Cody","868","3"
"Elva","868","3"
"Evangeline","868","3"
"Evanna","868","3"
"Honey","868","3"
"Kallie","868","3"
"Lavinia","868","3"
"Liadan","868","3"
"Lidia","868","3"
"Lily May","868","3"
"Luiza","868","3"
"Marianne","868","3"
"Adela","868","3"
"Adelaide","868","3"
"Agatha","868","3"
"Aiza","868","3"
"Amirah","868","3"
"Aniela","868","3"
"Anu","868","3"
"Cianna","868","3"
"Dorothy","868","3"
"Ela","868","3"
"Eliska","868","3"
"Ella-Mae","868","3"
"Ellie May","868","3"
"Ellie-Mae","868","3"
"Emme","868","3"
"Eshaal","868","3"
"Feile","868","3"
"Guste","868","3"
"Haylee","868","3"
"Inaaya","868","3"
"Inaya","868","3"
"Ines","868","3"
"Jocelyn","868","3"
"Kalina","868","3"
"Karlie","868","3"
"Katie-Ann","868","3"
"Luisa","868","3"
"Macey","868","3"
"Migle","868","3"
"Moira","868","3"
"Molly-Mae","868","3"
"Noinin","868","3"
"Quin","868","3"
"Riah","868","3"
"Roberta","868","3"
"Ryleigh","868","3"
"Saskia","868","3"
"Saule","868","3"
"Siena","868","3"
"Sydney","868","3"
"Tierna","868","3"
"Tina","868","3"
"Tola","868","3"
"Yana","868","3"
"Zoja","868","3"
"Aibhilin","868","3"
"Alya","868","3"
"Alyssia","868","3"
"Amelia-Lily","868","3"
"Aminah","868","3"
"Anastacia","868","3"
"Anna Rose","868","3"
"Annabella","868","3"
"Blair","868","3"
"Bridin","868","3"
"Brogan","868","3"
"Bushra","868","3"
"Ciana","868","3"
"Cici","868","3"
"Crea","868","3"
"Daisy-mae","868","3"
"Dania","868","3"
"Danni","868","3"
"Doroteja","868","3"
"Emie","868","3"
"Emilee","868","3"
"Esmay","868","3"
"Fleur","868","3"
"Flora","868","3"
"Halima","868","3"
"Hira","868","3"
"Ida","868","3"
"Ilinca","868","3"
"Jaida","868","3"
"Jules","868","3"
"June","868","3"
"Kassie","868","3"
"Keila","868","3"
"Krystal","868","3"
"Lacey-Mae","868","3"
"Laurie","868","3"
"Lexi-Mae","868","3"
"Lilien","868","3"
"Lilyana","868","3"
"Linnea","868","3"
"Luciana","868","3"
"Lucille","868","3"
"Lynn","868","3"
"Maedhbh","868","3"
"Manha","868","3"
"Margarita","868","3"
"Marni","868","3"
"Mary-Jane","868","3"
"Marykate","868","3"
"Meadbh","868","3"
"Melani","868","3"
"Meta","868","3"
"Milita","868","3"
"Minha","868","3"
"Myla","868","3"
"Neela","868","3"
"Nellie","868","3"
"Noreen","868","3"
"Ornaith","868","3"
"Pauline","868","3"
"Phoenix","868","3"
"Poppie","868","3"
"Radha","868","3"
"Rahela","868","3"
"Rayna","868","3"
"Remy","868","3"
"Riadh","868","3"
"Rionagh","868","3"
"Rosaleen","868","3"
"Rosha","868","3"
"Shelly","868","3"
"Tilda","868","3"
"Tillie","868","3"
"Trudie","868","3"
"Zi","868","3"
"Noa","868","3"
"Faela","868","3"
"Ellie mae","868","3"
"Nainsi","868","3"
"Eabhaoin","868","3"
"Lora","868","3"
"Zelda","868","3"
"Aizah","868","3"
"Bella Rose","868","3"
"Dominyka","868","3"
"Effie","868","3"
"Elara","868","3"
"Faya","868","3"
"Hamna","868","3"
"Harlee","868","3"
"Hoorain","868","3"
"Juniper","868","3"
"Kiaya","868","3"
"Lacey-May","868","3"
"Madara","868","3"
"Molly-Mai","868","3"
"Paisley","868","3"
"Penni","868","3"
"Rea","868","3"
"Sam","868","3"
"Tea","868","3"
"Tosia","868","3"
