"Name","Rank","Number of Births"
"Diarmuid","171","37"
"Szymon","171","37"
"Aodhan","171","37"
"Rowan","174","36"
"Reece","175","35"
"Keelan","175","35"
"Jay","175","35"
"Marcus","175","35"
"Timothy","175","35"
"Milo","175","35"
"Tadgh","181","33"
"Harley","181","33"
"Kaiden","181","33"
"Simon","184","32"
"Paddy","184","32"
"Caolan","184","32"
"Eanna","184","32"
"Fiachra","184","32"
"Elliott","184","32"
"Calum","190","31"
"Jordan","190","31"
"Lukas","190","31"
"Kieran","193","30"
"Patryk","193","30"
"Dillon","193","30"
"Mateusz","193","30"
"Donal","193","30"
"Jude","193","30"
"Elliot","193","30"
"Maksymilian","193","30"
"Elijah","193","30"
"Aleksander","193","30"
"Connor","203","29"
"Shea","203","29"
"Julian","203","29"
"Carter","203","29"
"Iarlaith","203","29"
"Dawid","208","28"
"Oskar","208","28"
"Mikolaj","208","28"
"Jesse","208","28"
"Toby","208","28"
"Dominic","208","28"
"Franciszek","208","28"
"Brendan","215","27"
"Zac","215","27"
"Dan","215","27"
"Louie","215","27"
"Olly","215","27"
"Daragh","220","26"
"Colin","220","26"
"Gearoid","220","26"
"Donagh","220","26"
"Maximilian","220","26"
"Iarla","220","26"
"Lennon","226","25"
"Jonah","226","25"
"Ruben","226","25"
"Natan","226","25"
"Theodore","226","25"
"Olivier","231","24"
"Johnny","231","24"
"Robbie","231","24"
"Sonny","231","24"
"Jackson","231","24"
"Caiden","231","24"
"Owen","237","23"
"Declan","237","23"
"Morgan","237","23"
"Matas","237","23"
"Ruadhan","237","23"
"Francis","237","23"
"Will","237","23"
"Aiden","237","23"
"Damian","237","23"
"Michal","246","22"
"Nicolas","246","22"
"Devin","246","22"
"Ted","246","22"
"Fabian","246","22"
"Casey","246","22"
"Hayden","252","21"
"Igor","252","21"
"Cooper","252","21"
"Ewan","255","20"
"Victor","255","20"
"Robin","255","20"
"Cayden","255","20"
"Steven","259","19"
"Ivan","259","19"
"Mikey","259","19"
"Davin","259","19"
"Oliwier","259","19"
"Milan","259","19"
"Tymon","259","19"
"Parker","259","19"
"Barry","267","18"
"Donncha","267","18"
"Noel","267","18"
"Conn","267","18"
"Padraic","267","18"
"Frank","267","18"
"Nikodem","267","18"
"Austin","267","18"
"Aron","267","18"
"Cuan","267","18"
"Hubert","267","18"
"Malachy","267","18"
"Paidi","267","18"
"Riain","280","17"
"Vincent","280","17"
"Bartosz","280","17"
"Felix","280","17"
"Myles","280","17"
"Caelan","280","17"
"Craig","286","16"
"Shaun","286","16"
"Euan","286","16"
"Bailey","286","16"
"Conan","286","16"
"Roan","286","16"
"Mohammed","286","16"
"Warren","286","16"
"Kealan","286","16"
"Erik","286","16"
"Albert","286","16"
"Sean Og","286","16"
"Levi","286","16"
"Matteo","286","16"
"Dexter","286","16"
"Jace","286","16"
"Marc","302","15"
"Bryan","302","15"
"Emmet","302","15"
"Ian","302","15"
"Neil","302","15"
"Pearse","302","15"
"Ali","302","15"
"Ashton","302","15"
"Donnchadh","302","15"
"Jaden","302","15"
"Jimmy","302","15"
"Milosz","302","15"
"Karl","314","14"
"Eamon","314","14"
"Joel","314","14"
"Lochlann","314","14"
"Rocco","314","14"
"Karol","314","14"
"Callan","314","14"
"Borys","314","14"
"Hunter","314","14"
"Braxton","314","14"
"Carson","314","14"
"Justin","325","13"
"Bernard","325","13"
"Emmanuel","325","13"
"Mohammad","325","13"
"Conal","325","13"
"Brooklyn","325","13"
"Ahmed","325","13"
"Alexandru","325","13"
"Mohamed","325","13"
"Wiktor","325","13"
"Jeremy","325","13"
"Cole","325","13"
"Krystian","325","13"
"Leonardo","325","13"
"Nathaniel","325","13"
"Nojus","325","13"
"Daryl","325","13"
"Tomasz","325","13"
"Xavier","325","13"
"Kaylum","325","13"
"Ruan","325","13"
"Ezra","325","13"
"Keith","347","12"
"Tiarnan","347","12"
"Troy","347","12"
"Pawel","347","12"
"Laurence","347","12"
"Ibrahim","347","12"
"Abel","347","12"
"Benas","347","12"
"Peadar","347","12"
"Maximus","347","12"
"Elias","347","12"
"Viktor","347","12"
"Alfred","347","12"
"Emmett","347","12"
"Jasper","347","12"
"Jaxon","347","12"
"Mateo","347","12"
"Damien","364","11"
"Aran","364","11"
"Maciej","364","11"
"Stefan","364","11"
"Marco","364","11"
"Bill","364","11"
"Kajus","364","11"
"Abdullah","364","11"
"Tobias","364","11"
"Rayan","364","11"
"Caden","364","11"
"Cullen","364","11"
"Ellis","364","11"
"Matei","364","11"
"Arlo","364","11"
"Brogan","364","11"
"Jaxson","364","11"
"Teddy","364","11"
"Glen","382","10"
"Naoise","382","10"
"Roy","382","10"
"Ultan","382","10"
"Andrei","382","10"
"Jim","382","10"
"Maksim","382","10"
"Eddie","382","10"
"Gareth","382","10"
"Piotr","382","10"
"Stanislaw","382","10"
"Eryk","382","10"
"Jonas","382","10"
"Olaf","382","10"
"Amir","382","10"
"Rafael","382","10"
"Raul","382","10"
"Seth","382","10"
"Tymoteusz","382","10"
"Dawson","382","10"
"Bogdan","382","10"
"Gary","403","9"
"Pierce","403","9"
"Raymond","403","9"
"Tony","403","9"
"Zak","403","9"
"Nikita","403","9"
"Fionnan","403","9"
"Rossa","403","9"
"Andy","403","9"
"Kuba","403","9"
"Wojciech","403","9"
"Beau","403","9"
"Dominykas","403","9"
"Aedan","403","9"
"Kallum","403","9"
"Nataniel","403","9"
"Kyron","403","9"
"Tommie","403","9"
"Barra","403","9"
"Darryl","403","9"
"Domas","403","9"
"Omar","403","9"
"Jayce","403","9"
"Odin","403","9"
"Avery","403","9"
"Kamil","428","8"
"Fintan","428","8"
"Kane","428","8"
"Carl","428","8"
"Jeremiah","428","8"
"Jerry","428","8"
"Tim","428","8"
"Fionan","428","8"
"Cory","428","8"
"Pauric","428","8"
"Saul","428","8"
"Diarmaid","428","8"
"Darius","428","8"
"Dion","428","8"
"Keegan","428","8"
"Krzysztof","428","8"
"Roman","428","8"
"Artur","428","8"
"Larry","428","8"
"Leonard","428","8"
"Art","428","8"
"Emilis","428","8"
"Armandas","428","8"
"Con","428","8"
"Martynas","428","8"
"Aodan","428","8"
"Brayden","428","8"
"Kevinas","428","8"
"Lorenzo","428","8"
"Alec","428","8"
"Aronas","428","8"
"Finley","428","8"
"Dorian","428","8"
"Hughie","428","8"
"Ksawery","428","8"
"Layton","428","8"
"Oskaras","428","8"
"Spencer","428","8"
"Lenny","428","8"
"Marley","428","8"
"Eamonn","468","7"
"Derek","468","7"
"Preston","468","7"
"Ferdia","468","7"
"Olan","468","7"
"Fergal","468","7"
"Deividas","468","7"
"Maurice","468","7"
"Mike","468","7"
"Ned","468","7"
"Abdul","468","7"
"Jeffrey","468","7"
"Marcin","468","7"
"Ajay","468","7"
"Byron","468","7"
"Domhnall","468","7"
"Matt","468","7"
"Terence","468","7"
"Danielius","468","7"
"Dwayne","468","7"
"Feilim","468","7"
"Finbarr","468","7"
"Jaiden","468","7"
"Samson","468","7"
"Taidgh","468","7"
"Dovydas","468","7"
"Eden","468","7"
"Lachlan","468","7"
"Orin","468","7"
"Ralph","468","7"
"Culann","468","7"
"Dante","468","7"
"Faolan","468","7"
"Fletcher","468","7"
"Lochlan","468","7"
"Mannix","468","7"
"Markas","468","7"
"Zayn","468","7"
"Arijus","468","7"
"Cruz","468","7"
"Luka","508","6"
"Desmond","508","6"
"Diego","508","6"
"Gregory","508","6"
"Antonio","508","6"
"Markuss","508","6"
"Zachariah","508","6"
"Devon","508","6"
"Frederick","508","6"
"Finian","508","6"
"Maxwell","508","6"
"Ayaan","508","6"
"Edmund","508","6"
"Jody","508","6"
"Seosamh","508","6"
"Solomon","508","6"
"Cain","508","6"
"Jerome","508","6"
"Kristian","508","6"
"Kylan","508","6"
"Luis","508","6"
"Roberts","508","6"
"Bruno","508","6"
"Denzel","508","6"
"Isaiah","508","6"
"Rohan","508","6"
"Tajus","508","6"
"Finnian","508","6"
"Brodie","508","6"
"Bruce","508","6"
"Douglas","508","6"
"Gustas","508","6"
"Levente","508","6"
"Maison","508","6"
"Nikolas","508","6"
"Patrik","508","6"
"Ray","508","6"
"Seimi","508","6"
"Steve","508","6"
"Tobiasz","508","6"
"Majus","508","6"
"Remy","508","6"
"Clayton","550","5"
"Wayne","550","5"
"Dermot","550","5"
"Graham","550","5"
"Maxim","550","5"
"Mario","550","5"
"Kelvin","550","5"
"Emil","550","5"
"Hamza","550","5"
"Kaylem","550","5"
"Kornel","550","5"
"Rokas","550","5"
"Charley","550","5"
"Cal","550","5"
"Kaden","550","5"
"Russell","550","5"
"Sami","550","5"
"Aryan","550","5"
"Kaleb","550","5"
"Marko","550","5"
"Rioghan","550","5"
"Roberto","550","5"
"Cohen","550","5"
"Dale","550","5"
"Johan","550","5"
"Kade","550","5"
"Paraic","550","5"
"Sammy","550","5"
"Walter","550","5"
"Yusuf","550","5"
"Zane","550","5"
"Blaise","550","5"
"Fiach","550","5"
"Alessio","550","5"
"Bradan","550","5"
"Colton","550","5"
"Darach","550","5"
"Jokubas","550","5"
"Koby","550","5"
"Kye","550","5"
"Leyton","550","5"
"Omer","550","5"
"Paudie","550","5"
"Richie","550","5"
"Rodrigo","550","5"
"Yousef","550","5"
"Caeden","550","5"
"Deacon","550","5"
"Donovan","550","5"
"Emre","550","5"
"Finbar","550","5"
"Kaelan","550","5"
"Loughlin","550","5"
"Maidhc","550","5"
"Mantas","550","5"
"Mathias","550","5"
"Pablo","550","5"
"Rayyan","550","5"
"Otto","550","5"
"Taylor","609","4"
"Enda","609","4"
"Shayne","609","4"
"Travis","609","4"
"Prince","609","4"
"Finlay","609","4"
"Feidhlim","609","4"
"Kilian","609","4"
"Chris","609","4"
"Eugene","609","4"
"Ahmad","609","4"
"Phillip","609","4"
"Terry","609","4"
"Daniels","609","4"
"Jared","609","4"
"Syed","609","4"
"Aleks","609","4"
"Anton","609","4"
"Christy","609","4"
"Jacek","609","4"
"Jayson","609","4"
"Kalvin","609","4"
"Konrad","609","4"
"Kyran","609","4"
"Quinn","609","4"
"Rio","609","4"
"Wyatt","609","4"
"Axel","609","4"
"Bilal","609","4"
"Culainn","609","4"
"Jaydon","609","4"
"Kailum","609","4"
"Khalid","609","4"
"Kurt","609","4"
"Lochlainn","609","4"
"Maitiu","609","4"
"Manus","609","4"
"Pavel","609","4"
"Quin","609","4"
"Timmy","609","4"
"Xander","609","4"
"Alistair","609","4"
"Arman","609","4"
"Asher","609","4"
"Bernie","609","4"
"Domantas","609","4"
"Erick","609","4"
"Ezekiel","609","4"
"Jakob","609","4"
"Jeff","609","4"
"Aarav","609","4"
"Arjun","609","4"
"Ayden","609","4"
"Bobbie","609","4"
"Bodhi","609","4"
"Boris","609","4"
"Brax","609","4"
"Chase","609","4"
"Edvinas","609","4"
"Enzo","609","4"
"Jai","609","4"
"Jaydan","609","4"
"Karim","609","4"
"Kirill","609","4"
"Matthias","609","4"
"Maximillian","609","4"
"Mylo","609","4"
"Rionn","609","4"
"Romeo","609","4"
"Rua","609","4"
"Samir","609","4"
"Stanley","609","4"
"Tj","609","4"
"Zain","609","4"
"Zakaria","609","4"
"Adamas","609","4"
"Arda","609","4"
"Ayman","609","4"
"Cadan","609","4"
"Caelum","609","4"
"Coleman","609","4"
"Herkus","609","4"
"Israel","609","4"
"Jj","609","4"
"Kingsley","609","4"
"Kristofers","609","4"
"Lloyd","609","4"
"Mairtin","609","4"
"Marks","609","4"
"Nikolai","609","4"
"Rhian","609","4"
"Willie","609","4"
"Yahya","609","4"
"Albie","609","4"
"Antoine","609","4"
"Atas","609","4"
"Coen","609","4"
"Eliott","609","4"
"Grayson","609","4"
"Ignacy","609","4"
"Marcell","609","4"
"Olivers","609","4"
"Ruadh","609","4"
"Skyler","609","4"
"Vihaan","609","4"
"Winston","609","4"
"Mathew","715","3"
"Kenneth","715","3"
"Derry","715","3"
"Ruaidhri","715","3"
"Finnan","715","3"
"Lukasz","715","3"
"Cornelius","715","3"
"Cristian","715","3"
"Marcos","715","3"
"Pedro","715","3"
"Seanan","715","3"
"Trevor","715","3"
"Yu","715","3"
"Andreas","715","3"
"Iosif","715","3"
"Kenzie","715","3"
"Stuart","715","3"
"Arran","715","3"
"Dominick","715","3"
"Keenan","715","3"
"Raphael","715","3"
"Ricky","715","3"
"Arturs","715","3"
"Brady","715","3"
"Eimhin","715","3"
"Erikas","715","3"
"Felim","715","3"
"Fynn","715","3"
"Hassan","715","3"
"Lennox","715","3"
"Marek","715","3"
"Mustafa","715","3"
"Neal","715","3"
"Pranav","715","3"
"Tariq","715","3"
"Alessandro","715","3"
"Angelo","715","3"
"Blazej","715","3"
"Cahir","715","3"
"Chulainn","715","3"
"Dallan","715","3"
"Evin","715","3"
"Francesco","715","3"
"Gerald","715","3"
"Ignas","715","3"
"Isa","715","3"
"John Paul","715","3"
"Juan","715","3"
"Kajetan","715","3"
"King","715","3"
"Maksym","715","3"
"Muiris","715","3"
"Rehan","715","3"
"Zayd","715","3"
"Adrians","715","3"
"Alejandro","715","3"
"Arminas","715","3"
"Benedict","715","3"
"Codie","715","3"
"Cyprian","715","3"
"Felipe","715","3"
"Franklin","715","3"
"Godwin","715","3"
"Hao","715","3"
"Jamal","715","3"
"Adomas","715","3"
"Alexey","715","3"
"Artyom","715","3"
"Ayan","715","3"
"Bentley","715","3"
"Caomhan","715","3"
"Casper","715","3"
"Coby","715","3"
"Eduardo","715","3"
"Evanas","715","3"
"Feliks","715","3"
"Grzegorz","715","3"
"Kellan","715","3"
"Kristupas","715","3"
"Macdara","715","3"
"Malcolm","715","3"
"Matus","715","3"
"Miley","715","3"
"Paudi","715","3"
"Rylee","715","3"
"Seanie","715","3"
"Sebastien","715","3"
"Tommaso","715","3"
"Tommy-Lee","715","3"
"Yannis","715","3"
"Adnan","715","3"
"Cillin","715","3"
"Connie","715","3"
"Danas","715","3"
"Daniil","715","3"
"Daniyal","715","3"
"Darian","715","3"
"Edgar","715","3"
"Eyad","715","3"
"Faris","715","3"
"Greg","715","3"
"Imran","715","3"
"Jonathon","715","3"
"Josiah","715","3"
"Junior","715","3"
"Karson","715","3"
"Kenny","715","3"
"Marat","715","3"
"Marius","715","3"
"Marvin","715","3"
"Matias","715","3"
"Matthieu","715","3"
"Maxymilian","715","3"
"Mikie","715","3"
"Nate","715","3"
"Nico","715","3"
"Nigel","715","3"
"Ruarc","715","3"
"Rudy","715","3"
"Seamie","715","3"
"Setanta","715","3"
"Timotei","715","3"
"Vasile","715","3"
"Vilius","715","3"
"Wojtek","715","3"
"Yousif","715","3"
"Zhi","715","3"
"Aivaras","715","3"
"Archer","715","3"
"Aretas","715","3"
"Ariel","715","3"
"Armaan","715","3"
"Axl","715","3"
"Botond","715","3"
"Bram","715","3"
"Callaghan","715","3"
"Dougie","715","3"
"Eesa","715","3"
"Enrikas","715","3"
"Farhan","715","3"
"Henri","715","3"
"Huey","715","3"
"Hunor","715","3"
"Jordi","715","3"
"Kalan","715","3"
"Kaspian","715","3"
"Kayson","715","3"
"Koa","715","3"
"Loki","715","3"
"Mahdi","715","3"
"Mieszko","715","3"
"Nihal","715","3"
"Oskars","715","3"
"Reggie","715","3"
"Rico","715","3"
"Robertas","715","3"
"Sandro","715","3"
"Yu Xuan","715","3"
"Zackary","715","3"
