"Name","Rank","Number.of.Births","Gender","Year"
"Pippa",174,33,"Girl","2012"
"Andrea",180,32,"Girl","2012"
"Ali",180,32,"Girl","2012"
"Vanessa",180,32,"Girl","2012"
"Juliet",180,32,"Girl","2012"
"Grainne",184,31,"Girl","2012"
"Fiona",184,31,"Girl","2012"
"Cora",184,31,"Girl","2012"
"Martha",184,31,"Girl","2012"
"Danielle",188,30,"Girl","2012"
"Wiktoria",188,30,"Girl","2012"
"Faith",188,30,"Girl","2012"
"Libby",188,30,"Girl","2012"
"Emilija",188,30,"Girl","2012"
"Naoise",193,29,"Girl","2012"
"Aoibhin",193,29,"Girl","2012"
"Julie",193,29,"Girl","2012"
"Annabel",193,29,"Girl","2012"
"Fia",193,29,"Girl","2012"
"Milena",193,29,"Girl","2012"
"Lisa",199,28,"Girl","2012"
"Siobhan",199,28,"Girl","2012"
"Bronagh",199,28,"Girl","2012"
"Lydia",199,28,"Girl","2012"
"Alyssa",199,28,"Girl","2012"
"Maia",199,28,"Girl","2012"
"Bonnie",199,28,"Girl","2012"
"Pola",199,28,"Girl","2012"
"Mila",199,28,"Girl","2012"
"Emer",208,27,"Girl","2012"
"Kaitlyn",208,27,"Girl","2012"
"Phoebe",208,27,"Girl","2012"
"Skye",208,27,"Girl","2012"
"Penny",208,27,"Girl","2012"
"Nicola",213,26,"Girl","2012"
"Kelly",213,26,"Girl","2012"
"Jade",213,26,"Girl","2012"
"Bridget",213,26,"Girl","2012"
"Maggie",213,26,"Girl","2012"
"Alesha",213,26,"Girl","2012"
"Leila",213,26,"Girl","2012"
"Savannah",213,26,"Girl","2012"
"Keira",221,25,"Girl","2012"
"Kathleen",221,25,"Girl","2012"
"Christina",221,25,"Girl","2012"
"Elsie",221,25,"Girl","2012"
"Leona",225,24,"Girl","2012"
"Tori",225,24,"Girl","2012"
"Kelsey",225,24,"Girl","2012"
"Karolina",225,24,"Girl","2012"
"Tegan",225,24,"Girl","2012"
"Caragh",225,24,"Girl","2012"
"Carly",225,24,"Girl","2012"
"Darcy",225,24,"Girl","2012"
"Blaithin",225,24,"Girl","2012"
"Cassie",234,23,"Girl","2012"
"Sasha",234,23,"Girl","2012"
"Natalie",234,23,"Girl","2012"
"Louise",237,22,"Girl","2012"
"Martyna",237,22,"Girl","2012"
"Kyra",237,22,"Girl","2012"
"Neasa",237,22,"Girl","2012"
"Alexa",237,22,"Girl","2012"
"Roise",237,22,"Girl","2012"
"Callie",237,22,"Girl","2012"
"Erica",244,21,"Girl","2012"
"Riona",244,21,"Girl","2012"
"Aideen",244,21,"Girl","2012"
"Tia",244,21,"Girl","2012"
"Gabriella",244,21,"Girl","2012"
"Esme",244,21,"Girl","2012"
"Keelin",250,20,"Girl","2012"
"Rachael",250,20,"Girl","2012"
"Dearbhla",250,20,"Girl","2012"
"Aaliyah",250,20,"Girl","2012"
"Kara",250,20,"Girl","2012"
"Meadhbh",250,20,"Girl","2012"
"Samantha",250,20,"Girl","2012"
"Rhea",250,20,"Girl","2012"
"April",250,20,"Girl","2012"
"Allie",250,20,"Girl","2012"
"Nessa",250,20,"Girl","2012"
"Tess",250,20,"Girl","2012"
"Arianna",250,20,"Girl","2012"
"Hailey",250,20,"Girl","2012"
"Chelsea",264,19,"Girl","2012"
"Cliodhna",264,19,"Girl","2012"
"Yasmin",264,19,"Girl","2012"
"Amanda",264,19,"Girl","2012"
"Claudia",264,19,"Girl","2012"
"Nora",264,19,"Girl","2012"
"Diana",264,19,"Girl","2012"
"Caroline",264,19,"Girl","2012"
"Stella",264,19,"Girl","2012"
"Cadhla",264,19,"Girl","2012"
"Esther",264,19,"Girl","2012"
"Halle",264,19,"Girl","2012"
"Adele",264,19,"Girl","2012"
"Bianca",264,19,"Girl","2012"
"Maisy",264,19,"Girl","2012"
"Maci",264,19,"Girl","2012"
"Heather",280,18,"Girl","2012"
"Carla",280,18,"Girl","2012"
"Gabrielle",280,18,"Girl","2012"
"Siun",280,18,"Girl","2012"
"Joanna",280,18,"Girl","2012"
"Sally",280,18,"Girl","2012"
"Weronika",280,18,"Girl","2012"
"Ayla",280,18,"Girl","2012"
"Ria",280,18,"Girl","2012"
"Farrah",280,18,"Girl","2012"
"Nevaeh",280,18,"Girl","2012"
"Paula",280,18,"Girl","2012"
"Hallie",280,18,"Girl","2012"
"Ariana",280,18,"Girl","2012"
"Khloe",280,18,"Girl","2012"
"Alex",295,17,"Girl","2012"
"Stephanie",295,17,"Girl","2012"
"Brianna",295,17,"Girl","2012"
"Kacey",295,17,"Girl","2012"
"Fatima",295,17,"Girl","2012"
"Helen",295,17,"Girl","2012"
"Maebh",295,17,"Girl","2012"
"Ana",295,17,"Girl","2012"
"Laila",295,17,"Girl","2012"
"Sadbh",295,17,"Girl","2012"
"Klaudia",295,17,"Girl","2012"
"Marta",295,17,"Girl","2012"
"Scarlett",295,17,"Girl","2012"
"Lillian",295,17,"Girl","2012"
"Hope",295,17,"Girl","2012"
"Saorla",295,17,"Girl","2012"
"Elsa",295,17,"Girl","2012"
"Annalise",295,17,"Girl","2012"
"Kaja",295,17,"Girl","2012"
"Alexis",295,17,"Girl","2012"
"Belle",295,17,"Girl","2012"
"Viktoria",295,17,"Girl","2012"
"Leanne",317,16,"Girl","2012"
"Shona",317,16,"Girl","2012"
"Jenna",317,16,"Girl","2012"
"Eadaoin",317,16,"Girl","2012"
"Cliona",317,16,"Girl","2012"
"Helena",317,16,"Girl","2012"
"Ashling",317,16,"Girl","2012"
"Beibhinn",317,16,"Girl","2012"
"Lia",317,16,"Girl","2012"
"Sandra",317,16,"Girl","2012"
"Bethany",317,16,"Girl","2012"
"Lucie",317,16,"Girl","2012"
"Beatrice",317,16,"Girl","2012"
"Caoilainn",317,16,"Girl","2012"
"Louisa",317,16,"Girl","2012"
"Robin",317,16,"Girl","2012"
"Pearl",317,16,"Girl","2012"
"Makayla",317,16,"Girl","2012"
"Milly",317,16,"Girl","2012"
"Amira",317,16,"Girl","2012"
"Jodie",337,15,"Girl","2012"
"Natasha",337,15,"Girl","2012"
"Angel",337,15,"Girl","2012"
"Katherine",337,15,"Girl","2012"
"Chantelle",337,15,"Girl","2012"
"Charley",337,15,"Girl","2012"
"Karina",337,15,"Girl","2012"
"Gracie",337,15,"Girl","2012"
"Lauryn",337,15,"Girl","2012"
"Anastasia",337,15,"Girl","2012"
"Darcey",337,15,"Girl","2012"
"Vivienne",337,15,"Girl","2012"
"Jessie",337,15,"Girl","2012"
"Kitty",337,15,"Girl","2012"
"Milana",337,15,"Girl","2012"
"Maddison",337,15,"Girl","2012"
"Indie",337,15,"Girl","2012"
"Keeva",354,14,"Girl","2012"
"Keela",354,14,"Girl","2012"
"Daria",354,14,"Girl","2012"
"Kiera",354,14,"Girl","2012"
"Charlie",354,14,"Girl","2012"
"Joy",354,14,"Girl","2012"
"Patrycja",354,14,"Girl","2012"
"Aoibh",354,14,"Girl","2012"
"Adriana",354,14,"Girl","2012"
"Nancy",354,14,"Girl","2012"
"Teegan",354,14,"Girl","2012"
"Addison",354,14,"Girl","2012"
"Aliyah",354,14,"Girl","2012"
"Eilis",354,14,"Girl","2012"
"Cait",354,14,"Girl","2012"
"Eden",354,14,"Girl","2012"
"Darcie",354,14,"Girl","2012"
"Ashley",371,13,"Girl","2012"
"Blathnaid",371,13,"Girl","2012"
"Marie",371,13,"Girl","2012"
"Lea",371,13,"Girl","2012"
"Una",371,13,"Girl","2012"
"Rihanna",371,13,"Girl","2012"
"Daniella",371,13,"Girl","2012"
"Carrie",371,13,"Girl","2012"
"Ada",371,13,"Girl","2012"
"Laragh",371,13,"Girl","2012"
"Elisa",371,13,"Girl","2012"
"Agata",371,13,"Girl","2012"
"Kaitlin",371,13,"Girl","2012"
"Mae",371,13,"Girl","2012"
"Maryam",371,13,"Girl","2012"
"Goda",371,13,"Girl","2012"
"Iga",371,13,"Girl","2012"
"Antonia",371,13,"Girl","2012"
"Ivy",371,13,"Girl","2012"
"Lily-Rose",371,13,"Girl","2012"
"Edith",371,13,"Girl","2012"
"Alba",371,13,"Girl","2012"
"Blanka",371,13,"Girl","2012"
"Florence",371,13,"Girl","2012"
"Juno",371,13,"Girl","2012"
"Miah",371,13,"Girl","2012"
"Tilly",371,13,"Girl","2012"
"Patricia",398,12,"Girl","2012"
"Sharon",398,12,"Girl","2012"
"Ally",398,12,"Girl","2012"
"Erika",398,12,"Girl","2012"
"Emilie",398,12,"Girl","2012"
"Lillie",398,12,"Girl","2012"
"Katelynn",398,12,"Girl","2012"
"Teresa",398,12,"Girl","2012"
"Hayleigh",398,12,"Girl","2012"
"Kacie",398,12,"Girl","2012"
"Veronika",398,12,"Girl","2012"
"Jagoda",398,12,"Girl","2012"
"Kaylee",398,12,"Girl","2012"
"Arwen",398,12,"Girl","2012"
"Eibhlin",398,12,"Girl","2012"
"Harper",398,12,"Girl","2012"
"Courtney",414,11,"Girl","2012"
"Nikita",414,11,"Girl","2012"
"Demi",414,11,"Girl","2012"
"Mairead",414,11,"Girl","2012"
"Aisha",414,11,"Girl","2012"
"Tessa",414,11,"Girl","2012"
"Jamie",414,11,"Girl","2012"
"Angelina",414,11,"Girl","2012"
"Eloise",414,11,"Girl","2012"
"Gabriele",414,11,"Girl","2012"
"Greta",414,11,"Girl","2012"
"Evelina",414,11,"Girl","2012"
"Morgan",414,11,"Girl","2012"
"Cayla",414,11,"Girl","2012"
"Crystal",414,11,"Girl","2012"
"Kornelia",414,11,"Girl","2012"
"Anita",414,11,"Girl","2012"
"Lila",414,11,"Girl","2012"
"Norah",414,11,"Girl","2012"
"Alina",414,11,"Girl","2012"
"Emmie",414,11,"Girl","2012"
"Abi",435,10,"Girl","2012"
"Kellie",435,10,"Girl","2012"
"Kim",435,10,"Girl","2012"
"Elisha",435,10,"Girl","2012"
"Jorja",435,10,"Girl","2012"
"India",435,10,"Girl","2012"
"Kasey",435,10,"Girl","2012"
"Paulina",435,10,"Girl","2012"
"Caoilinn",435,10,"Girl","2012"
"Isobelle",435,10,"Girl","2012"
"Meghan",435,10,"Girl","2012"
"Leyla",435,10,"Girl","2012"
"Mariam",435,10,"Girl","2012"
"Orlagh",435,10,"Girl","2012"
"Kaci",435,10,"Girl","2012"
"Kiara",435,10,"Girl","2012"
"Magdalena",435,10,"Girl","2012"
"Nia",435,10,"Girl","2012"
"Julianne",435,10,"Girl","2012"
"Vanesa",435,10,"Girl","2012"
"Alexia",435,10,"Girl","2012"
"Seren",435,10,"Girl","2012"
"Thea",435,10,"Girl","2012"
"Austeja",435,10,"Girl","2012"
"Christine",435,10,"Girl","2012"
"Polly",435,10,"Girl","2012"
"Hana",435,10,"Girl","2012"
"Kinga",435,10,"Girl","2012"
"Darci",435,10,"Girl","2012"
"Ellie-May",435,10,"Girl","2012"
"Harriet",435,10,"Girl","2012"
"Lilian",435,10,"Girl","2012"
"Aurelia",435,10,"Girl","2012"
"Ellie-Mae",435,10,"Girl","2012"
"Emmy",435,10,"Girl","2012"
"Ieva",435,10,"Girl","2012"
"Lily-Mae",435,10,"Girl","2012"
"Sonia",435,10,"Girl","2012"
"Valentina",435,10,"Girl","2012"
"Keeley",474,9,"Girl","2012"
"Linda",474,9,"Girl","2012"
"Melanie",474,9,"Girl","2012"
"Yasmine",474,9,"Girl","2012"
"Caitlyn",474,9,"Girl","2012"
"Jemma",474,9,"Girl","2012"
"Serena",474,9,"Girl","2012"
"Brid",474,9,"Girl","2012"
"Imogen",474,9,"Girl","2012"
"Francesca",474,9,"Girl","2012"
"Kimberly",474,9,"Girl","2012"
"Nell",474,9,"Girl","2012"
"Zarah",474,9,"Girl","2012"
"Kyla",474,9,"Girl","2012"
"Orna",474,9,"Girl","2012"
"Connie",474,9,"Girl","2012"
"Iris",474,9,"Girl","2012"
"Klara",474,9,"Girl","2012"
"Mariah",474,9,"Girl","2012"
"Michalina",474,9,"Girl","2012"
"Alessia",474,9,"Girl","2012"
"Elodie",474,9,"Girl","2012"
"Emelia",474,9,"Girl","2012"
"Ewa",474,9,"Girl","2012"
"Savanna",474,9,"Girl","2012"
"Adrianna",474,9,"Girl","2012"
"Aifric",474,9,"Girl","2012"
"Anabelle",474,9,"Girl","2012"
"Aurora",474,9,"Girl","2012"
"Ayda",474,9,"Girl","2012"
"Frankie",474,9,"Girl","2012"
"Marika",474,9,"Girl","2012"
"Noor",474,9,"Girl","2012"
"Realtin",474,9,"Girl","2012"
"Urte",474,9,"Girl","2012"
"Lily-May",474,9,"Girl","2012"
"Nadine",510,8,"Girl","2012"
"Karen",510,8,"Girl","2012"
"Edel",510,8,"Girl","2012"
"Ann",510,8,"Girl","2012"
"Avril",510,8,"Girl","2012"
"Gabija",510,8,"Girl","2012"
"Jill",510,8,"Girl","2012"
"Elle",510,8,"Girl","2012"
"Kamile",510,8,"Girl","2012"
"Sabrina",510,8,"Girl","2012"
"Aislinn",510,8,"Girl","2012"
"Kamila",510,8,"Girl","2012"
"Caitriona",510,8,"Girl","2012"
"Dominika",510,8,"Girl","2012"
"Kathryn",510,8,"Girl","2012"
"Martina",510,8,"Girl","2012"
"Angela",510,8,"Girl","2012"
"Mikayla",510,8,"Girl","2012"
"Samanta",510,8,"Girl","2012"
"Tianna",510,8,"Girl","2012"
"Antonina",510,8,"Girl","2012"
"Donna",510,8,"Girl","2012"
"Ema",510,8,"Girl","2012"
"Myah",510,8,"Girl","2012"
"Olga",510,8,"Girl","2012"
"Jean",510,8,"Girl","2012"
"Ugne",510,8,"Girl","2012"
"Aobha",510,8,"Girl","2012"
"Kaya",510,8,"Girl","2012"
"Kelsie",510,8,"Girl","2012"
"Mai",510,8,"Girl","2012"
"Livia",510,8,"Girl","2012"
"Romy",510,8,"Girl","2012"
"Dervla",510,8,"Girl","2012"
"Izabela",510,8,"Girl","2012"
"Rebeka",510,8,"Girl","2012"
"Arabella",510,8,"Girl","2012"
"Eirinn",510,8,"Girl","2012"
"Farah",510,8,"Girl","2012"
"Aria",510,8,"Girl","2012"
"Guste",510,8,"Girl","2012"
"Lacie",510,8,"Girl","2012"
"Leja",510,8,"Girl","2012"
"Lily Rose",510,8,"Girl","2012"
"Siomha",510,8,"Girl","2012"
"Sofija",510,8,"Girl","2012"
"Tulisa",510,8,"Girl","2012"
"Brooklyn",510,8,"Girl","2012"
"Daniele",510,8,"Girl","2012"
"Shanice",510,8,"Girl","2012"
"Aishling",560,7,"Girl","2012"
"Ailish",560,7,"Girl","2012"
"Simone",560,7,"Girl","2012"
"Suzanne",560,7,"Girl","2012"
"Enya",560,7,"Girl","2012"
"Jenny",560,7,"Girl","2012"
"Miriam",560,7,"Girl","2012"
"Rosa",560,7,"Girl","2012"
"Anne",560,7,"Girl","2012"
"Madeleine",560,7,"Girl","2012"
"Shonagh",560,7,"Girl","2012"
"Tiffany",560,7,"Girl","2012"
"Aibhe",560,7,"Girl","2012"
"Daniela",560,7,"Girl","2012"
"Sarah-Jane",560,7,"Girl","2012"
"Iona",560,7,"Girl","2012"
"Izabella",560,7,"Girl","2012"
"Sheena",560,7,"Girl","2012"
"Colleen",560,7,"Girl","2012"
"Gloria",560,7,"Girl","2012"
"Nelly",560,7,"Girl","2012"
"Angelica",560,7,"Girl","2012"
"Billie",560,7,"Girl","2012"
"Ceola",560,7,"Girl","2012"
"Alise",560,7,"Girl","2012"
"Giulia",560,7,"Girl","2012"
"Lainey",560,7,"Girl","2012"
"Mackenzie",560,7,"Girl","2012"
"Mikaela",560,7,"Girl","2012"
"Penelope",560,7,"Girl","2012"
"Anastazja",560,7,"Girl","2012"
"Juliana",560,7,"Girl","2012"
"Kallie",560,7,"Girl","2012"
"Liadan",560,7,"Girl","2012"
"Bailey",560,7,"Girl","2012"
"Barbara",560,7,"Girl","2012"
"Camille",560,7,"Girl","2012"
"Ela",560,7,"Girl","2012"
"Ella-Rose",560,7,"Girl","2012"
"Georgie",560,7,"Girl","2012"
"Ide",560,7,"Girl","2012"
"Kenzie",560,7,"Girl","2012"
"Lilah",560,7,"Girl","2012"
"Lottie",560,7,"Girl","2012"
"Nicol",560,7,"Girl","2012"
"Priya",560,7,"Girl","2012"
"Riley",560,7,"Girl","2012"
"Teja",560,7,"Girl","2012"
"Vilte",560,7,"Girl","2012"
"Liepa",560,7,"Girl","2012"
"Philippa",560,7,"Girl","2012"
"Skylar",560,7,"Girl","2012"
"Kirsten",612,6,"Girl","2012"
"Shania",612,6,"Girl","2012"
"Lorna",612,6,"Girl","2012"
"Susan",612,6,"Girl","2012"
"Jasmin",612,6,"Girl","2012"
"Pia",612,6,"Girl","2012"
"Alisa",612,6,"Girl","2012"
"Andreea",612,6,"Girl","2012"
"Rebekah",612,6,"Girl","2012"
"Caoilfhionn",612,6,"Girl","2012"
"Cleo",612,6,"Girl","2012"
"Johanna",612,6,"Girl","2012"
"Iseult",612,6,"Girl","2012"
"Madeline",612,6,"Girl","2012"
"Noelle",612,6,"Girl","2012"
"Precious",612,6,"Girl","2012"
"Winnie",612,6,"Girl","2012"
"Alexandria",612,6,"Girl","2012"
"Ayesha",612,6,"Girl","2012"
"Kristina",612,6,"Girl","2012"
"Mary-Kate",612,6,"Girl","2012"
"Princess",612,6,"Girl","2012"
"Tamara",612,6,"Girl","2012"
"Denise",612,6,"Girl","2012"
"Elaine",612,6,"Girl","2012"
"Katrina",612,6,"Girl","2012"
"Lyla",612,6,"Girl","2012"
"Mabel",612,6,"Girl","2012"
"Mercy",612,6,"Girl","2012"
"Miya",612,6,"Girl","2012"
"Rita",612,6,"Girl","2012"
"Aya",612,6,"Girl","2012"
"Carmel",612,6,"Girl","2012"
"Georgina",612,6,"Girl","2012"
"Julianna",612,6,"Girl","2012"
"Kimberley",612,6,"Girl","2012"
"Tiana",612,6,"Girl","2012"
"Aleisha",612,6,"Girl","2012"
"Anya",612,6,"Girl","2012"
"Honor",612,6,"Girl","2012"
"Roksana",612,6,"Girl","2012"
"Saibh",612,6,"Girl","2012"
"Bebhinn",612,6,"Girl","2012"
"Izzy",612,6,"Girl","2012"
"Lidia",612,6,"Girl","2012"
"Alia",612,6,"Girl","2012"
"Avery",612,6,"Girl","2012"
"Bree",612,6,"Girl","2012"
"Camilla",612,6,"Girl","2012"
"Harley",612,6,"Girl","2012"
"Liya",612,6,"Girl","2012"
"Lucja",612,6,"Girl","2012"
"Macy",612,6,"Girl","2012"
"Marcelina",612,6,"Girl","2012"
"Quinn",612,6,"Girl","2012"
"Rebeca",612,6,"Girl","2012"
"Saorlaith",612,6,"Girl","2012"
"Sheila",612,6,"Girl","2012"
"Susanna",612,6,"Girl","2012"
"Susie",612,6,"Girl","2012"
"Coleen",612,6,"Girl","2012"
"Isibeal",612,6,"Girl","2012"
"Maisey",612,6,"Girl","2012"
"Milita",612,6,"Girl","2012"
"Yara",612,6,"Girl","2012"
"Kerri",677,5,"Girl","2012"
"Josephine",677,5,"Girl","2012"
"Keisha",677,5,"Girl","2012"
"Mischa",677,5,"Girl","2012"
"Sive",677,5,"Girl","2012"
"Aleesha",677,5,"Girl","2012"
"Cerys",677,5,"Girl","2012"
"Eileen",677,5,"Girl","2012"
"Jodi",677,5,"Girl","2012"
"Stacey",677,5,"Girl","2012"
"Cathy",677,5,"Girl","2012"
"Chanelle",677,5,"Girl","2012"
"Kayley",677,5,"Girl","2012"
"Valerie",677,5,"Girl","2012"
"Noemi",677,5,"Girl","2012"
"Rosemary",677,5,"Girl","2012"
"Zainab",677,5,"Girl","2012"
"Amie",677,5,"Girl","2012"
"Bernadette",677,5,"Girl","2012"
"Bronwyn",677,5,"Girl","2012"
"Dara",677,5,"Girl","2012"
"Edie",677,5,"Girl","2012"
"Fionnuala",677,5,"Girl","2012"
"Mary Kate",677,5,"Girl","2012"
"Sylvia",677,5,"Girl","2012"
"Teigan",677,5,"Girl","2012"
"Theresa",677,5,"Girl","2012"
"Aoibha",677,5,"Girl","2012"
"Chiara",677,5,"Girl","2012"
"Eryn",677,5,"Girl","2012"
"Karla",677,5,"Girl","2012"
"Lina",677,5,"Girl","2012"
"Neala",677,5,"Girl","2012"
"Selena",677,5,"Girl","2012"
"Sofie",677,5,"Girl","2012"
"Destiny",677,5,"Girl","2012"
"Elana",677,5,"Girl","2012"
"Joan",677,5,"Girl","2012"
"Lile",677,5,"Girl","2012"
"Sabina",677,5,"Girl","2012"
"Zahra",677,5,"Girl","2012"
"May",677,5,"Girl","2012"
"Aliza",677,5,"Girl","2012"
"Alma",677,5,"Girl","2012"
"Katarzyna",677,5,"Girl","2012"
"Khadija",677,5,"Girl","2012"
"Lois",677,5,"Girl","2012"
"Matylda",677,5,"Girl","2012"
"Adela",677,5,"Girl","2012"
"Adelina",677,5,"Girl","2012"
"Aibhlinn",677,5,"Girl","2012"
"Amaya",677,5,"Girl","2012"
"Anu",677,5,"Girl","2012"
"Arya",677,5,"Girl","2012"
"Beau",677,5,"Girl","2012"
"Candice",677,5,"Girl","2012"
"Daire",677,5,"Girl","2012"
"Kaia",677,5,"Girl","2012"
"Kaiya",677,5,"Girl","2012"
"Liana",677,5,"Girl","2012"
"Luka",677,5,"Girl","2012"
"Lyra",677,5,"Girl","2012"
"Mara",677,5,"Girl","2012"
"Melody",677,5,"Girl","2012"
"Nela",677,5,"Girl","2012"
"Noinin",677,5,"Girl","2012"
"Rowan",677,5,"Girl","2012"
"Roxy",677,5,"Girl","2012"
"Safia",677,5,"Girl","2012"
"Saule",677,5,"Girl","2012"
"Siena",677,5,"Girl","2012"
"Treasa",677,5,"Girl","2012"
"Allegra",677,5,"Girl","2012"
"Atene",677,5,"Girl","2012"
"Ava Rose",677,5,"Girl","2012"
"Aveen",677,5,"Girl","2012"
"Beatrix",677,5,"Girl","2012"
"Eibhin",677,5,"Girl","2012"
"Ellis",677,5,"Girl","2012"
"Emily-Rose",677,5,"Girl","2012"
"Ena",677,5,"Girl","2012"
"Fallon",677,5,"Girl","2012"
"Flora",677,5,"Girl","2012"
"Hareem",677,5,"Girl","2012"
"Jemima",677,5,"Girl","2012"
"Lua",677,5,"Girl","2012"
"Mckenzie",677,5,"Girl","2012"
"Miracle",677,5,"Girl","2012"
"Polina",677,5,"Girl","2012"
"Poppi",677,5,"Girl","2012"
"Silvia",677,5,"Girl","2012"
"Favour",768,4,"Girl","2012"
"Veronica",768,4,"Girl","2012"
"Ashleigh",768,4,"Girl","2012"
"Deborah",768,4,"Girl","2012"
"Alanah",768,4,"Girl","2012"
"Diane",768,4,"Girl","2012"
"Leanna",768,4,"Girl","2012"
"Maura",768,4,"Girl","2012"
"Sine",768,4,"Girl","2012"
"Valeria",768,4,"Girl","2012"
"Abaigeal",768,4,"Girl","2012"
"Kali",768,4,"Girl","2012"
"Philomena",768,4,"Girl","2012"
"Aleena",768,4,"Girl","2012"
"Alysha",768,4,"Girl","2012"
"Aobh",768,4,"Girl","2012"
"Deimante",768,4,"Girl","2012"
"Eireann",768,4,"Girl","2012"
"Estera",768,4,"Girl","2012"
"Fern",768,4,"Girl","2012"
"Joyce",768,4,"Girl","2012"
"Larissa",768,4,"Girl","2012"
"Leigha",768,4,"Girl","2012"
"Marina",768,4,"Girl","2012"
"Marissa",768,4,"Girl","2012"
"Regan",768,4,"Girl","2012"
"Therese",768,4,"Girl","2012"
"Xin",768,4,"Girl","2012"
"Carolina",768,4,"Girl","2012"
"Celina",768,4,"Girl","2012"
"Eilidh",768,4,"Girl","2012"
"Eliana",768,4,"Girl","2012"
"Elissa",768,4,"Girl","2012"
"Geraldine",768,4,"Girl","2012"
"Gwen",768,4,"Girl","2012"
"Haley",768,4,"Girl","2012"
"Irene",768,4,"Girl","2012"
"Kirsty",768,4,"Girl","2012"
"Leia",768,4,"Girl","2012"
"Liadh",768,4,"Girl","2012"
"Mella",768,4,"Girl","2012"
"Neha",768,4,"Girl","2012"
"Olive",768,4,"Girl","2012"
"Regina",768,4,"Girl","2012"
"Winifred",768,4,"Girl","2012"
"Ailise",768,4,"Girl","2012"
"Alesia",768,4,"Girl","2012"
"Ameila",768,4,"Girl","2012"
"Andreja",768,4,"Girl","2012"
"Annabell",768,4,"Girl","2012"
"Audrey",768,4,"Girl","2012"
"Auguste",768,4,"Girl","2012"
"Ella-Mai",768,4,"Girl","2012"
"Emile",768,4,"Girl","2012"
"Etain",768,4,"Girl","2012"
"Evangeline",768,4,"Girl","2012"
"Kiya",768,4,"Girl","2012"
"Lavinia",768,4,"Girl","2012"
"Lilia",768,4,"Girl","2012"
"Lorena",768,4,"Girl","2012"
"Makenzie",768,4,"Girl","2012"
"Aniela",768,4,"Girl","2012"
"Carlie",768,4,"Girl","2012"
"Croiadh",768,4,"Girl","2012"
"Elina",768,4,"Girl","2012"
"Eliska",768,4,"Girl","2012"
"Elizaveta",768,4,"Girl","2012"
"Emme",768,4,"Girl","2012"
"Hafsa",768,4,"Girl","2012"
"Harlow",768,4,"Girl","2012"
"Izabel",768,4,"Girl","2012"
"Jewel",768,4,"Girl","2012"
"Joni",768,4,"Girl","2012"
"Kalina",768,4,"Girl","2012"
"Laci",768,4,"Girl","2012"
"Leena",768,4,"Girl","2012"
"Lilianna",768,4,"Girl","2012"
"Lily-Mai",768,4,"Girl","2012"
"Macie",768,4,"Girl","2012"
"Maddie",768,4,"Girl","2012"
"Maizie",768,4,"Girl","2012"
"Malwina",768,4,"Girl","2012"
"Melisa",768,4,"Girl","2012"
"Mia-Lily",768,4,"Girl","2012"
"Mija",768,4,"Girl","2012"
"Nika",768,4,"Girl","2012"
"Peyton",768,4,"Girl","2012"
"Pixie",768,4,"Girl","2012"
"Rhona",768,4,"Girl","2012"
"Roberta",768,4,"Girl","2012"
"Rosalie",768,4,"Girl","2012"
"Salma",768,4,"Girl","2012"
"Seoidin",768,4,"Girl","2012"
"Skyler",768,4,"Girl","2012"
"Sonya",768,4,"Girl","2012"
"Suzanna",768,4,"Girl","2012"
"Violet",768,4,"Girl","2012"
"Vivien",768,4,"Girl","2012"
"Whitney",768,4,"Girl","2012"
"Aila",768,4,"Girl","2012"
"Andra",768,4,"Girl","2012"
"Annika",768,4,"Girl","2012"
"Apolonia",768,4,"Girl","2012"
"Beibhin",768,4,"Girl","2012"
"Brigita",768,4,"Girl","2012"
"Calleigh",768,4,"Girl","2012"
"Cariosa",768,4,"Girl","2012"
"Charleigh",768,4,"Girl","2012"
"Constance",768,4,"Girl","2012"
"Dania",768,4,"Girl","2012"
"Emaan",768,4,"Girl","2012"
"Emmeline",768,4,"Girl","2012"
"Evanne",768,4,"Girl","2012"
"Fleur",768,4,"Girl","2012"
"Jorgie",768,4,"Girl","2012"
"June",768,4,"Girl","2012"
"Keziah",768,4,"Girl","2012"
"Lucinda",768,4,"Girl","2012"
"Lynn",768,4,"Girl","2012"
"Marija",768,4,"Girl","2012"
"Meadow",768,4,"Girl","2012"
"Misha",768,4,"Girl","2012"
"Muirne",768,4,"Girl","2012"
"Neila",768,4,"Girl","2012"
"Nel",768,4,"Girl","2012"
"Piper",768,4,"Girl","2012"
"Radha",768,4,"Girl","2012"
"Roxanne",768,4,"Girl","2012"
"Suzie",768,4,"Girl","2012"
"Tabita",768,4,"Girl","2012"
"Taja",768,4,"Girl","2012"
"Tilda",768,4,"Girl","2012"
"Vesta",768,4,"Girl","2012"
"Viola",768,4,"Girl","2012"
"Xin Yu",768,4,"Girl","2012"
"Yazmin",768,4,"Girl","2012"
"Yu Xuan",768,4,"Girl","2012"
"Zoya",768,4,"Girl","2012"
"Zsofia",768,4,"Girl","2012"
"Rhianna",907,3,"Girl","2012"
"Joanne",907,3,"Girl","2012"
"Clare",907,3,"Girl","2012"
"Dawn",907,3,"Girl","2012"
"Shakira",907,3,"Girl","2012"
"Kerrie",907,3,"Girl","2012"
"Dayna",907,3,"Girl","2012"
"Genevieve",907,3,"Girl","2012"
"Katlyn",907,3,"Girl","2012"
