"Name","Rank","Number.of.Births","Gender","Year"
"Jack",1,1068,"Boy","2009"
"Sean",2,934,"Boy","2009"
"Daniel",3,842,"Boy","2009"
"Conor",4,776,"Boy","2009"
"James",5,711,"Boy","2009"
"Ryan",6,641,"Boy","2009"
"Adam",7,618,"Boy","2009"
"Alex",8,503,"Boy","2009"
"Luke",9,501,"Boy","2009"
"Michael",10,499,"Boy","2009"
"Dylan",11,480,"Boy","2009"
"Cian",12,469,"Boy","2009"
"Jamie",13,466,"Boy","2009"
"Darragh",14,465,"Boy","2009"
"Liam",15,457,"Boy","2009"
"Aaron",16,444,"Boy","2009"
"Oisin",17,423,"Boy","2009"
"Thomas",18,411,"Boy","2009"
"Patrick",19,399,"Boy","2009"
"Eoin",20,368,"Boy","2009"
"John",21,346,"Boy","2009"
"Cillian",21,346,"Boy","2009"
"Matthew",23,343,"Boy","2009"
"Evan",24,333,"Boy","2009"
"David",25,326,"Boy","2009"
"Ben",26,324,"Boy","2009"
"Charlie",27,312,"Boy","2009"
"Harry",28,305,"Boy","2009"
"Callum",29,301,"Boy","2009"
"Shane",30,260,"Boy","2009"
"Joshua",30,260,"Boy","2009"
"Nathan",32,253,"Boy","2009"
"Mark",33,250,"Boy","2009"
"Fionn",34,249,"Boy","2009"
"Jake",35,248,"Boy","2009"
"Joseph",36,247,"Boy","2009"
"Samuel",37,238,"Boy","2009"
"Ronan",38,225,"Boy","2009"
"Eoghan",39,223,"Boy","2009"
"Kyle",40,216,"Boy","2009"
"Noah",41,211,"Boy","2009"
"Tadhg",42,206,"Boy","2009"
"Sam",43,204,"Boy","2009"
"Robert",44,203,"Boy","2009"
"Ethan",45,200,"Boy","2009"
"Aidan",46,197,"Boy","2009"
"Cathal",47,195,"Boy","2009"
"Finn",48,187,"Boy","2009"
"Jayden",49,182,"Boy","2009"
"Alexander",50,179,"Boy","2009"
"Kevin",51,175,"Boy","2009"
"Rory",52,172,"Boy","2009"
"Leon",52,172,"Boy","2009"
"Ciaran",54,170,"Boy","2009"
"William",55,166,"Boy","2009"
"Max",56,164,"Boy","2009"
"Jakub",57,160,"Boy","2009"
"Andrew",58,159,"Boy","2009"
"Cormac",58,159,"Boy","2009"
"Rian",60,151,"Boy","2009"
"Christopher",61,143,"Boy","2009"
"Oliver",62,141,"Boy","2009"
"Tom",63,139,"Boy","2009"
"Alan",64,138,"Boy","2009"
"Josh",65,133,"Boy","2009"
"Oscar",66,132,"Boy","2009"
"Peter",67,128,"Boy","2009"
"Benjamin",68,115,"Boy","2009"
"Brian",69,113,"Boy","2009"
"Niall",69,113,"Boy","2009"
"Scott",71,112,"Boy","2009"
"Jason",72,109,"Boy","2009"
"Killian",73,108,"Boy","2009"
"Martin",74,107,"Boy","2009"
"Rhys",74,107,"Boy","2009"
"Dara",76,106,"Boy","2009"
"Stephen",77,105,"Boy","2009"
"Paul",78,104,"Boy","2009"
"Lucas",79,103,"Boy","2009"
"Anthony",80,100,"Boy","2009"
"Tomas",81,99,"Boy","2009"
"Dean",82,98,"Boy","2009"
"Odhran",82,98,"Boy","2009"
"Ross",84,97,"Boy","2009"
"Senan",85,96,"Boy","2009"
"Bobby",85,96,"Boy","2009"
"Filip",87,95,"Boy","2009"
"Ruairi",88,93,"Boy","2009"
"Gavin",89,91,"Boy","2009"
"Lee",90,88,"Boy","2009"
"Oran",91,87,"Boy","2009"
"Calum",92,82,"Boy","2009"
"Hugh",92,82,"Boy","2009"
"Lorcan",92,82,"Boy","2009"
"Kian",95,79,"Boy","2009"
"Kacper",95,79,"Boy","2009"
"Christian",97,78,"Boy","2009"
"Shay",97,78,"Boy","2009"
"Charles",99,77,"Boy","2009"
"Daragh",99,77,"Boy","2009"
"Patryk",99,77,"Boy","2009"
"Szymon",99,77,"Boy","2009"
"Colm",103,76,"Boy","2009"
"Edward",104,75,"Boy","2009"
"Padraig",104,75,"Boy","2009"
"Cameron",104,75,"Boy","2009"
"Louis",107,72,"Boy","2009"
"Daire",108,70,"Boy","2009"
"Cody",108,70,"Boy","2009"
"Mateusz",108,70,"Boy","2009"
"Jacob",111,69,"Boy","2009"
"Leo",112,68,"Boy","2009"
"Alfie",112,68,"Boy","2009"
"Billy",114,67,"Boy","2009"
"Adrian",114,67,"Boy","2009"
"Donnacha",116,66,"Boy","2009"
"Jonathan",117,65,"Boy","2009"
"Tristan",118,64,"Boy","2009"
"Zach",119,63,"Boy","2009"
"Owen",119,63,"Boy","2009"
"Isaac",121,62,"Boy","2009"
"Connor",121,62,"Boy","2009"
"Colin",123,61,"Boy","2009"
"Daithi",124,60,"Boy","2009"
"Dawid",124,60,"Boy","2009"
"Brandon",126,59,"Boy","2009"
"Micheal",126,59,"Boy","2009"
"Lewis",126,59,"Boy","2009"
"Hugo",129,58,"Boy","2009"
"Tyler",130,57,"Boy","2009"
"George",131,56,"Boy","2009"
"Darren",132,54,"Boy","2009"
"Sebastian",133,53,"Boy","2009"
"Jay",133,53,"Boy","2009"
"Oskar",133,53,"Boy","2009"
"Tiernan",136,52,"Boy","2009"
"Eric",137,51,"Boy","2009"
"Joe",137,51,"Boy","2009"
"Richard",139,50,"Boy","2009"
"Philip",140,48,"Boy","2009"
"Dominik",140,48,"Boy","2009"
"Gabriel",140,48,"Boy","2009"
"Reece",143,47,"Boy","2009"
"Corey",143,47,"Boy","2009"
"Wiktor",143,47,"Boy","2009"
"Danny",146,46,"Boy","2009"
"Seamus",146,46,"Boy","2009"
"Ewan",148,45,"Boy","2009"
"Kieran",149,44,"Boy","2009"
"Muhammad",149,44,"Boy","2009"
"Michal",149,44,"Boy","2009"
"Diarmuid",152,43,"Boy","2009"
"Tadgh",152,43,"Boy","2009"
"Reuben",152,43,"Boy","2009"
"Luca",155,41,"Boy","2009"
"Steven",156,40,"Boy","2009"
"Donal",156,40,"Boy","2009"
"Logan",156,40,"Boy","2009"
"Denis",159,39,"Boy","2009"
"Calvin",159,39,"Boy","2009"
"Paddy",159,39,"Boy","2009"
"Aleksander",159,39,"Boy","2009"
"Jan",163,38,"Boy","2009"
"Jude",163,38,"Boy","2009"
"Morgan",163,38,"Boy","2009"
"Tommy",166,37,"Boy","2009"
"Brendan",167,36,"Boy","2009"
"Zack",168,35,"Boy","2009"
"Bartosz",168,35,"Boy","2009"
"Keelan",170,34,"Boy","2009"
"Gearoid",170,34,"Boy","2009"
"Kai",170,34,"Boy","2009"
"Craig",173,33,"Boy","2009"
"Simon",173,33,"Boy","2009"
"Henry",173,33,"Boy","2009"
"Ian",173,33,"Boy","2009"
"Caleb",177,32,"Boy","2009"
"Declan",177,32,"Boy","2009"
"Hayden",177,32,"Boy","2009"
"Fiachra",177,32,"Boy","2009"
"Donncha",177,32,"Boy","2009"
"Emmanuel",177,32,"Boy","2009"
"Antoni",177,32,"Boy","2009"
"Marcel",177,32,"Boy","2009"
"Karl",185,31,"Boy","2009"
"Nicholas",185,31,"Boy","2009"
"Keith",185,31,"Boy","2009"
"Conall",185,31,"Boy","2009"
"Dillon",185,31,"Boy","2009"
"Eanna",185,31,"Boy","2009"
"Emmet",185,31,"Boy","2009"
"Gary",185,31,"Boy","2009"
"Theo",185,31,"Boy","2009"
"Jonah",185,31,"Boy","2009"
"Kayden",185,31,"Boy","2009"
"Mikolaj",196,30,"Boy","2009"
"Lukas",196,30,"Boy","2009"
"Igor",196,30,"Boy","2009"
"Oliwier",196,30,"Boy","2009"
"Brody",196,30,"Boy","2009"
"Jordan",201,29,"Boy","2009"
"Nikodem",201,29,"Boy","2009"
"Damian",201,29,"Boy","2009"
"Euan",204,28,"Boy","2009"
"Maciej",204,28,"Boy","2009"
"Maksymilian",204,28,"Boy","2009"
"Zac",204,28,"Boy","2009"
"Eli",204,28,"Boy","2009"
"Elliot",209,27,"Boy","2009"
"Joey",209,27,"Boy","2009"
"Aodhan",209,27,"Boy","2009"
"Aiden",209,27,"Boy","2009"
"Franciszek",209,27,"Boy","2009"
"Gerard",214,26,"Boy","2009"
"Marcus",214,26,"Boy","2009"
"Marc",214,26,"Boy","2009"
"Timothy",214,26,"Boy","2009"
"Nicolas",214,26,"Boy","2009"
"Riley",214,26,"Boy","2009"
"Caolan",220,25,"Boy","2009"
"Barry",220,25,"Boy","2009"
"Riain",220,25,"Boy","2009"
"Arthur",220,25,"Boy","2009"
"Dominic",220,25,"Boy","2009"
"Conan",220,25,"Boy","2009"
"Piotr",220,25,"Boy","2009"
"Shaun",227,24,"Boy","2009"
"Bradley",227,24,"Boy","2009"
"Lennon",227,24,"Boy","2009"
"Donagh",227,24,"Boy","2009"
"Francis",227,24,"Boy","2009"
"Ruben",227,24,"Boy","2009"
"Vincent",233,23,"Boy","2009"
"Troy",233,23,"Boy","2009"
"Zachary",233,23,"Boy","2009"
"Olivier",233,23,"Boy","2009"
"Ruadhan",233,23,"Boy","2009"
"Roan",233,23,"Boy","2009"
"Archie",233,23,"Boy","2009"
"Bryan",240,22,"Boy","2009"
"Enda",240,22,"Boy","2009"
"Joel",240,22,"Boy","2009"
"Mason",240,22,"Boy","2009"
"Matas",240,22,"Boy","2009"
"Rowan",240,22,"Boy","2009"
"Milo",240,22,"Boy","2009"
"Blake",247,21,"Boy","2009"
"Tiarnan",247,21,"Boy","2009"
"Dan",247,21,"Boy","2009"
"Fabian",247,21,"Boy","2009"
"Eamon",251,20,"Boy","2009"
"Noel",251,20,"Boy","2009"
"Kamil",251,20,"Boy","2009"
"Pawel",251,20,"Boy","2009"
"Warren",251,20,"Boy","2009"
"Maximilian",251,20,"Boy","2009"
"Justin",257,19,"Boy","2009"
"Mohammed",257,19,"Boy","2009"
"Karol",257,19,"Boy","2009"
"Jimmy",257,19,"Boy","2009"
"Victor",261,18,"Boy","2009"
"Jesse",261,18,"Boy","2009"
"Eamonn",261,18,"Boy","2009"
"Ali",261,18,"Boy","2009"
"Harvey",261,18,"Boy","2009"
"Ahmed",261,18,"Boy","2009"
"Elijah",261,18,"Boy","2009"
"Mohamed",261,18,"Boy","2009"
"Ultan",261,18,"Boy","2009"
"Cole",261,18,"Boy","2009"
"Ivan",271,17,"Boy","2009"
"Fintan",271,17,"Boy","2009"
"Harrison",271,17,"Boy","2009"
"Robbie",271,17,"Boy","2009"
"Kealan",271,17,"Boy","2009"
"Aron",271,17,"Boy","2009"
"Caelan",271,17,"Boy","2009"
"Krystian",271,17,"Boy","2009"
"Julian",271,17,"Boy","2009"
"Levi",271,17,"Boy","2009"
"Tomasz",271,17,"Boy","2009"
"Xavier",271,17,"Boy","2009"
"Pierce",283,16,"Boy","2009"
"Shea",283,16,"Boy","2009"
"Tony",283,16,"Boy","2009"
"Conn",283,16,"Boy","2009"
"Padraic",283,16,"Boy","2009"
"Frank",283,16,"Boy","2009"
"Mikey",283,16,"Boy","2009"
"Myles",283,16,"Boy","2009"
"Fionan",283,16,"Boy","2009"
"Damien",292,15,"Boy","2009"
"Glen",292,15,"Boy","2009"
"Bernard",292,15,"Boy","2009"
"Conal",292,15,"Boy","2009"
"Naoise",292,15,"Boy","2009"
"Elliott",292,15,"Boy","2009"
"Kenneth",292,15,"Boy","2009"
"Finlay",292,15,"Boy","2009"
"Graham",292,15,"Boy","2009"
"Stanislaw",292,15,"Boy","2009"
"Rohan",292,15,"Boy","2009"
"Taylor",303,14,"Boy","2009"
"Carl",303,14,"Boy","2009"
"Nikita",303,14,"Boy","2009"
"Ashton",303,14,"Boy","2009"
"Davin",303,14,"Boy","2009"
"Kajus",303,14,"Boy","2009"
"Hubert",303,14,"Boy","2009"
"Krzysztof",303,14,"Boy","2009"
"Wojciech",303,14,"Boy","2009"
"Kristian",303,14,"Boy","2009"
"Johnny",313,13,"Boy","2009"
"Will",313,13,"Boy","2009"
"Lochlann",313,13,"Boy","2009"
"Austin",313,13,"Boy","2009"
"Abdullah",313,13,"Boy","2009"
"Ahmad",313,13,"Boy","2009"
"Cayden",313,13,"Boy","2009"
"Dennis",313,13,"Boy","2009"
"Milosz",313,13,"Boy","2009"
"Pearse",322,12,"Boy","2009"
"Mathew",322,12,"Boy","2009"
"Mohammad",322,12,"Boy","2009"
"Felix",322,12,"Boy","2009"
"Zak",322,12,"Boy","2009"
"Aran",322,12,"Boy","2009"
"Olan",322,12,"Boy","2009"
"Fergal",322,12,"Boy","2009"
"Jim",322,12,"Boy","2009"
"Nathaniel",322,12,"Boy","2009"
"Robin",322,12,"Boy","2009"
"Artur",322,12,"Boy","2009"
"Konrad",322,12,"Boy","2009"
"Bruno",322,12,"Boy","2009"
"Tymoteusz",322,12,"Boy","2009"
"Neil",337,11,"Boy","2009"
"Shayne",337,11,"Boy","2009"
"Brooklyn",337,11,"Boy","2009"
"Clayton",337,11,"Boy","2009"
"Fionnan",337,11,"Boy","2009"
"Donnchadh",337,11,"Boy","2009"
"Jeremiah",337,11,"Boy","2009"
"Maxim",337,11,"Boy","2009"
"Devin",337,11,"Boy","2009"
"Rossa",337,11,"Boy","2009"
"Feidhlim",337,11,"Boy","2009"
"Pauric",337,11,"Boy","2009"
"Andy",337,11,"Boy","2009"
"Edwin",337,11,"Boy","2009"
"Natan",337,11,"Boy","2009"
"Darius",337,11,"Boy","2009"
"Kuba",337,11,"Boy","2009"
"Marcin",337,11,"Boy","2009"
"Peadar",337,11,"Boy","2009"
"Ajay",337,11,"Boy","2009"
"Matteo",337,11,"Boy","2009"
"Armandas",337,11,"Boy","2009"
"Rafael",337,11,"Boy","2009"
"Dovydas",337,11,"Boy","2009"
"Kaylum",337,11,"Boy","2009"
"Tymon",337,11,"Boy","2009"
"Jamal",337,11,"Boy","2009"
"Nikolas",337,11,"Boy","2009"
"Omar",337,11,"Boy","2009"
"Luka",366,10,"Boy","2009"
"Toby",366,10,"Boy","2009"
"Raymond",366,10,"Boy","2009"
"Kane",366,10,"Boy","2009"
"Dermot",366,10,"Boy","2009"
"Glenn",366,10,"Boy","2009"
"Laurence",366,10,"Boy","2009"
"Jerry",366,10,"Boy","2009"
"Malachy",366,10,"Boy","2009"
"Saul",366,10,"Boy","2009"
"Devon",366,10,"Boy","2009"
"Diarmaid",366,10,"Boy","2009"
"Eddie",366,10,"Boy","2009"
"Frederick",366,10,"Boy","2009"
"Ned",366,10,"Boy","2009"
"Jaden",366,10,"Boy","2009"
"Finbarr",366,10,"Boy","2009"
"Johan",366,10,"Boy","2009"
"Paidi",366,10,"Boy","2009"
"Iarlaith",366,10,"Boy","2009"
"Desmond",386,9,"Boy","2009"
"Marco",386,9,"Boy","2009"
"Caoimhin",386,9,"Boy","2009"
"Diego",386,9,"Boy","2009"
"Nojus",386,9,"Boy","2009"
"Ollie",386,9,"Boy","2009"
"Albert",386,9,"Boy","2009"
"Sean Og",386,9,"Boy","2009"
"Roman",386,9,"Boy","2009"
"Olaf",386,9,"Boy","2009"
"Dominykas",386,9,"Boy","2009"
"Syed",386,9,"Boy","2009"
"Anton",386,9,"Boy","2009"
"Dale",386,9,"Boy","2009"
"Borys",386,9,"Boy","2009"
"Geoffrey",386,9,"Boy","2009"
"Ksawery",386,9,"Boy","2009"
"Phoenix",386,9,"Boy","2009"
"Wayne",404,8,"Boy","2009"
"Alexandru",404,8,"Boy","2009"
"Sonny",404,8,"Boy","2009"
"Rocco",404,8,"Boy","2009"
"Tim",404,8,"Boy","2009"
"Cuan",404,8,"Boy","2009"
"Gregory",404,8,"Boy","2009"
"Ruaidhri",404,8,"Boy","2009"
"Emil",404,8,"Boy","2009"
"Dion",404,8,"Boy","2009"
"Kaylem",404,8,"Boy","2009"
"Caden",404,8,"Boy","2009"
"Larry",404,8,"Boy","2009"
"Drew",404,8,"Boy","2009"
"Elias",404,8,"Boy","2009"
"Marek",404,8,"Boy","2009"
"Nataniel",404,8,"Boy","2009"
"Aronas",404,8,"Boy","2009"
"Caiden",404,8,"Boy","2009"
"Jeff",404,8,"Boy","2009"
"Brodie",404,8,"Boy","2009"
"Gustas",404,8,"Boy","2009"
"Rua",404,8,"Boy","2009"
"Timur",404,8,"Boy","2009"
"Ignacy",404,8,"Boy","2009"
"Travis",429,7,"Boy","2009"
"Derek",429,7,"Boy","2009"
"Stefan",429,7,"Boy","2009"
"Bill",429,7,"Boy","2009"
"Ibrahim",429,7,"Boy","2009"
"Jeremy",429,7,"Boy","2009"
"Louie",429,7,"Boy","2009"
"Antonio",429,7,"Boy","2009"
"Briain",429,7,"Boy","2009"
"Erik",429,7,"Boy","2009"
"Kelvin",429,7,"Boy","2009"
"Maksim",429,7,"Boy","2009"
"Ted",429,7,"Boy","2009"
"Lukasz",429,7,"Boy","2009"
"Maurice",429,7,"Boy","2009"
"Chris",429,7,"Boy","2009"
"Eryk",429,7,"Boy","2009"
"Leonard",429,7,"Boy","2009"
"Se",429,7,"Boy","2009"
"Beau",429,7,"Boy","2009"
"Byron",429,7,"Boy","2009"
"Kaden",429,7,"Boy","2009"
"Matt",429,7,"Boy","2009"
"Maximus",429,7,"Boy","2009"
"Terence",429,7,"Boy","2009"
"Arron",429,7,"Boy","2009"
"Curtis",429,7,"Boy","2009"
"Eduard",429,7,"Boy","2009"
"Erikas",429,7,"Boy","2009"
"Gracjan",429,7,"Boy","2009"
"Kyran",429,7,"Boy","2009"
"Martynas",429,7,"Boy","2009"
"Muhammed",429,7,"Boy","2009"
"Bilal",429,7,"Boy","2009"
"Brayden",429,7,"Boy","2009"
"Ellis",429,7,"Boy","2009"
"Kevinas",429,7,"Boy","2009"
"Khalid",429,7,"Boy","2009"
"Paraic",429,7,"Boy","2009"
"Pavel",429,7,"Boy","2009"
"Favour",429,7,"Boy","2009"
"Radoslaw",429,7,"Boy","2009"
"Finbar",429,7,"Boy","2009"
"Bailey",472,6,"Boy","2009"
"Preston",472,6,"Boy","2009"
"Ferdia",472,6,"Boy","2009"
"Roy",472,6,"Boy","2009"
"Freddie",472,6,"Boy","2009"
"Andre",472,6,"Boy","2009"
"Cory",472,6,"Boy","2009"
"Leigh",472,6,"Boy","2009"
"Daryl",472,6,"Boy","2009"
"Deividas",472,6,"Boy","2009"
"Frankie",472,6,"Boy","2009"
"Hamza",472,6,"Boy","2009"
"Kalem",472,6,"Boy","2009"
"Mike",472,6,"Boy","2009"
"Gareth",472,6,"Boy","2009"
"Kornel",472,6,"Boy","2009"
"Miguel",472,6,"Boy","2009"
"Arnas",472,6,"Boy","2009"
"Casey",472,6,"Boy","2009"
"Jonas",472,6,"Boy","2009"
"Phillip",472,6,"Boy","2009"
"Cal",472,6,"Boy","2009"
"Carlos",472,6,"Boy","2009"
"Daniels",472,6,"Boy","2009"
"Jody",472,6,"Boy","2009"
"Leighton",472,6,"Boy","2009"
"Raphael",472,6,"Boy","2009"
"Regan",472,6,"Boy","2009"
"Aleks",472,6,"Boy","2009"
"Eimhin",472,6,"Boy","2009"
"Jarlath",472,6,"Boy","2009"
"Jayson",472,6,"Boy","2009"
"Kallum",472,6,"Boy","2009"
"Alfred",472,6,"Boy","2009"
"Gerald",472,6,"Boy","2009"
"Harley",472,6,"Boy","2009"
"John Paul",472,6,"Boy","2009"
"Lucca",472,6,"Boy","2009"
"Alec",472,6,"Boy","2009"
"Arminas",472,6,"Boy","2009"
"Blaise",472,6,"Boy","2009"
"Connell",472,6,"Boy","2009"
"Danann",472,6,"Boy","2009"
"Darryl",472,6,"Boy","2009"
"Finnian",472,6,"Boy","2009"
"Jakob",472,6,"Boy","2009"
"Jasper",472,6,"Boy","2009"
"Abraham",472,6,"Boy","2009"
"Alessio",472,6,"Boy","2009"
"Arlo",472,6,"Boy","2009"
"Bruce",472,6,"Boy","2009"
"Dorian",472,6,"Boy","2009"
"Pat",472,6,"Boy","2009"
"Tobiasz",472,6,"Boy","2009"
"Adrijus",472,6,"Boy","2009"
"Israel",472,6,"Boy","2009"
"Melvin",472,6,"Boy","2009"
"Nigel",472,6,"Boy","2009"
"Setanta",472,6,"Boy","2009"
"Vlad",472,6,"Boy","2009"
"Prince",532,5,"Boy","2009"
"Mario",532,5,"Boy","2009"
"Leonardo",532,5,"Boy","2009"
"Finnan",532,5,"Boy","2009"
"Tobias",532,5,"Boy","2009"
"Cornelius",532,5,"Boy","2009"
"Eugene",532,5,"Boy","2009"
"Keegan",532,5,"Boy","2009"
"Maxwell",532,5,"Boy","2009"
"Rayan",532,5,"Boy","2009"
"Theodore",532,5,"Boy","2009"
"Bartlomiej",532,5,"Boy","2009"
"Benas",532,5,"Boy","2009"
"Iosif",532,5,"Boy","2009"
"Jeffrey",532,5,"Boy","2009"
"Arran",532,5,"Boy","2009"
"Conrad",532,5,"Boy","2009"
"Domhnall",532,5,"Boy","2009"
"Jared",532,5,"Boy","2009"
"Markus",532,5,"Boy","2009"
"Russell",532,5,"Boy","2009"
"Sami",532,5,"Boy","2009"
"Amir",532,5,"Boy","2009"
"Aryan",532,5,"Boy","2009"
"Divine",532,5,"Boy","2009"
"Dwayne",532,5,"Boy","2009"
"Kiefer",532,5,"Boy","2009"
"Phelim",532,5,"Boy","2009"
"Roberts",532,5,"Boy","2009"
"Seth",532,5,"Boy","2009"
"Aodan",532,5,"Boy","2009"
"Beniamin",532,5,"Boy","2009"
"Cael",532,5,"Boy","2009"
"Emmett",532,5,"Boy","2009"
"Ernest",532,5,"Boy","2009"
"Evin",532,5,"Boy","2009"
"Iarla",532,5,"Boy","2009"
"Kailum",532,5,"Boy","2009"
"Lochlainn",532,5,"Boy","2009"
"Maitiu",532,5,"Boy","2009"
"Rion",532,5,"Boy","2009"
"Ruan",532,5,"Boy","2009"
"Timmy",532,5,"Boy","2009"
"Tommie",532,5,"Boy","2009"
"Tyrone",532,5,"Boy","2009"
"Bernie",532,5,"Boy","2009"
"Cailean",532,5,"Boy","2009"
"Cooper",532,5,"Boy","2009"
"Culann",532,5,"Boy","2009"
"Finley",532,5,"Boy","2009"
"Godwin",532,5,"Boy","2009"
"Jed",532,5,"Boy","2009"
"Casper",532,5,"Boy","2009"
"Domas",532,5,"Boy","2009"
"Grzegorz",532,5,"Boy","2009"
"Hector",532,5,"Boy","2009"
"Kaiden",532,5,"Boy","2009"
"Maximillian",532,5,"Boy","2009"
"Patrik",532,5,"Boy","2009"
"Rares",532,5,"Boy","2009"
"Braden",532,5,"Boy","2009"
"Cezary",532,5,"Boy","2009"
"Gleb",532,5,"Boy","2009"
"Ishaan",532,5,"Boy","2009"
"Karolis",532,5,"Boy","2009"
"Laurynas",532,5,"Boy","2009"
"Mairtin",532,5,"Boy","2009"
"Marceli",532,5,"Boy","2009"
"Marley",532,5,"Boy","2009"
"Ruairc",532,5,"Boy","2009"
"Sameer",532,5,"Boy","2009"
"Shawn",532,5,"Boy","2009"
"Andrei",604,4,"Boy","2009"
"Turlough",604,4,"Boy","2009"
"Abel",604,4,"Boy","2009"
"Kilian",604,4,"Boy","2009"
"Finian",604,4,"Boy","2009"
"Johnathan",604,4,"Boy","2009"
"Trevor",604,4,"Boy","2009"
"Charley",604,4,"Boy","2009"
"Keane",604,4,"Boy","2009"
"Colum",604,4,"Boy","2009"
"Edmund",604,4,"Boy","2009"
"Kalum",604,4,"Boy","2009"
"Solomon",604,4,"Boy","2009"
"Wesley",604,4,"Boy","2009"
"Aedan",604,4,"Boy","2009"
"Cain",604,4,"Boy","2009"
"Callan",604,4,"Boy","2009"
"Danielius",604,4,"Boy","2009"
"Fahad",604,4,"Boy","2009"
"Fergus",604,4,"Boy","2009"
"Jacek",604,4,"Boy","2009"
"Kaleb",604,4,"Boy","2009"
"Milan",604,4,"Boy","2009"
"Nedas",604,4,"Boy","2009"
"Nicky",604,4,"Boy","2009"
"Pearce",604,4,"Boy","2009"
"Raul",604,4,"Boy","2009"
"Viktor",604,4,"Boy","2009"
"Alessandro",604,4,"Boy","2009"
"Angelo",604,4,"Boy","2009"
"Arkadiusz",604,4,"Boy","2009"
"Cahir",604,4,"Boy","2009"
"Colman",604,4,"Boy","2009"
"Destiny",604,4,"Boy","2009"
"Eden",604,4,"Boy","2009"
"Ignas",604,4,"Boy","2009"
"Isaiah",604,4,"Boy","2009"
"Julius",604,4,"Boy","2009"
"Keelin",604,4,"Boy","2009"
"Malik",604,4,"Boy","2009"
"Matei",604,4,"Boy","2009"
"Yusuf",604,4,"Boy","2009"
"Abdelrahman",604,4,"Boy","2009"
"Aleksandr",604,4,"Boy","2009"
"Asher",604,4,"Boy","2009"
"Avram",604,4,"Boy","2009"
"Cai",604,4,"Boy","2009"
"Carter",604,4,"Boy","2009"
"Cianan",604,4,"Boy","2009"
"Dante",604,4,"Boy","2009"
"Domantas",604,4,"Boy","2009"
"Edan",604,4,"Boy","2009"
"Eimantas",604,4,"Boy","2009"
"Felipe",604,4,"Boy","2009"
"Aden",604,4,"Boy","2009"
"Aston",604,4,"Boy","2009"
"Douglas",604,4,"Boy","2009"
"Edvinas",604,4,"Boy","2009"
"Faolan",604,4,"Boy","2009"
"Harold",604,4,"Boy","2009"
"Jai",604,4,"Boy","2009"
"Jokubas",604,4,"Boy","2009"
"Karim",604,4,"Boy","2009"
"Kayne",604,4,"Boy","2009"
"Lochlan",604,4,"Boy","2009"
"Markas",604,4,"Boy","2009"
"Mate",604,4,"Boy","2009"
"Rodrigo",604,4,"Boy","2009"
"Ruari",604,4,"Boy","2009"
"Samir",604,4,"Boy","2009"
"Spencer",604,4,"Boy","2009"
"Steve",604,4,"Boy","2009"
"Teddy",604,4,"Boy","2009"
"Yousef",604,4,"Boy","2009"
"Zain",604,4,"Boy","2009"
"Caelum",604,4,"Boy","2009"
"Danila",604,4,"Boy","2009"
"Dziugas",604,4,"Boy","2009"
"Emre",604,4,"Boy","2009"
"Faris",604,4,"Boy","2009"
"Fraser",604,4,"Boy","2009"
"Imran",604,4,"Boy","2009"
"Kaelan",604,4,"Boy","2009"
"Kailin",604,4,"Boy","2009"
"Kevins",604,4,"Boy","2009"
"Mantas",604,4,"Boy","2009"
"Matias",604,4,"Boy","2009"
"Musa",604,4,"Boy","2009"
"Neilas",604,4,"Boy","2009"
"Roland",604,4,"Boy","2009"
"Ron",604,4,"Boy","2009"
"Shaheer",604,4,"Boy","2009"
"Titas",604,4,"Boy","2009"
"Tristen",604,4,"Boy","2009"
"Ugochukwu",604,4,"Boy","2009"
"Vladimir",604,4,"Boy","2009"
"Yassin",604,4,"Boy","2009"
"Zachariah",701,3,"Boy","2009"
"Luc",701,3,"Boy","2009"
"Cristian",701,3,"Boy","2009"
"Rokas",701,3,"Boy","2009"
"Andreas",701,3,"Boy","2009"
"Brion",701,3,"Boy","2009"
"Deon",701,3,"Boy","2009"
"Kenzie",701,3,"Boy","2009"
"Stuart",701,3,"Boy","2009"
"Terry",701,3,"Boy","2009"
"Art",701,3,"Boy","2009"
"Damon",701,3,"Boy","2009"
"Dominick",701,3,"Boy","2009"
"Emilis",701,3,"Boy","2009"
"Enoch",701,3,"Boy","2009"
"Flynn",701,3,"Boy","2009"
"Jackson",701,3,"Boy","2009"
"Seosamh",701,3,"Boy","2009"
"Thady",701,3,"Boy","2009"
"Tyrese",701,3,"Boy","2009"
"Airidas",701,3,"Boy","2009"
"Aironas",701,3,"Boy","2009"
"Alvin",701,3,"Boy","2009"
"Arturs",701,3,"Boy","2009"
"Con",701,3,"Boy","2009"
"Cullen",701,3,"Boy","2009"
"Emils",701,3,"Boy","2009"
"Felim",701,3,"Boy","2009"
"Fred",701,3,"Boy","2009"
"Hassan",701,3,"Boy","2009"
"Jerome",701,3,"Boy","2009"
"Leroy",701,3,"Boy","2009"
"Mustafa",701,3,"Boy","2009"
"Nick",701,3,"Boy","2009"
"Norbert",701,3,"Boy","2009"
"Orlando",701,3,"Boy","2009"
"Pijus",701,3,"Boy","2009"
"Praise",701,3,"Boy","2009"
"Quinn",701,3,"Boy","2009"
"Rio",701,3,"Boy","2009"
"Tariq",701,3,"Boy","2009"
"Allen",701,3,"Boy","2009"
