"Name","Rank","Number of Births"
"Muhammad","156","43"
"Lukas","162","42"
"Darren","163","41"
"Paddy","163","41"
"Zack","163","41"
"Zachary","163","41"
"Arthur","163","41"
"Aleksander","163","41"
"Colin","169","40"
"Owen","169","40"
"Tadgh","169","40"
"Ewan","169","40"
"Jude","169","40"
"Gerard","174","39"
"Ollie","174","39"
"Eanna","176","38"
"Donagh","176","38"
"Theo","176","38"
"Joe","179","37"
"Simon","180","36"
"Donncha","180","36"
"Lewis","182","35"
"Marcus","182","35"
"Mikolaj","182","35"
"Maksymilian","182","35"
"Marcel","182","35"
"Zac","182","35"
"Denis","188","34"
"Wiktor","188","34"
"Archie","188","34"
"Oskar","191","33"
"Elliot","191","33"
"Michal","191","33"
"Frankie","191","33"
"Brody","191","33"
"Dawid","196","32"
"Harrison","197","31"
"Robbie","197","31"
"Aodhan","199","30"
"Will","199","30"
"Flynn","199","30"
"Calvin","202","29"
"Morgan","202","29"
"Nikodem","202","29"
"Sonny","202","29"
"Ruben","202","29"
"Julian","202","29"
"Justin","208","28"
"Hayden","208","28"
"Victor","208","28"
"Eamon","208","28"
"Jonah","208","28"
"Milo","208","28"
"Devin","208","28"
"Craig","215","27"
"Dillon","215","27"
"Timothy","215","27"
"Fiachra","215","27"
"Bartosz","215","27"
"Dan","215","27"
"Donal","221","26"
"Vincent","221","26"
"Rowan","221","26"
"Elijah","221","26"
"Ashton","221","26"
"Carter","221","26"
"Kieran","227","25"
"Riain","227","25"
"Tony","227","25"
"Padraic","227","25"
"Igor","227","25"
"Olly","227","25"
"Jordan","233","24"
"Dominic","233","24"
"Elliott","233","24"
"Piotr","233","24"
"Franciszek","233","24"
"Cooper","233","24"
"Hunter","233","24"
"Matas","240","23"
"Frank","240","23"
"Johnny","240","23"
"Karl","243","22"
"Lennon","243","22"
"Harvey","243","22"
"Freddie","243","22"
"Aiden","243","22"
"Fabian","243","22"
"Damian","243","22"
"Taylor","250","21"
"Bradley","250","21"
"Emmet","250","21"
"Joey","250","21"
"Shea","250","21"
"Olivier","250","21"
"Conal","250","21"
"Maximilian","250","21"
"Hubert","250","21"
"Cayden","250","21"
"Nicolas","260","20"
"Oliwier","260","20"
"Levi","260","20"
"Euan","263","19"
"Mohammad","263","19"
"Ruadhan","263","19"
"Louie","263","19"
"Marc","267","18"
"Bryan","267","18"
"Declan","267","18"
"Ian","267","18"
"Luka","267","18"
"Naoise","267","18"
"Maciej","267","18"
"Ahmed","267","18"
"Ultan","267","18"
"Krystian","267","18"
"Tomasz","267","18"
"Callan","267","18"
"Eamonn","279","17"
"Felix","279","17"
"Mikey","279","17"
"Myles","279","17"
"Donnchadh","279","17"
"Karol","279","17"
"Andy","279","17"
"Frederick","279","17"
"Iarla","279","17"
"Tymon","279","17"
"Iarlaith","279","17"
"Glen","290","16"
"Tiarnan","290","16"
"Neil","290","16"
"Noel","290","16"
"Toby","290","16"
"Ali","290","16"
"Eddie","290","16"
"Stanislaw","290","16"
"Xavier","290","16"
"Casey","290","16"
"Emmanuel","300","15"
"Joel","300","15"
"Mohamed","300","15"
"Austin","300","15"
"Kealan","300","15"
"Erik","300","15"
"Eryk","300","15"
"Dominykas","300","15"
"Matt","300","15"
"Kaiden","300","15"
"Shaun","310","14"
"Steven","310","14"
"Barry","310","14"
"Gary","310","14"
"Francis","310","14"
"Roan","310","14"
"Tim","310","14"
"Fergal","310","14"
"Nathaniel","310","14"
"Emil","310","14"
"Robin","310","14"
"Theodore","310","14"
"Rafael","310","14"
"Borys","310","14"
"Conn","324","13"
"Brooklyn","324","13"
"Caoimhin","324","13"
"Caelan","324","13"
"Jim","324","13"
"Jaden","324","13"
"Nataniel","324","13"
"Harley","324","13"
"Kaylum","324","13"
"Caiden","324","13"
"Braxton","324","13"
"Jace","324","13"
"Pierce","336","12"
"Bernard","336","12"
"Carl","336","12"
"Nikita","336","12"
"Davin","336","12"
"Jeremiah","336","12"
"Rocco","336","12"
"Kajus","336","12"
"Saul","336","12"
"Ted","336","12"
"Daryl","336","12"
"Natan","336","12"
"Wojciech","336","12"
"Syed","336","12"
"Aronas","336","12"
"Dexter","336","12"
"Finley","336","12"
"Brogan","336","12"
"Keith","354","11"
"Ivan","354","11"
"Enda","354","11"
"Conan","354","11"
"Fionnan","354","11"
"Stefan","354","11"
"Graham","354","11"
"Cuan","354","11"
"Cole","354","11"
"Maksim","354","11"
"Abdul","354","11"
"Arnas","354","11"
"Benas","354","11"
"Caden","354","11"
"Jimmy","354","11"
"Ajay","354","11"
"Leighton","354","11"
"Danielius","354","11"
"Erikas","354","11"
"Bruno","354","11"
"Emmett","354","11"
"Paudie","354","11"
"Zain","354","11"
"Mantas","354","11"
"Ignacy","354","11"
"Bailey","379","10"
"Zak","379","10"
"Derek","379","10"
"Preston","379","10"
"Alexandru","379","10"
"Mohammed","379","10"
"Marco","379","10"
"Maxim","379","10"
"Bill","379","10"
"Fionan","379","10"
"Ruaidhri","379","10"
"Albert","379","10"
"Sean Og","379","10"
"Dion","379","10"
"Gareth","379","10"
"Leonard","379","10"
"Olaf","379","10"
"Jackson","379","10"
"Kaden","379","10"
"Armandas","379","10"
"Kristian","379","10"
"Culann","379","10"
"Damien","401","9"
"Troy","401","9"
"Raymond","401","9"
"Lochlann","401","9"
"Olan","401","9"
"Glenn","401","9"
"Warren","401","9"
"Aron","401","9"
"Leonardo","401","9"
"Malachy","401","9"
"Nojus","401","9"
"Chris","401","9"
"Maxwell","401","9"
"Roman","401","9"
"Artur","401","9"
"Jeffrey","401","9"
"Peadar","401","9"
"Drew","401","9"
"Keenan","401","9"
"Matteo","401","9"
"Kaleb","401","9"
"Milan","401","9"
"Alfred","401","9"
"Kailum","401","9"
"Lachlan","401","9"
"Ksawery","401","9"
"Parker","401","9"
"Romeo","401","9"
"Steve","401","9"
"Pearse","430","8"
"Mathew","430","8"
"Fintan","430","8"
"Wayne","430","8"
"Aran","430","8"
"Desmond","430","8"
"Pauric","430","8"
"Diarmaid","430","8"
"Luc","430","8"
"Ned","430","8"
"Miguel","430","8"
"Rayan","430","8"
"Rokas","430","8"
"Ahmad","430","8"
"Daniels","430","8"
"Markus","430","8"
"Konrad","430","8"
"Mustafa","430","8"
"Chulainn","430","8"
"Milosz","430","8"
"Arminas","430","8"
"Arlo","430","8"
"Brodie","430","8"
"Dorian","430","8"
"Ruari","430","8"
"Cruz","430","8"
"Timur","430","8"
"Travis","457","7"
"Kane","457","7"
"Ferdia","457","7"
"Laurence","457","7"
"Rossa","457","7"
"Andrei","457","7"
"Feidhlim","457","7"
"Markuss","457","7"
"Deividas","457","7"
"Gerry","457","7"
"Lukasz","457","7"
"Maurice","457","7"
"Mike","457","7"
"Keegan","457","7"
"Krzysztof","457","7"
"Bartlomiej","457","7"
"Beau","457","7"
"Aleks","457","7"
"Aryan","457","7"
"Cullen","457","7"
"Fred","457","7"
"Marek","457","7"
"Marko","457","7"
"Roberts","457","7"
"Kajetan","457","7"
"Ralph","457","7"
"Ruan","457","7"
"Tajus","457","7"
"Alec","457","7"
"Adomas","457","7"
"Carson","457","7"
"Coby","457","7"
"Domas","457","7"
"Faolan","457","7"
"Gustas","457","7"
"Jaxon","457","7"
"Lochlan","457","7"
"Macdara","457","7"
"Phoenix","457","7"
"Seimi","457","7"
"Tobiasz","457","7"
"Arijus","457","7"
"Rhian","457","7"
"Jesse","500","6"
"Clayton","500","6"
"Prince","500","6"
"Roy","500","6"
"Jerry","500","6"
"Abdullah","500","6"
"Abel","500","6"
"Edwin","500","6"
"Finnan","500","6"
"Tobias","500","6"
"Darius","500","6"
"Trevor","500","6"
"Charley","500","6"
"Deon","500","6"
"Larry","500","6"
"Emilis","500","6"
"Jared","500","6"
"Maximus","500","6"
"Raphael","500","6"
"Cain","500","6"
"Christy","500","6"
"Jayson","500","6"
"Jerome","500","6"
"Lennox","500","6"
"Luis","500","6"
"Quinn","500","6"
"Rioghan","500","6"
"Seth","500","6"
"Angelo","500","6"
"Bilal","500","6"
"Blazej","500","6"
"Brayden","500","6"
"Kyron","500","6"
"Paidi","500","6"
"Rion","500","6"
"Tommie","500","6"
"Tymoteusz","500","6"
"Jun","500","6"
"Barra","500","6"
"Fiach","500","6"
"Jokubas","500","6"
"Kasper","500","6"
"Matej","500","6"
"Omar","500","6"
"Rylan","500","6"
"Teddy","500","6"
"Augustas","500","6"
"Shawn","500","6"
"Shayne","548","5"
"Pawel","548","5"
"Dermot","548","5"
"Gregory","548","5"
"Jeremy","548","5"
"Antonio","548","5"
"Kelvin","548","5"
"Leigh","548","5"
"Devon","548","5"
"Hamza","548","5"
"Cornelius","548","5"
"Cristian","548","5"
"Jonas","548","5"
"Stuart","548","5"
"Terry","548","5"
"Arran","548","5"
"Ayaan","548","5"
"Domhnall","548","5"
"Kristers","548","5"
"Russell","548","5"
"Solomon","548","5"
"Wesley","548","5"
"Aedan","548","5"
"Anton","548","5"
"Curtis","548","5"
"Eimhin","548","5"
"Elias","548","5"
"Fergus","548","5"
"Gordon","548","5"
"Muhammed","548","5"
"Phelim","548","5"
"Viktor","548","5"
"Bo","548","5"
"Cael","548","5"
"Caimin","548","5"
"Darcy","548","5"
"Denzel","548","5"
"Ellis","548","5"
"Emanuel","548","5"
"Freddy","548","5"
"Johan","548","5"
"Malik","548","5"
"Timmy","548","5"
"Torin","548","5"
"Blaise","548","5"
"Cianan","548","5"
"Aston","548","5"
"Bradan","548","5"
"Casper","548","5"
"Denas","548","5"
"Hudson","548","5"
"Hughie","548","5"
"Miles","548","5"
"Nikolas","548","5"
"Rares","548","5"
"Ryley","548","5"
"Tighe","548","5"
"Eliot","548","5"
"Gabriels","548","5"
"Jayce","548","5"
"Jj","548","5"
"Majus","548","5"
"Matvey","548","5"
"Nathanael","548","5"
"Neo","548","5"
"Nico","548","5"
"Razvan","548","5"
"Ryleigh","548","5"
"Kamil","616","4"
"Finlay","616","4"
"Diego","616","4"
"Ibrahim","616","4"
"Mario","616","4"
"Andre","616","4"
"Johnathan","616","4"
"Kaylem","616","4"
"Kornel","616","4"
"Dennis","616","4"
"Se","616","4"
"Art","616","4"
"Carlos","616","4"
"Colum","616","4"
"Edmund","616","4"
"Luan","616","4"
"Brady","616","4"
"Feilim","616","4"
"Finan","616","4"
"Jaiden","616","4"
"Jarlath","616","4"
"Kalvin","616","4"
"Rio","616","4"
"Alessandro","616","4"
"Anas","616","4"
"Aodan","616","4"
"Axel","616","4"
"Cahir","616","4"
"Colman","616","4"
"Hasan","616","4"
"John Paul","616","4"
"Jon","616","4"
"Kaelem","616","4"
"Lorenzo","616","4"
"Maitiu","616","4"
"Mel","616","4"
"Paraic","616","4"
"Pavel","616","4"
"Rohan","616","4"
"Tiago","616","4"
"Walter","616","4"
"Yusuf","616","4"
"Aonghus","616","4"
"Cailean","616","4"
"Domantas","616","4"
"Edvardas","616","4"
"Ezekiel","616","4"
"Fabio","616","4"
"Finnian","616","4"
"Hao","616","4"
"Issac","616","4"
"Jeff","616","4"
"Aarav","616","4"
"Adas","616","4"
"Aj","616","4"
"Arjun","616","4"
"Bruce","616","4"
"Colton","616","4"
"Edvinas","616","4"
"Geoffrey","616","4"
"Jensen","616","4"
"Jenson","616","4"
"Korey","616","4"
"Kristupas","616","4"
"Layton","616","4"
"Markas","616","4"
"Miley","616","4"
"Moise","616","4"
"Mylo","616","4"
"Spencer","616","4"
"Youssef","616","4"
"Zakaria","616","4"
"Adnan","616","4"
"Bobbi","616","4"
"Bronson","616","4"
"Bryn","616","4"
"Caeden","616","4"
"Daniil","616","4"
"Darian","616","4"
"Dominiks","616","4"
"Giuseppe","616","4"
"Gustavo","616","4"
"Iosua","616","4"
"Ismail","616","4"
"Justas","616","4"
"Kallan","616","4"
"Kameron","616","4"
"Karson","616","4"
"Lachlann","616","4"
"Marius","616","4"
"Oluwatamilore","616","4"
"Ondrej","616","4"
"Pablo","616","4"
"Ralfs","616","4"
"Setanta","616","4"
"Soren","616","4"
"Thom","616","4"
"Tudor","616","4"
"Vladimir","616","4"
"Yann","616","4"
"Yi","616","4"
"Zion","616","4"
"Kenneth","718","3"
"Briain","718","3"
"Kilian","718","3"
"Finian","718","3"
"Pedro","718","3"
"Seanan","718","3"
"Yu","718","3"
"Brion","718","3"
"Cailum","718","3"
"Caoilte","718","3"
"Kuba","718","3"
"Marcin","718","3"
"Byron","718","3"
"Caylum","718","3"
"Dane","718","3"
"Enoch","718","3"
"Jody","718","3"
"Sami","718","3"
"Terence","718","3"
"Tyrese","718","3"
"Allan","718","3"
"Amir","718","3"
"Emils","718","3"
"Enrico","718","3"
"Eolann","718","3"
"Felim","718","3"
"Finbarr","718","3"
"Hassan","718","3"
"Kyran","718","3"
"Martynas","718","3"
"Nick","718","3"
"Pijus","718","3"
"Raul","718","3"
"Ronald","718","3"
"Stanislav","718","3"
"Taha","718","3"
"Dale","718","3"
"Destiny","718","3"
"Donnagh","718","3"
"Dovydas","718","3"
"Ernest","718","3"
"Evin","718","3"
"Fearghal","718","3"
"Francesco","718","3"
"Guy","718","3"
"Ignas","718","3"
"Jaydon","718","3"
"Jia","718","3"
"Kevinas","718","3"
"Khalid","718","3"
"Lochlainn","718","3"
"Maksym","718","3"
"Manus","718","3"
"Muiris","718","3"
"Reese","718","3"
"Tyrone","718","3"
"Vladislav","718","3"
"Zane","718","3"
"Adem","718","3"
"Ameer","718","3"
"Arian","718","3"
"Benedict","718","3"
"Codey","718","3"
"Dante","718","3"
"Drake","718","3"
"Hadi","718","3"
"Harris","718","3"
"Jakob","718","3"
"Jasper","718","3"
"Jethro","718","3"
"Joris","718","3"
"Abraham","718","3"
"Adrianas","718","3"
"Alessio","718","3"
"Ayden","718","3"
"Bodhi","718","3"
"Bowie","718","3"
"Darach","718","3"
"Davy","718","3"
"Edmond","718","3"
"Etienne","718","3"
"Fletcher","718","3"
"Grzegorz","718","3"
"Harold","718","3"
"Jaxson","718","3"
"Jaydan","718","3"
"Karim","718","3"
"Kasey","718","3"
"Kirill","718","3"
"Maison","718","3"
"Mannix","718","3"
"Matthias","718","3"
"Maximillian","718","3"
"Omer","718","3"
"Patrik","718","3"
"Rex","718","3"
"Rodrigo","718","3"
"Rojus","718","3"
"Seanie","718","3"
"Sebastien","718","3"
"Stanley","718","3"
"Teo","718","3"
"Yannis","718","3"
"Yousef","718","3"
"Zaid","718","3"
"Zayn","718","3"
"Abdallah","718","3"
"Adamas","718","3"
"Alekss","718","3"
"Alphonsus","718","3"
"Alwin","718","3"
"Amar","718","3"
"Anderson","718","3"
"Antony","718","3"
"Arav","718","3"
"Arnav","718","3"
"Ayrton","718","3"
"Breen","718","3"
"Cadan","718","3"
"Caelen","718","3"
"Caelin","718","3"
"Carlo","718","3"
"Carraig","718","3"
"Carthach","718","3"
"Caylem","718","3"
"Chen","718","3"
"Clive","718","3"
"Coleman","718","3"
"Corin","718","3"
"Cyril","718","3"
"Danas","718","3"
"Daniyal","718","3"
"Deivids","718","3"
"Dhruv","718","3"
"Doire","718","3"
"Donovan","718","3"
"Edgar","718","3"
"Elijus","718","3"
"Erwin","718","3"
"Gene","718","3"
"Gino","718","3"
"Gleb","718","3"
"Hao Yu","718","3"
"Harun","718","3"
"Iacov","718","3"
"Imran","718","3"
"Ionatan","718","3"
"Israel","718","3"
"Jacques","718","3"
"Javier","718","3"
"Jonatan","718","3"
"Josiah","718","3"
"Jules","718","3"
"Karolis","718","3"
"Kenny","718","3"
"Kenzo","718","3"
"Kingsley","718","3"
"Kobi","718","3"
"Kristaps","718","3"
"Kylian","718","3"
"Lenny","718","3"
"Leonidas","718","3"
"Liam Og","718","3"
"Lloyd","718","3"
"Loughlin","718","3"
"Mahad","718","3"
"Marks","718","3"
"Matias","718","3"
"Maverick","718","3"
"Maxx","718","3"
"Michael John","718","3"
"Mikael","718","3"
"Mohsin","718","3"
"Naglis","718","3"
"Noa","718","3"
"Oktawian","718","3"
"Oren","718","3"
"Packie","718","3"
"Quillan","718","3"
"Remy","718","3"
"Ricards","718","3"
"Riccardo","718","3"
"Rolands","718","3"
"Rudy","718","3"
"Salman","718","3"
"Savio","718","3"
"Seamie","718","3"
"Sennan","718","3"
"Simas","718","3"
"Tadeusz","718","3"
"Tate","718","3"
"Titas","718","3"
"Todd","718","3"
"Tylar","718","3"
"Tylor","718","3"
"Vilius","718","3"
"Wen","718","3"
"Yanis","718","3"
