"Name","Rank","Number of Births"
"Kacey","331","14"
"Lia","331","14"
"Bethany","331","14"
"Demi","331","14"
"Lana","331","14"
"Melanie","331","14"
"Allie","331","14"
"Gracie","331","14"
"Lorna","331","14"
"Caitriona","331","14"
"Eliza","331","14"
"Serena","331","14"
"Ashleigh","331","14"
"Jenny","331","14"
"Gabriele","331","14"
"Adriana","331","14"
"Elsie","331","14"
"Magdalena","331","14"
"Mikayla","331","14"
"Samanta","331","14"
"Jessie","331","14"
"Elaine","331","14"
"Klara","331","14"
"Paula","331","14"
"Bianca","331","14"
"Kornelia","331","14"
"Kaylee","331","14"
"Chelsea","358","13"
"Aaliyah","358","13"
"Karen","358","13"
"Rosie","358","13"
"Sharon","358","13"
"Sally","358","13"
"Kamile","358","13"
"Ailish","358","13"
"Joy","358","13"
"Yasmine","358","13"
"Caitlyn","358","13"
"Alexa","358","13"
"Dominika","358","13"
"Emilija","358","13"
"Mariam","358","13"
"Angelina","358","13"
"Kaci","358","13"
"Iseult","358","13"
"Lacey","358","13"
"Elise","358","13"
"Alexia","358","13"
"Kirsten","379","12"
"Keeley","379","12"
"Rhea","379","12"
"Shania","379","12"
"Aisha","379","12"
"Esther","379","12"
"Jasmin","379","12"
"Clare","379","12"
"Miriam","379","12"
"Arianna","379","12"
"Halle","379","12"
"Aibhe","379","12"
"Lillie","379","12"
"Evelina","379","12"
"Genevieve","379","12"
"Katelynn","379","12"
"Vanesa","379","12"
"Teegan","379","12"
"Callie","379","12"
"Hope","379","12"
"Iris","379","12"
"Elsa","379","12"
"Amina","379","12"
"Kaja","379","12"
"Kirsty","379","12"
"Lilian","379","12"
"Maddison","379","12"
"Matylda","379","12"
"Eibhlin","379","12"
"Ieva","379","12"
"Viktoria","379","12"
"Kellie","410","11"
"Rhianna","410","11"
"Avril","410","11"
"Kyra","410","11"
"Meadhbh","410","11"
"Josephine","410","11"
"Ria","410","11"
"Sadbh","410","11"
"Kamila","410","11"
"Tessa","410","11"
"Ada","410","11"
"Anne","410","11"
"Johanna","410","11"
"Greta","410","11"
"Roise","410","11"
"Angelika","410","11"
"Dayna","410","11"
"Julianne","410","11"
"Kristina","410","11"
"Izabella","410","11"
"Jean","410","11"
"Kyla","410","11"
"Thea","410","11"
"Christine","410","11"
"Colleen","410","11"
"Esme","410","11"
"Penny","410","11"
"Denisa","410","11"
"Bianka","410","11"
"Kim","439","10"
"Abbi","439","10"
"Jemma","439","10"
"Joanne","439","10"
"Caoilinn","439","10"
"Emilie","439","10"
"Isobelle","439","10"
"Veronica","439","10"
"Aoibh","439","10"
"Leyla","439","10"
"Eloise","439","10"
"Gillian","439","10"
"Nia","439","10"
"Laragh","439","10"
"Amie","439","10"
"Farrah","439","10"
"Seren","439","10"
"Tamara","439","10"
"Mae","439","10"
"Karla","439","10"
"Honor","439","10"
"Jagoda","439","10"
"Bella","439","10"
"Farah","439","10"
"Juliana","439","10"
"Barbara","439","10"
"Hailey","439","10"
"Sonia","439","10"
"Chantelle","467","9"
"Elisha","467","9"
"Jorja","467","9"
"Neasa","467","9"
"Linda","467","9"
"Carrie","467","9"
"Toni","467","9"
"Alisa","467","9"
"Caoilfhionn","467","9"
"Francesca","467","9"
"Lauryn","467","9"
"Stacey","467","9"
"Anastasia","467","9"
"Mary-Kate","467","9"
"Morgan","467","9"
"Cayla","467","9"
"Polly","467","9"
"Livia","467","9"
"Annalise","467","9"
"Viktorija","467","9"
"Khloe","467","9"
"Kerri","488","8"
"Ayla","488","8"
"Deirdre","488","8"
"Susan","488","8"
"Favour","488","8"
"Enya","488","8"
"Martina","488","8"
"Rebekah","488","8"
"Chelsey","488","8"
"Daniela","488","8"
"Sarah-Jane","488","8"
"Alexandria","488","8"
"Myah","488","8"
"Pearl","488","8"
"Rosemary","488","8"
"Zainab","488","8"
"Britney","488","8"
"Bronwyn","488","8"
"Fiadh","488","8"
"Ugne","488","8"
"Agata","488","8"
"Gloria","488","8"
"Lyla","488","8"
"Mai","488","8"
"Eilis","488","8"
"Goda","488","8"
"Shayna","488","8"
"Yvonne","488","8"
"Aleisha","488","8"
"Ariana","488","8"
"Cate","488","8"
"Elodie","488","8"
"Ewa","488","8"
"Mikaela","488","8"
"Milana","488","8"
"Sheana","488","8"
"May","488","8"
"Adrianna","488","8"
"Aifric","488","8"
"Audrey","488","8"
"Belle","488","8"
"Charlene","488","8"
"Eirinn","488","8"
"Etain","488","8"
"Camille","488","8"
"Florence","488","8"
"Kaila","488","8"
"Tilly","488","8"
"Justyna","488","8"
"Meadbh","488","8"
"Natasza","488","8"
"Aishling","539","7"
"Keisha","539","7"
"Meghan","539","7"
"Kathryn","539","7"
"Orlagh","539","7"
"Madeleine","539","7"
"Tiffany","539","7"
"Alanah","539","7"
"Louisa","539","7"
"Madeline","539","7"
"Katy","539","7"
"Catriona","539","7"
"Milly","539","7"
"Orna","539","7"
"Amira","539","7"
"Denise","539","7"
"Hayleigh","539","7"
"Jana","539","7"
"Kaya","539","7"
"Tanya","539","7"
"Veronika","539","7"
"Hallie","539","7"
"Hana","539","7"
"Leigha","539","7"
"Michalina","539","7"
"Neala","539","7"
"Romy","539","7"
"Selena","539","7"
"Alva","539","7"
"Anita","539","7"
"Cait","539","7"
"Elisabeth","539","7"
"Izabela","539","7"
"Joan","539","7"
"Pippa","539","7"
"Ines","539","7"
"Juno","539","7"
"Marcelina","539","7"
"Urte","539","7"
"Caoife","539","7"
"Kotryna","539","7"
"Meda","539","7"
"Yvie","539","7"
"Charley","582","6"
"Eilish","582","6"
"Brid","582","6"
"Aleesha","582","6"
"Jodi","582","6"
"Chanelle","582","6"
"Precious","582","6"
"Robin","582","6"
"Tianna","582","6"
"Winnie","582","6"
"Ayesha","582","6"
"Donna","582","6"
"Saidbh","582","6"
"Zarah","582","6"
"Elisa","582","6"
"Iona","582","6"
"Katrina","582","6"
"Kendra","582","6"
"Maryam","582","6"
"Amiee","582","6"
"Billie","582","6"
"Crystal","582","6"
"Julianna","582","6"
"Kaela","582","6"
"Sarah Jane","582","6"
"Carmen","582","6"
"Carolina","582","6"
"Gianna","582","6"
"Giulia","582","6"
"Irene","582","6"
"Isolde","582","6"
"Kitty","582","6"
"Lainey","582","6"
"Lila","582","6"
"Neha","582","6"
"Penelope","582","6"
"Rosanna","582","6"
"Winifred","582","6"
"Zahra","582","6"
"Bebhinn","582","6"
"Brona","582","6"
"Isobella","582","6"
"Anabelle","582","6"
"Kalina","582","6"
"Leja","582","6"
"Lily-Mae","582","6"
"Luka","582","6"
"Mila","582","6"
"Saorlaith","582","6"
"Soraya","582","6"
"Violet","582","6"
"Whitney","582","6"
"Aneta","582","6"
"Diya","582","6"
"Hayden","582","6"
"Jayden","582","6"
"Jody","582","6"
"Roxanne","582","6"
"Rugile","582","6"
"Jill","641","5"
"Sabrina","641","5"
"Simone","641","5"
"Kerry","641","5"
"Mischa","641","5"
"Blessing","641","5"
"Kaylah","641","5"
"Sive","641","5"
"Caithlin","641","5"
"Caoilainn","641","5"
"Cathy","641","5"
"Kerrie","641","5"
"Noelle","641","5"
"Valerie","641","5"
"Kimberly","641","5"
"Maire","641","5"
"Nell","641","5"
"Noemi","641","5"
"Dara","641","5"
"Edie","641","5"
"Luna","641","5"
"Meg","641","5"
"Sheena","641","5"
"Adele","641","5"
"Aliyah","641","5"
"Brigid","641","5"
"Connie","641","5"
"Cristina","641","5"
"Fionnuala","641","5"
"Kacie","641","5"
"Keely","641","5"
"Miya","641","5"
"Reese","641","5"
"Reiltin","641","5"
"Rhiannon","641","5"
"Simona","641","5"
"Aela","641","5"
"Aya","641","5"
"Deimante","641","5"
"Eryn","641","5"
"Georgina","641","5"
"Kadie","641","5"
"Kym","641","5"
"Lili","641","5"
"Marina","641","5"
"Marissa","641","5"
"Paris","641","5"
"Therese","641","5"
"Tiana","641","5"
"Xin","641","5"
"Aida","641","5"
"Ashlyn","641","5"
"Caoilfhinn","641","5"
"Carley","641","5"
"Destiny","641","5"
"Eliana","641","5"
"Harriet","641","5"
"Liadh","641","5"
"Olive","641","5"
"Olwyn","641","5"
"Roksana","641","5"
"Alissa","641","5"
"Asha","641","5"
"Dearbhail","641","5"
"Evangeline","641","5"
"Katarzyna","641","5"
"Khadija","641","5"
"Maisy","641","5"
"Agnes","641","5"
"Asia","641","5"
"Blanka","641","5"
"Cailin","641","5"
"Cassidy","641","5"
"Emmy","641","5"
"Ide","641","5"
"Lucja","641","5"
"Malwina","641","5"
"Marley","641","5"
"Melody","641","5"
"Miley","641","5"
"Moira","641","5"
"Nicol","641","5"
"Nika","641","5"
"Realtin","641","5"
"Sheila","641","5"
"Shreya","641","5"
"Sile","641","5"
"Susanna","641","5"
"Tina","641","5"
"Vilte","641","5"
"Anna Maria","641","5"
"Calleigh","641","5"
"Eimer","641","5"
"Inez","641","5"
"Jayda","641","5"
"Kady","641","5"
"Liepa","641","5"
"Lynn","641","5"
"Malgorzata","641","5"
"Marianna","641","5"
"Philippa","641","5"
"Kathlyn","742","4"
"Pia","742","4"
"Deirbhile","742","4"
"Shakira","742","4"
"Darcey","742","4"
"Kayley","742","4"
"Kiara","742","4"
"Nancy","742","4"
"Diane","742","4"
"Leanna","742","4"
"Seana","742","4"
"Ashlee","742","4"
"Bernadette","742","4"
"Isabell","742","4"
"Jacqueline","742","4"
"Princess","742","4"
"Sine","742","4"
"Valeria","742","4"
"Aobha","742","4"
"Kali","742","4"
"Kelsie","742","4"
"Mabel","742","4"
"Mary Kate","742","4"
"Mercy","742","4"
"Monica","742","4"
"Nelly","742","4"
"Saorla","742","4"
"Abigale","742","4"
"Aileen","742","4"
"Aoise","742","4"
"Ceola","742","4"
"Estera","742","4"
"Fern","742","4"
"Kianna","742","4"
"Larissa","742","4"
"Regan","742","4"
"Sofie","742","4"
"Tammy","742","4"
"Alessia","742","4"
"Codie","742","4"
"Dervla","742","4"
"Eilidh","742","4"
"Eire","742","4"
"Elissa","742","4"
"Ellie-May","742","4"
"Emelia","742","4"
"Emmanuella","742","4"
"Geraldine","742","4"
"Gina","742","4"
"Gwen","742","4"
"Iman","742","4"
"Jada","742","4"
"Kylie","742","4"
"Leia","742","4"
"Mackenzie","742","4"
"Meaghan","742","4"
"Sefora","742","4"
"Tabitha","742","4"
"Yu","742","4"
"Adrija","742","4"
"Anastazja","742","4"
"Annmarie","742","4"
"Arabella","742","4"
"Claragh","742","4"
"Estelle","742","4"
"Eunice","742","4"
"Gaia","742","4"
"Keren","742","4"
"Keva","742","4"
"Lilia","742","4"
"Lyndsey","742","4"
"Aiste","742","4"
"Amelija","742","4"
"Ayah","742","4"
"Ayda","742","4"
"Bailey","742","4"
"Breda","742","4"
"Darcie","742","4"
"Eithne","742","4"
"Elina","742","4"
"Ellie-Mae","742","4"
"Frankie","742","4"
"Gerda","742","4"
"Kaia","742","4"
"Liana","742","4"
"Lilianna","742","4"
"Macey","742","4"
"Madelyn","742","4"
"Marika","742","4"
"Melisa","742","4"
"Rebeca","742","4"
"Rhona","742","4"
"Riley","742","4"
"Rowan","742","4"
"Roxy","742","4"
"Rubi","742","4"
"Shayla","742","4"
"Siena","742","4"
"Smilte","742","4"
"Tierna","742","4"
"Treasa","742","4"
"Valentina","742","4"
"Zuzana","742","4"
"Alena","742","4"
"Alyson","742","4"
"Ann Marie","742","4"
"Anna marie","742","4"
"Annaleigh","742","4"
"Arina","742","4"
"Beatriz","742","4"
"Bibi","742","4"
"Cadence","742","4"
"Cassia","742","4"
"Constance","742","4"
"Danni","742","4"
"Darja","742","4"
"Darya","742","4"
"Emmanuela","742","4"
"Fallon","742","4"
"Giovanna","742","4"
"Giselle","742","4"
"Hannah-Rose","742","4"
"Ilana","742","4"
"Irina","742","4"
"Isibeal","742","4"
"Jaime","742","4"
"Janice","742","4"
"Joleen","742","4"
"Justina","742","4"
"Katelin","742","4"
"Kaylin","742","4"
"Keelan","742","4"
"Kristen","742","4"
"Lily-May","742","4"
"Maiya","742","4"
"Mariana","742","4"
"Miruna","742","4"
"Misha","742","4"
"Oriana","742","4"
"Pauline","742","4"
"Rahela","742","4"
"Rania","742","4"
"Reanna","742","4"
"Rhia","742","4"
"Roxana","742","4"
"Sommer","742","4"
"Teodora","742","4"
"Tija","742","4"
"Trisha","742","4"
"Trudy","742","4"
"Vesta","742","4"
"Suzanne","893","3"
"Dawn","893","3"
"Shonagh","893","3"
"Becky","893","3"
"Katlyn","893","3"
"Olga","893","3"
"Divine","893","3"
"Jayne","893","3"
"Leonie","893","3"
"Lorraine","893","3"
"Austeja","893","3"
"Hilary","893","3"
"Kira","893","3"
"Saffron","893","3"
"Tracy","893","3"
"Aliya","893","3"
"Angelica","893","3"
"Aobh","893","3"
"Carmel","893","3"
"Dana","893","3"
"Elizabete","893","3"
"Judith","893","3"
"Kimberley","893","3"
"Meagan","893","3"
"Patricija","893","3"
"Rubie","893","3"
"Abaigh","893","3"
"Amna","893","3"
"Anais","893","3"
"Beata","893","3"
"Ceili","893","3"
"Elaina","893","3"
"Elyse","893","3"
"Fodhla","893","3"
"Haley","893","3"
"Ivy","893","3"
"Jacinta","893","3"
"Kelly-Ann","893","3"
"Lianna","893","3"
"Marion","893","3"
"Mella","893","3"
"Praise","893","3"
"Racheal","893","3"
"Regina","893","3"
"Rionach","893","3"
"Sabina","893","3"
"Samira","893","3"
"Selina","893","3"
"Sheola","893","3"
"Tatiana","893","3"
"Aedin","893","3"
"Alaina","893","3"
"Allanah","893","3"
"Allison","893","3"
"Amalia","893","3"
"Anastasija","893","3"
"Bethan","893","3"
"Ebony","893","3"
"Edith","893","3"
"Eimhin","893","3"
"Emile","893","3"
"Emma-Louise","893","3"
"Enrika","893","3"
"Esha","893","3"
"Hailie","893","3"
"Kacy","893","3"
"Kaelin","893","3"
"Latoya","893","3"
"Liadan","893","3"
"Lidia","893","3"
"Marianne","893","3"
"Maureen","893","3"
"Aditi","893","3"
"Aibhlinn","893","3"
"Aniela","893","3"
"Aria","893","3"
"Arwen","893","3"
"Aurora","893","3"
"Candice","893","3"
"Chanel","893","3"
"Cindy","893","3"
"Emmie","893","3"
"Eshaal","893","3"
"Eshal","893","3"
"Fay","893","3"
"Felicity","893","3"
"Harper","893","3"
"Isha","893","3"
"Katerina","893","3"
"Kaycee","893","3"
"Kenzie","893","3"
"Larisa","893","3"
"Lilah","893","3"
"Lily-Ann","893","3"
"Liwia","893","3"
"Lyra","893","3"
"Macie","893","3"
"Macy","893","3"
"Maddie","893","3"
"Malak","893","3"
"Maxine","893","3"
"Megija","893","3"
"Miah","893","3"
"Mija","893","3"
"Petra","893","3"
"Peyton","893","3"
"Rozalia","893","3"
"Saidhbh","893","3"
"Saule","893","3"
"Siomha","893","3"
"Skyla","893","3"
"Sofija","893","3"
"Susie","893","3"
"Suzanna","893","3"
"Syeda","893","3"
"Teaghan","893","3"
"Ula","893","3"
"Vicky","893","3"
"Agnieszka","893","3"
"Aishlinn","893","3"
"Akvile","893","3"
"Albha","893","3"
"Alishba","893","3"
"Ami","893","3"
"Andie","893","3"
"Anoushka","893","3"
"Aodhbha","893","3"
"Aukse","893","3"
"Biddy","893","3"
"Blathin","893","3"
"Brenda","893","3"
"Brigita","893","3"
"Caila","893","3"
"Cameron","893","3"
"Carolyn","893","3"
"Catalina","893","3"
"Caylin","893","3"
"Christiana","893","3"
"Clementine","893","3"
"Coco","893","3"
"Crea","893","3"
"Croi","893","3"
"Csenge","893","3"
"Dania","893","3"
"Daniele","893","3"
"Dannielle","893","3"
"Derinn","893","3"
"Desiree","893","3"
"Dona","893","3"
"Elanna","893","3"
"Elita","893","3"
"Ellis","893","3"
"Eman","893","3"
"Ena","893","3"
"Ericka","893","3"
"Eva-Marie","893","3"
"Faridat","893","3"
"Fausta","893","3"
"Fleur","893","3"
"Francine","893","3"
"Freyja","893","3"
"Frida","893","3"
"Gwyneth","893","3"
"Ida","893","3"
"Indiana","893","3"
"Iqra","893","3"
"Izzie","893","3"
"Jadesola","893","3"
"Jagna","893","3"
"Jasleen","893","3"
"Jayla","893","3"
"Jazmin","893","3"
"Jing","893","3"
"Justine","893","3"
"Karly","893","3"
"Kassie","893","3"
"Kathy","893","3"
"Keilah","893","3"
"Kirstie","893","3"
"Labhaoise","893","3"
"Leigh","893","3"
"Leisha","893","3"
"Lejla","893","3"
"Liadain","893","3"
"Lilli","893","3"
"Luana","893","3"
"Maedhbh","893","3"
"Majella","893","3"
"Malia","893","3"
"Margarita","893","3"
"Marija","893","3"
"Marin","893","3"
"Mathilde","893","3"
"Mckenzie","893","3"
"Meave","893","3"
"Medb","893","3"
"Meera","893","3"
"Melani","893","3"
"Mellisa","893","3"
"Molly-Rose","893","3"
"Naia","893","3"
"Neila","893","3"
"Nellie","893","3"
"Nikole","893","3"
"Noreen","893","3"
"Oluwadamilola","893","3"
"Oluwanifemi","893","3"
"Ornaith","893","3"
"Peace","893","3"
"Piper","893","3"
"Polina","893","3"
"Priscilla","893","3"
"Rachelle","893","3"
"Rhiann","893","3"
"Ruby-Mae","893","3"
"Shanice","893","3"
"Shantelle","893","3"
"Sierra","893","3"
"Sky","893","3"
"Tallulah","893","3"
"Taragh","893","3"
"Tasnim","893","3"
"Tracey","893","3"
"Trinity","893","3"
"Valerija","893","3"
"Vlada","893","3"
"Xi","893","3"
"Yu Tong","893","3"
"Zarin","893","3"
"Zaynab","893","3"
"Zhi","893","3"
